
1,6,11,アルアイン,2014106046,牡3,57,松山弘平,1:57.8,,**,3-4-5-5,34.2,22.4,9,518(-2),,,,[西] 池江泰寿,サンデーレーシング,"12,708.3"
2,4,7,ペルシアンナイト,2014105258,牡3,57,Ｍ．デム,1:57.8,クビ,**,15-15-5-5,34.1,8.1,4,480(-2),,,,[西] 池江泰寿,Ｇ１レーシング,"4,773.8"
3,5,10,ダンビュライト,2014106010,牡3,57,武豊,1:57.9,3/4,**,6-6-5-3,34.3,56.1,12,466(-4),,,,[西] 音無秀孝,サンデーレーシング,"2,886.9"
4,8,16,クリンチャー,2014100656,牡3,57,藤岡佑介,1:58.1,1.1/4,**,3-3-2-1,34.8,76.7,13,476(0),,,,[西] 宮本博,前田幸治,"1,500.0"
5,3,5,レイデオロ,2014106201,牡3,57,ルメール,1:58.2,クビ,**,16-16-16-14,34.0,10.4,5,484(+8),,,,[東] 藤沢和雄,キャロットファーム,"1,000.0"
6,1,2,スワーヴリチャード,2014106083,牡3,57,四位洋文,1:58.2,クビ,**,6-9-11-10,34.3,7.0,2,504(+4),,,,[西] 庄野靖志,ＮＩＣＫＳ,
7,4,8,ファンディーナ,2014103309,牝3,55,岩田康誠,1:58.3,クビ,**,3-4-4-3,34.8,2.4,1,504(-4),,,,[西] 高野友和,ターフ・スポート,
8,8,17,ウインブライト,2014100222,牡3,57,松岡正海,1:58.3,アタマ,**,10-9-8-5,34.5,14.7,6,466(+6),,,,[東] 畠山吉宏,ウイン,
9,2,4,カデナ,2014104449,牡3,57,福永祐一,1:58.3,クビ,**,16-17-11-10,34.4,7.2,3,452(-8),,,,[西] 中竹和也,前田幸治,
10,5,9,プラチナヴォイス,2014105192,牡3,57,和田竜二,1:58.3,アタマ,**,6-7-8-5,34.5,41.7,10,504(0),,,,[西] 鮫島一歩,本間茂,
11,7,13,サトノアレス,2014105493,牡3,57,戸崎圭太,1:58.4,1/2,**,18-17-18-14,33.9,19.8,8,500(0),,,,[東] 藤沢和雄,里見治,
12,3,6,アウトライアーズ,2014105825,牡3,57,田辺裕信,1:58.4,アタマ,**,13-13-13-12,34.3,16.5,7,480(-2),,,,[東] 小島茂之,丸山担,
13,8,18,トラスト,2014100465,牡3,57,柴田大知,1:58.6,1,**,2-2-1-2,35.3,153.6,17,472(+4),,,,[西] 中村均,岡田繁幸,
14,2,3,コマノインパルス,2014102716,牡3,57,江田照男,1:58.6,クビ,**,10-12-13-14,34.5,127.3,16,460(-2),,,,[東] 菊川正達,長谷川芳信,
15,7,14,キングズラッシュ,2014106211,牡3,57,柴田善臣,1:58.7,1/2,**,13-13-17-14,34.3,224.4,18,520(-2),,,,[東] 久保田貴,諸江幸祐,
16,1,1,マイスタイル,2014100971,牡3,57,横山典弘,1:59.6,5,**,6-7-8-12,35.8,79.0,14,452(+2),,,,[西] 昆貢,寺田千代乃,
17,7,15,アダムバローズ,2014104968,牡3,57,池添謙一,2:00.3,4,**,1-1-2-5,37.0,43.7,11,498(-6),,,,[西] 角田晃一,猪熊広次,
18,6,12,アメリカズカップ,2014105681,牡3,57,松若風馬,2:00.5,1.1/2,**,10-9-13-18,36.4,84.1,15,446(-4),,,,[西] 音無秀孝,谷掛龍夫,
