
1,7,14,ピンクカメオ,2004100719,牝3,55,内田博幸,1:34.3,,**,13-14,34.9,76.0,17,458(-12),,,,[東] 国枝栄,金子真人ホールディングス,"9,620.0"
2,5,10,ローレルゲレイロ,2004100933,牡3,57,藤田伸二,1:34.4,1/2,**,4-3,35.6,5.5,1,460(-4),,,,[西] 昆貢,ローレルレーシング,"3,820.0"
3,8,18,ムラマサノヨートー,2004101772,牡3,57,小林淳一,1:34.5,1/2,**,13-14,35.1,136.6,18,462(-4),,,,[東] 内藤一雄,新井孝治,"2,360.0"
4,6,12,シベリアンバード,2004110170,牡3,57,田中勝春,1:34.5,アタマ,**,10-10,35.3,62.7,15,480(+12),,,,[東] 柴崎勇,藤田与志男,"1,400.0"
5,6,11,トーホウレーサー,2004100885,牡3,57,四位洋文,1:34.7,1.1/4,**,4-6,35.8,11.4,7,504(+6),,,,[西] 川村禎彦,東豊物産,920.0
6,8,17,ダノンムロー,2004110116,牡3,57,武豊,1:34.7,ハナ,**,16-14,35.4,19.6,9,452(-10),,,,[東] 加藤征弘,ダノックス,
7,7,15,ハイソサエティー,2004103159,牡3,57,柴山雄一,1:34.9,1.1/4,**,8-8,35.9,25.3,10,510(-6),,,,[東] 小島太,社台レースホース,
8,3,5,マイネルシーガル,2004101099,牡3,57,後藤浩輝,1:35.3,2.1/2,**,8-8,36.3,10.8,6,502(0),,,,[東] 国枝栄,サラブレッドクラブ・ラフィアン,
9,8,16,シャドウストライプ,2004103311,牡3,57,安藤勝己,1:35.3,クビ,**,18-14,35.9,8.4,5,520(-4),,,,[東] 加藤征弘,飯塚知一,
10,7,13,ダイレクトキャッチ,2004103104,牡3,57,北村宏司,1:35.3,ハナ,**,16-14,35.9,7.0,4,488(0),,,,[東] 上原博之,サンデーレーシング,
11,1,1,アサクサキングス,2004103163,牡3,57,武幸四郎,1:35.4,1/2,**,4-6,36.5,6.8,3,494(+8),,,,[西] 大久保龍,田原慶子,
12,2,3,オースミダイドウ,2004103204,牡3,57,岩田康誠,1:35.5,クビ,**,2-2,36.9,6.7,2,510(+2),,,,[西] 中尾正,オースミ,
13,5,9,ワールドハンター,2004110234,牡3,57,蛯名正義,1:35.6,3/4,**,13-10,36.4,36.6,13,506(+12),,,,[西] 坂口正則,青木基秀,
14,4,8,ゴールドアグリ,2004103219,牡3,57,安藤光彰,1:35.7,クビ,**,4-3,37.0,30.6,12,484(+8),,,,[東] 戸田博文,スター・ホースメンズクラブ,
15,1,2,マイネルレーニア,2004104139,牡3,57,松岡正海,1:35.8,1/2,**,1-1,37.3,27.3,11,508(+4),,,,[西] 西園正都,サラブレッドクラブ・ラフィアン,
16,2,4,マイネルフォーグ,2004103692,牡3,57,川田将雅,1:35.8,アタマ,**,10-10,36.6,50.7,14,438(+4),,,,[西] 宮徹,サラブレッドクラブ・ラフィアン,
17,3,6,イクスキューズ,2004100763,牝3,55,横山典弘,1:35.8,ハナ,**,2-3,37.0,11.6,8,452(-6),,,,[東] 藤沢和雄,岡田繁幸,
18,4,7,キングスデライト,2004103305,牡3,57,長谷川浩,1:35.9,1/2,**,12-10,36.7,74.9,16,516(+6),,,,[西] 河内洋,社台レースホース,
