
1,1,2,イスラボニータ,2011103565,牡3,57,蛯名正義,1:59.6,,**,8-8-7-4,34.6,5.1,2,462(0),,,,[東] 栗田博憲,社台レースホース,"12,840.2"
2,8,17,トゥザワールド,2011103975,牡3,57,川田将雅,1:59.8,1.1/4,**,3-3-3-3,35.2,3.5,1,510(-8),,,,[西] 池江泰寿,キャロットファーム,"4,797.2"
3,8,18,ウインフルブルーム,2011105223,牡3,57,柴田大知,1:59.9,1/2,**,1-1-1-1,35.6,24.9,8,488(-2),,,,[西] 宮本博,ウイン,"2,848.6"
4,1,1,ワンアンドオンリー,2011105072,牡3,57,横山典弘,1:59.9,アタマ,**,18-18-17-12,34.3,6.7,4,478(-6),,,,[西] 橋口弘次,前田幸治,"1,500.0"
5,4,8,ステファノス,2011103854,牡3,57,後藤浩輝,2:00.0,1/2,**,11-11-10-8,34.8,99.7,15,468(0),,,,[西] 藤原英昭,キャロットファーム,970.0
6,8,16,アジアエクスプレス,2011110091,牡3,57,戸崎圭太,2:00.0,ハナ,**,2-2-2-2,35.5,7.5,5,524(-4),,,,[東] 手塚貴久,馬場幸夫,
7,5,10,ベルキャニオン,2011103836,牡3,57,福永祐一,2:00.1,3/4,**,15-15-17-16,34.5,61.5,13,476(0),,,,[東] 堀宣行,金子真人ホールディングス,
8,2,3,クラリティシチー,2011106372,牡3,57,内田博幸,2:00.1,ハナ,**,11-12-10-12,34.8,47.7,10,476(+2),,,,[東] 上原博之,友駿ホースクラブ,
9,3,6,アドマイヤデウス,2011105911,牡3,57,岩田康誠,2:00.2,3/4,**,10-9-7-8,35.1,19.7,7,464(-6),,,,[西] 橋田満,近藤利一,
10,6,11,ロサギガンティア,2011104295,牡3,57,柴田善臣,2:00.2,アタマ,**,9-9-10-8,35.0,11.6,6,528(0),,,,[東] 藤沢和雄,社台レースホース,
11,4,7,トーセンスターダム,2011103748,牡3,57,武豊,2:00.3,クビ,**,5-5-5-7,35.5,5.4,3,486(-4),,,,[西] 池江泰寿,島川隆哉,
11,7,14,バウンスシャッセ,2011104105,牝3,55,北村宏司,2:00.3,同着,**,3-3-3-4,35.7,53.3,12,518(+2),,,,[東] 藤沢和雄,キャロットファーム,
13,7,15,コウエイワンマン,2011101337,牡3,57,松岡正海,2:00.5,1.1/4,**,17-17-14-16,35.0,316.2,18,530(0),,,,[西] 川村禎彦,西岡静男,
14,5,9,スズカデヴィアス,2011105898,牡3,57,シュタル,2:00.5,ハナ,**,14-12-14-14,35.1,75.8,14,486(0),,,,[西] 橋田満,永井啓弍,
15,7,13,キングズオブザサン,2011104272,牡3,57,浜中俊,2:00.8,2,**,5-5-5-4,36.0,53.0,11,464(-6),,,,[西] 荒川義之,社台レースホース,
16,3,5,アデイインザライフ,2011103692,牡3,57,田辺裕信,2:01.2,2.1/2,**,16-16-10-8,36.0,45.0,9,540(-4),,,,[東] 鈴木康弘,池谷誠一,
17,6,12,タガノグランパ,2011105005,牡3,57,石橋脩,2:01.3,クビ,**,11-12-14-14,35.8,126.8,16,468(-4),,,,[西] 松田博資,八木良司,
18,2,4,クリノカンパニー,2011100943,牡3,57,江田照男,2:03.7,大,**,5-5-7-16,38.7,259.3,17,472(-8),,,,[西] 荒川義之,栗本博晴,
