
1,6,8,ニシケンメイピン,2011100676,牝3,54,中西達也,1:31.8,,,8-7-7-3,40.2,3.1,2,440(+5),,,,[地] 大関吉明,西森三智代,60.0
2,3,3,マルチヴィグラス,2011102382,牡3,56,西川敏弘,1:31.9,クビ,,2-3-2-1,40.8,8.1,3,454(+2),,,,[地] 大関吉明,千頭喜代子,15.0
3,8,12,アベニンレジーナ,2011100300,牝3,54,宮川実,1:32.3,2,,4-4-2-3,41.1,8.8,4,432(-1),,,,[地] 国沢輝幸,横田良苗,7.2
4,7,9,マルチドラゴン,2011106391,牡3,56,佐原秀泰,1:32.7,2,,9-10-8-5,40.9,33.1,6,461(+3),,,,[地] 松木啓助,千頭喜代子,4.8
5,4,4,ニシケンムート,2011101414,牝3,54,妹尾浩一,1:33.0,1.1/2,,1-1-1-2,42.6,198.1,12,458(-9),,,,[地] 炭田健二,西森鶴,3.0
6,7,10,ニシノマリーナ,2011101413,牝3,54,上田将司,1:33.3,1.1/2,,2-2-4-6,42.1,1.7,1,436(+1),,,,[地] 田中譲二,西森鶴,
7,1,1,ニシノストーミング,2011106138,牡3,56,赤岡修次,1:33.5,1,,12-11-11-9,41.0,31.9,5,444(-4),,,,[地] 工藤英嗣,西森鶴,
8,2,2,エンチャンター,2011100607,牡3,56,別府真衣,1:33.6,3/4,,5-5-5-6,42.1,89.1,8,460(-2),,,,[地] 別府真司,大西充秋,
9,6,7,プレシード,2011101352,牝3,54,下村瑠衣,1:34.2,3,,7-8-8-8,42.4,54.0,7,438(+2),,,,[地] 細川忠義,平宅正典,
10,8,11,エイシンオオゾラ,2011105578,牡3,56,江里口裕,1:34.4,1,,11-11-11-11,41.8,158.0,11,465(+1),,,,[地] 別府真司,吉橋英隆,
11,5,5,エイシンカシオペア,2011105584,牡3,56,石本純也,1:34.4,アタマ,,10-9-10-10,42.4,154.1,9,442(0),,,,[地] 別府真司,竹下浩一,
12,5,6,ミスフウジン,2011101001,牝3,54,山頭信義,1:34.9,2.1/2,,5-5-5-12,43.3,156.0,10,442(+7),,,,[地] 田中守,小林祥晃,
