
1,2,3,ジョーカプチーノ,2006100529,牡3,57,藤岡康太,1:32.4,,**,2-2,34.7,39.8,10,490(+2),,,,[西] 中竹和也,上田けい子,"9,582.2"
2,7,13,レッドスパーダ,2006105511,牡3,57,横山典弘,1:32.7,2,**,4-4,33.7,9.7,5,510(+2),,,,[東] 藤沢和雄,東京ホースレーシング,"3,809.2"
3,5,10,グランプリエンゼル,2006103499,牝3,55,内田博幸,1:33.0,2,**,3-3,34.1,68.9,13,432(+4),,,,[西] 矢作芳人,北側雅司,"2,354.6"
4,5,9,マイネルエルフ,2006104838,牡3,57,松岡正海,1:33.1,クビ,**,5-5,33.9,60.4,11,494(0),,,,[東] 鹿戸雄一,サラブレッドクラブ・ラフィアン,"1,400.0"
5,8,18,フィフスペトル,2006102859,牡3,57,安藤勝己,1:33.3,1.1/4,**,5-5,34.2,8.1,4,452(+4),,,,[東] 加藤征弘,キャロットファーム,920.0
6,4,7,ワンカラット,2006103025,牝3,55,藤岡佑介,1:33.3,ハナ,**,16-17,33.5,14.7,6,486(0),,,,[西] 藤岡健一,青山洋一,
7,7,14,タイガーストーン,2006101093,牡3,57,蛯名正義,1:33.3,クビ,**,9-8,34.0,89.1,15,490(0),,,,[西] 坂口正則,後藤繁樹,
8,3,6,アイアンルック,2006103413,牡3,57,小牧太,1:33.4,クビ+クビ,**,13-11,33.8,3.7,2,534(+6),,,,[西] 橋口弘次,池上一馬,
9,8,16,ブレイクランアウト,2006110007,牡3,57,武豊,1:33.4,ハナ,**,11-8,34.0,3.3,1,442(0),,,,[東] 戸田博文,キャロットファーム,
10,1,2,ミッキーパンプキン,2006102738,牡3,57,岩田康誠,1:33.5,1/2,**,16-16,33.8,23.9,8,444(+4),,,,[西] 清水出美,野田みづき,
11,6,12,ラインブラッド,2006109274,牡3,57,福永祐一,1:33.6,クビ,**,8-8,34.3,28.8,9,490(0),,,,[西] 領家政蔵,大澤繁昌,
12,1,1,ゲットフルマークス,2006100216,牡3,57,田中勝春,1:33.7,3/4,**,1-1,36.5,73.2,14,480(-4),,,,[東] 岩戸孝樹,ジェイアール,
13,3,5,ツクバホクトオー,2006101987,牡3,57,吉田隼人,1:33.8,クビ,**,9-11,34.3,118.0,18,464(0),,,,[東] 尾形充弘,荻原昭二,
14,7,15,ティアップゴールド,2006100130,牡3,57,池添謙一,1:34.0,1.1/2,**,15-11,34.5,22.2,7,466(0),,,,[西] 西浦勝一,田中昇,
15,4,8,スガノメダリスト,2006103696,牡3,57,勝浦正樹,1:34.0,アタマ,**,5-5,34.9,64.4,12,458(-2),,,,[東] 粕谷昌央,菅原光博,
16,8,17,アドバンスヘイロー,2006104413,牡3,57,柴田善臣,1:34.2,1.1/4,**,16-17,34.4,108.8,17,438(-2),,,,[東] 河野通文,西川隆士,
17,6,11,ダイワプリベール,2006103090,牡3,57,後藤浩輝,1:34.6,2.1/2,**,13-11,35.0,89.7,16,458(+2),,,,[東] 池上昌弘,大城敬三,
18(降),2,4,サンカルロ,2006102822,牡3,57,吉田豊,1:33.4,,**,11-11,33.9,6.9,3,490(+2),,,,[東] 大久保洋,社台レースホース,
