
1,4,4,ウルトラキング,2009100733,牡4,56,真島正徳,1:56.7,,,3-3-2-2,40.4,2.7,2,514(+1),,,,[地] 真島元徳,中野真吾,40.0
2,7,8,コスモガラサ,2009102297,牡4,56,鮫島克也,1:57.3,3,,8-8-7-5,38.8,1.9,1,471(+1),,,,[地] 大島静夫,高柳義隆,9.2
3,8,10,カシノペンダント,2009109051,牝4,54,吉田順治,1:58.3,5,,10-10-8-6,39.4,16.6,4,461(-3),,,,[地] 北村欣也,柏木務,3.6
4,3,3,キング,2008101675,牡5,56,山下貴光,1:58.4,クビ,,1-1-1-1,42.8,79.4,8,505(-5),,,,[地] 東真市,深川一清,2.0
5,2,2,センチュリーボーイ,2007102786,牡6,56,田中純,1:58.4,ハナ,,5-5-5-4,40.3,39.7,6,487(+3),,,,[地] 頼本盛行,西村正行,1.2
6,6,6,バルチクリッジ,2008102929,セ5,56,山口勲,1:58.4,ハナ,,2-2-3-3,42.1,3.5,3,455(+5),,,,[地] 山田義人,近藤一生,
7,7,7,カズノミラクル,2007104201,牡6,56,長田進仁,1:58.6,1,,9-9-10-7,39.2,51.0,7,480(-1),,,,[地] 中野博,永田鋼治,
8,8,9,カシノカルミア,2007101508,牝6,54,南谷圭哉,1:59.8,6,,6-6-6-9,41.4,198.3,9,468(-3),,,,[地] 山田勇,柏木務,
9,5,5,カシノアベベ,2007102273,牡6,56,渡辺博文,2:00.3,2.1/2,,7-7-9-8,41.6,223.1,10,439(-1),,,,[地] 山田勇,柏木一美,
10,1,1,マイネルダウザー,2007106497,牡6,56,倉富隆一,2:01.1,4,,4-4-4-10,43.8,27.3,5,526(-4),,,,[地] 山田義人,近藤一生,
