
1,8,9,ガウチョ,2010102036,牡4,56,南谷圭哉,1:58.7,,,2-2-2-1,40.6,4.2,2,479(+5),,,,[地] 山田勇,野口幸八,50.0
2,5,5,トップザバード,2007105977,牡7,56,山口勲,1:59.2,2.1/2,,9-7-7-5,39.5,17.5,5,521(-4),,,,[地] 西久保政,渋谷和広,11.5
3,6,6,シルクユージー,2008106686,牡6,56,渡辺博文,1:59.3,クビ,,5-6-4-3,39.8,4.3,3,458(-2),,,,[地] 高田豊治,岡田一彦,4.5
4,2,2,コスモウィロー,2009110023,牝5,55,田中直人,2:00.2,5,,1-1-1-2,42.1,1.7,1,495(0),,,,[地] 山田義人,宇都宮智治,2.5
5,8,10,エーシンヴンダバー,2009100243,牡5,56,倉富隆一,2:00.2,アタマ,,3-3-3-6,41.2,48.7,6,498(-2),,,,[地] 川田孝好,植木茂年,1.5
6,4,4,ホワイトショウフク,2005100413,牡9,56,鮫島克也,2:00.4,3/4,,6-5-5-4,40.9,9.2,4,474(+14),,,,[地] 大島静夫,安徳義則,
7,1,1,ミライカントリー,2006106048,牡8,56,村松翔太,2:00.7,1.1/2,,7-8-8-8,40.4,105.4,8,503(+3),,,,[地] 松島寿,東広美,
8,7,8,カシノペンダント,2009109051,牝5,53,岩永千明,2:01.0,1.1/2,,8-9-9-9,40.4,139.3,9,457(0),,,,[地] 北村欣也,柏木務,
9,7,7,レコパン,2009101341,牝5,54,石川慎将,2:01.3,1.1/2,,4-4-6-7,41.8,54.9,7,461(-1),,,,[地] 矢野久美,山下寿,
10,3,3,セビジャーナス,2010100955,牝4,54,真島正徳,2:02.3,5,,10-10-10-10,40.7,200.0,10,458(+4),,,,[地] 真島元徳,加藤厚子,
