
1,2,2,ドゥラメンテ,2012104511,牡3,57,Ｍ．デム,1:58.2,,**,13-13-11-7,33.9,4.6,3,486(-2),,,,[東] 堀宣行,サンデーレーシング,"12,710.0"
2,3,5,リアルスティール,2012104889,牡3,57,福永祐一,1:58.4,1.1/2,**,4-5-5-3,34.5,3.8,2,502(-4),,,,[西] 矢作芳人,サンデーレーシング,"4,760.0"
3,4,7,キタサンブラック,2012102013,牡3,57,浜中俊,1:58.8,2.1/2,**,2-2-2-2,35.2,9.7,4,510(+6),,,,[西] 清水久詞,大野商事,"2,830.0"
4,1,1,ブライトエンブレム,2012104799,牡3,57,田辺裕信,1:58.8,アタマ,**,9-9-8-5,34.7,11.4,6,484(0),,,,[東] 小島茂之,シルクレーシング,"1,500.0"
5,8,14,クラリティスカイ,2012106160,牡3,57,横山典弘,1:58.9,1/2,**,1-1-1-1,35.4,52.1,10,482(+2),,,,[西] 友道康夫,杉山忠国,970.0
6,5,8,サトノクラウン,2012104668,牡3,57,ルメール,1:58.9,ハナ,**,12-12-13-9,34.5,3.1,1,474(-8),,,,[東] 堀宣行,里見治,
7,5,9,ミュゼエイリアン,2012104164,牡3,57,柴山雄一,1:59.0,クビ,**,7-7-8-5,34.9,62.0,11,478(+2),,,,[東] 黒岩陽一,高橋仁,
8,6,11,ダノンリバティ,2012104672,牡3,57,岩田康誠,1:59.1,1/2,**,13-13-14-9,34.5,43.1,9,508(+2),,,,[西] 音無秀孝,ダノックス,
9,2,3,スピリッツミノル,2012103484,牡3,57,酒井学,1:59.3,1.1/2,**,4-4-3-3,35.5,31.2,8,476(-8),,,,[西] 本田優,吉岡實,
10,7,13,コメート,2012103165,牡3,57,嘉藤貴行,1:59.5,1.1/4,**,4-5-5-9,35.5,236.0,15,486(-4),,,,[東] 土田稔,ケンレーシング組合,
11,8,15,ダノンプラチナ,2012103193,牡3,57,蛯名正義,1:59.5,アタマ,**,7-7-8-13,35.3,10.3,5,466(-6),,,,[東] 国枝栄,ダノックス,
12,6,10,ベルーフ,2012104084,牡3,57,戸崎圭太,1:59.8,1.3/4,**,15-15-14-15,35.1,19.3,7,472(-4),,,,[西] 池江泰寿,サンデーレーシング,
13,4,6,タガノエスプレッソ,2012100517,牡3,57,菱田裕二,2:00.1,1.3/4,**,9-9-11-13,35.8,109.3,12,442(+2),,,,[西] 五十嵐忠,八木良司,
14,7,12,ベルラップ,2012104823,牡3,57,三浦皇成,2:01.4,8,**,9-9-5-9,37.5,122.3,13,500(0),,,,[西] 須貝尚介,サンデーレーシング,
15,3,4,ワンダーアツレッタ,2012106019,牡3,57,柴田大知,2:02.1,4,**,3-3-3-7,38.3,198.2,14,472(-8),,,,[西] 河内洋,山本信行,
