
1,4,7,ロゴタイプ,2010103783,牡3,57,Ｍ．デム,1:58.0,,**,7-7-8-5,35.3,3.7,1,486(0),,,,[東] 田中剛,吉田照哉,"12,539.2"
2,7,14,エピファネイア,2010104155,牡3,57,福永祐一,1:58.1,1/2,**,7-7-5-3,35.6,3.9,2,486(-8),,,,[西] 角居勝彦,キャロットファーム,"4,711.2"
3,6,12,コディーノ,2010104236,牡3,57,横山典弘,1:58.3,1.1/4,**,5-5-5-5,35.8,4.4,3,478(-6),,,,[東] 藤沢和雄,サンデーレーシング,"2,805.6"
4,7,15,カミノタサハラ,2010104103,牡3,57,蛯名正義,1:58.5,1.1/4,**,13-13-9-7,35.7,7.0,4,518(+6),,,,[東] 国枝栄,金子真人ホールディングス,"1,500.0"
5,3,5,タマモベストプレイ,2010104866,牡3,57,和田竜二,1:58.5,クビ,**,10-10-11-8,35.6,25.9,8,486(0),,,,[西] 南井克巳,タマモ,970.0
6,8,18,テイエムイナズマ,2010100356,牡3,57,武豊,1:58.7,1,**,17-17-16-14,35.2,120.7,14,494(-6),,,,[西] 福島信晴,竹園正繼,
7,5,10,マズルファイヤー,2010104123,牡3,57,シュタル,1:58.9,1,**,10-10-12-11,35.8,131.7,15,542(0),,,,[西] 大久保龍,キャロットファーム,
8,8,17,クラウンレガーロ,2010105639,牡3,57,三浦皇成,1:58.9,ハナ,**,5-5-2-2,36.6,88.6,12,450(-2),,,,[西] 日吉正和,矢野悦三,
9,1,1,メイケイペガスター,2010104435,牡3,57,藤岡佑介,1:58.9,クビ,**,18-18-18-18,35.1,33.6,10,492(+4),,,,[西] 木原一良,名古屋競馬,
10,1,2,インパラトール,2010101063,牡3,57,Ｃ．デム,1:59.0,3/4,**,14-14-12-11,35.9,26.1,9,506(-10),,,,[西] 領家政蔵,榊原源一郎,
11,2,4,ナリタパイレーツ,2010102526,牡3,57,小牧太,1:59.2,1,**,10-10-12-14,36.1,149.9,16,432(+2),,,,[西] 宮本博,オースミ,
12,8,16,フェイムゲーム,2010104296,牡3,57,北村宏司,1:59.3,1/2,**,15-15-16-14,35.9,18.3,7,444(-8),,,,[東] 宗像義忠,サンデーレーシング,
13,4,8,コパノリチャード,2010106552,牡3,57,内田博幸,1:59.5,1.1/4,**,1-1-1-1,37.4,16.4,5,490(+8),,,,[西] 宮徹,小林祥晃,
14,5,9,サトノネプチューン,2010104035,牡3,57,戸崎圭太,1:59.7,1.1/2,**,7-7-9-11,36.9,98.2,13,490(-8),,,,[東] 堀宣行,里見治,
15,7,13,ラブリーデイ,2010104298,牡3,57,浜中俊,1:59.9,1.1/4,**,3-3-2-3,37.6,231.0,17,468(+2),,,,[西] 池江泰寿,金子真人ホールディングス,
16,3,6,ミヤジタイガ,2010100540,牡3,57,田中勝春,1:59.9,クビ,**,3-3-5-8,37.3,38.1,11,476(-4),,,,[西] 岩元市三,曽我司,
17,6,11,クリノヒマラヤオー,2010100338,牡3,57,村田一誠,2:01.8,大,**,2-2-2-10,39.5,290.5,18,456(0),,,,[西] 荒川義之,栗本博晴,
18,2,3,レッドルーラー,2010104080,牡3,57,川田将雅,2:06.6,大,**,16-16-15-14,43.4,16.8,6,486(0),,,,[西] 松田博資,東京ホースレーシング,
