
1,6,12,ラインクラフト,2002100959,牝3,55,福永祐一,1:33.6,,,4-4,33.6,3.9,2,454(0),,,,[西] 瀬戸口勉,大澤繁昌,"9,599.0"
2,7,13,デアリングハート,2002100600,牝3,55,後藤浩輝,1:33.9,1.3/4,,6-4,33.8,36.6,10,422(+4),,,,[西] 藤原英昭,社台レースホース,"3,814.0"
3,2,4,アイルラヴァゲイン,2002101003,牡3,57,横山典弘,1:34.0,クビ,,7-7,33.7,7.7,4,498(-6),,,,[東] 手塚貴久,齊藤四方司,"2,357.0"
4,1,2,ペールギュント,2002100900,牡3,57,武豊,1:34.3,2,,11-11,33.7,3.1,1,498(-2),,,,[西] 橋口弘次,サンデーレーシング,"1,400.0"
5,2,3,セイウンニムカウ,2002101082,牡3,57,安藤勝己,1:34.5,1.1/4,,11-11,33.9,16.4,6,490(0),,,,[東] 上原博之,西山茂行,920.0
6,1,1,エイシンヴァイデン,2002110041,牡3,57,武幸四郎,1:34.6,3/4,,1-1,35.2,101.5,16,468(-8),,,,[西] 瀬戸口勉,平井豊光,
7,7,14,ビッグプラネット,2002106026,牡3,57,蛯名正義,1:34.8,1.1/2,,2-2,35.0,9.7,5,458(-6),,,,[西] 南井克巳,ビッグ,
8,3,6,パリブレスト,2002100939,牡3,57,田中勝春,1:34.9,クビ,,15-15,34.0,71.8,12,464(-6),,,,[東] 小島太,吉田勝己,
9,4,8,バブルエスティーム,2002101564,牡3,57,小牧太,1:34.9,ハナ,,18-15,34.0,91.5,14,462(+2),,,,[東] 鈴木康弘,杉山美惠,
10,8,17,イヤダイヤダ,2002102875,牡3,57,柴田善臣,1:35.1,1,,7-7,34.8,25.4,8,470(-6),,,,[西] 音無秀孝,小田切有一,
11,3,5,コパノフウジン,2002106885,牡3,57,佐藤哲三,1:35.1,クビ,,9-9,34.7,91.8,15,448(0),,,,[西] 宮徹,小林祥晃,
12,6,11,マイネルハーティー,2002100046,牡3,57,内田博幸,1:35.2,1/2,,15-15,34.3,6.9,3,474(0),,,,[西] 中村均,サラブレッドクラブ・ラフィアン,
13,5,9,ディープサマー,2002105358,牡3,57,藤田伸二,1:35.3,1/2,,2-2,35.5,40.8,11,476(0),,,,[西] 山内研二,深見敏男,
14,8,16,ストラスアイラ,2002105596,牡3,57,吉田豊,1:35.4,3/4,,4-4,35.4,150.6,17,468(-2),,,,[東] 小島茂之,田原邦男,
15,4,7,コスモフォーチュン,2002105598,牝3,55,松岡正海,1:35.6,1,,15-18,34.5,91.4,13,468(0),,,,[西] 宮徹,岡田美佐子,
16,8,18,インプレッション,2002102283,牡3,57,松永幹夫,1:35.7,1/2,,9-9,35.2,22.7,7,498(-8),,,,[西] 沖芳夫,前田幸治,
17,5,10,シルクトゥルーパー,2002107304,牡3,57,上村洋行,1:35.7,クビ,,11-13,35.0,29.3,9,450(-2),,,,[西] 大久保正,シルク,
18,7,15,マルターズビクター,2002110198,牡3,57,勝浦正樹,1:35.8,クビ,,11-13,35.1,181.4,18,538(-4),,,,[東] 手塚貴久,藤田与志男,
