
1,8,11,ニシノファスリエフ,2010101520,牡3,56,中西達也,1:33.0,,,1-1-1-1,41.7,1.5,1,494(-4),,,,[地] 炭田健二,西森鶴,40.0
2,7,9,エルステイ,2010102701,牡3,56,山中悠希,1:33.7,3,,2-2-3-2,42.2,2.6,2,458(+1),,,,[地] 工藤英嗣,中内晴子,10.0
3,6,7,サハリ,2010101518,牝3,54,宮川実,1:34.5,4,,11-11-10-8,41.0,200.3,12,448(0),,,,[地] 打越勇児,西森鶴,4.8
4,1,1,ピエールフィンガー,2010106634,牝3,54,赤岡修次,1:34.7,1,,6-6-2-3,43.1,6.4,3,429(+7),,,,[地] 田中守,吉田哲,3.2
5,2,2,サンデーライセンス,2010103591,牡3,56,西川敏弘,1:34.7,ハナ,,8-8-6-4,42.4,32.7,4,472(+2),,,,[地] 那俄性哲,森上隆子,2.0
6,6,8,エーシンリューモン,2010104634,牡3,56,別府真衣,1:35.3,3,,10-10-9-6,42.2,46.1,6,477(+2),,,,[地] 田中守,岡田真一郎,
7,3,3,ミュージックフェス,2010101752,牝3,54,岡村卓弥,1:35.4,1/2,,3-3-4-5,43.8,112.3,9,417(+2),,,,[地] 別府真司,山田康文,
8,4,4,ナカノヘイロー,2010100012,牡3,56,西森将司,1:36.0,3,,12-12-12-11,41.5,145.3,10,465(+4),,,,[地] 工藤英嗣,西森鶴,
9,8,12,スペシャルファイト,2010106328,牡3,56,上田将司,1:36.3,1.1/2,,4-4-5-9,44.5,41.7,5,470(-10),,,,[地] 那俄性哲,岡田誠治,
10,7,10,ユキノプリシラ,2010100899,牝3,54,永森大智,1:36.5,3/4,,4-5-7-7,44.5,101.6,7,420(-2),,,,[地] 打越勇児,高橋孝保,
11,5,6,タカラホマレ,2010105649,牝3,54,石本純也,1:36.6,1/2,,6-7-8-10,44.3,104.4,8,449(0),,,,[地] 田中譲二,近藤一生,
12,5,5,ヒバゴンエース,2010105677,牡3,56,下村瑠衣,1:37.6,5,,9-9-11-12,44.4,157.7,11,479(-5),,,,[地] 那俄性哲,宮沢健,
