
1,8,10,ジュメーリイ,2012103047,牝3,54,佐原秀泰,1:30.0,,**,1-1-1-1,38.8,18.9,5,460(-1),,,,[地] 那俄性哲,宮沢健,80.0
2,7,7,サムライマジック,2012101654,牡3,56,倉兼育康,1:30.0,クビ,**,3-3-2-2,38.6,9.9,4,489(+1),,,,[地] 炭田健二,西森鶴,20.0
3,6,6,ブルージャスティス,2012101864,牝3,54,宮川実,1:30.4,2,**,5-6-2-3,38.9,4.1,3,453(-3),,,,[地] 打越勇児,西森三智代,10.0
4,7,8,フォアグリーム,2012101182,牡3,56,上田将司,1:30.5,クビ,**,3-4-2-3,39.0,32.1,6,484(-7),,,,[地] 別府真司,須田靖之,6.0
5,8,9,オーヴァルブーケ,2012103659,牝3,54,西川敏弘,1:30.9,2,**,2-2-2-5,39.6,61.2,7,453(0),,,,[地] 田中守,西岡透,4.0
6,1,1,カムトゥルー,2012105349,牝3,54,山頭信義,1:31.4,2.1/2,**,7-7-7-6,39.7,69.3,8,417(0),,,,[地] 田中守,森本敏正,
7,3,3,クロイイナズマ,2012101962,牝3,54,嬉勝則,1:31.4,アタマ,**,10-10-9-9,38.8,141.5,9,448(-7),,,,[地] 川野勇馬,中前好生,
8,5,5,ボストンマリ,2012105178,牝3,54,畑中信司,1:31.4,ハナ,**,5-5-6-7,39.8,3.1,2,452(+4),,,,[地] 打越勇児,松本桂昌,
9,4,4,リワードヘヴン,2012105679,牡3,56,永森大智,1:31.6,3/4,**,7-7-7-8,39.9,2.1,1,492(-5),,,,[地] 雑賀正光,宮崎忠比古,
10,2,2,ファーストユウゼン,2012101475,牝3,54,遠藤健太,1:35.0,大,**,9-9-9-10,42.3,295.3,10,440(-5),,,,[地] 別府真司,下妻正次郎,
