b'\xe5\x8d\x98\xe5\x8b\x9d',b'11',b'150',b'1'
b'\xe8\xa4\x87\xe5\x8b\x9d',b'11 9 7',"b'100 210 1,690'",b'1 3 11'
b'\xe6\x9e\xa0\xe9\x80\xa3',b'7 - 8',b'220',b'1'
b'\xe9\xa6\xac\xe9\x80\xa3',b'9 - 11',b'310',b'2'
b'\xe3\x83\xaf\xe3\x82\xa4\xe3\x83\x89',b'9 - 11 7 - 11 7 - 9',"b'150 3,210 5,750'",b'1 20 28'
b'\xe9\xa6\xac\xe5\x8d\x98',b'11 \xe2\x86\x92 9',b'340',b'1'
b'\xe4\xb8\x89\xe9\x80\xa3\xe8\xa4\x87',b'7 - 9 - 11',"b'17,570'",b'30'
b'\xe4\xb8\x89\xe9\x80\xa3\xe5\x8d\x98',b'11 \xe2\x86\x92 9 \xe2\x86\x92 7',"b'37,440'",b'69'
