b'\xe5\x8d\x98\xe5\x8b\x9d',b'2',b'510',b'2'
b'\xe8\xa4\x87\xe5\x8b\x9d',b'2 17 18',b'190 150 470',b'2 1 8'
b'\xe6\x9e\xa0\xe9\x80\xa3',b'1 - 8',b'330',b'1'
b'\xe9\xa6\xac\xe9\x80\xa3',b'2 - 17',b'920',b'1'
b'\xe3\x83\xaf\xe3\x82\xa4\xe3\x83\x89',b'2 - 17 2 - 18 17 - 18',"b'390 1,990 1,250'",b'1 25 14'
b'\xe9\xa6\xac\xe5\x8d\x98',b'2 \xe2\x86\x92 17',"b'1,900'",b'2'
b'\xe4\xb8\x89\xe9\x80\xa3\xe8\xa4\x87',b'2 - 17 - 18',"b'7,690'",b'22'
b'\xe4\xb8\x89\xe9\x80\xa3\xe5\x8d\x98',b'2 \xe2\x86\x92 17 \xe2\x86\x92 18',"b'33,490'",b'98'
