b'\xe5\x8d\x98\xe5\x8b\x9d',b'8',b'120',b'1'
b'\xe8\xa4\x87\xe5\x8b\x9d',b'8 10 5',b'100 130 140',b'1 2 3'
b'\xe6\x9e\xa0\xe9\x80\xa3',b'7 - 8',b'170',b'1'
b'\xe9\xa6\xac\xe9\x80\xa3',b'8 - 10',b'300',b'1'
b'\xe3\x83\xaf\xe3\x82\xa4\xe3\x83\x89',b'8 - 10 5 - 8 5 - 10',b'170 220 500',b'1 4 8'
b'\xe9\xa6\xac\xe5\x8d\x98',b'8 \xe2\x86\x92 10',b'330',b'1'
b'\xe4\xb8\x89\xe9\x80\xa3\xe8\xa4\x87',b'5 - 8 - 10',b'570',b'2'
b'\xe4\xb8\x89\xe9\x80\xa3\xe5\x8d\x98',b'8 \xe2\x86\x92 10 \xe2\x86\x92 5',"b'1,360'",b'2'
