単勝,<td>13</td>,"<td class=""txt_r"">460</td>","<td class=""txt_r"">1</td>"
複勝,13 17 1,170 180 190,1 2 4
枠連,<td>7 - 8</td>,"<td class=""txt_r"">720</td>","<td class=""txt_r"">2</td>"
馬連,<td>13 - 17</td>,"<td class=""txt_r"">1,170</td>","<td class=""txt_r"">1</td>"
ワイド,13 - 17 1 - 13 1 - 17,530 520 650,2 1 6
馬単,<td>13 → 17</td>,"<td class=""txt_r"">2,160</td>","<td class=""txt_r"">1</td>"
三連複,<td>1 - 13 - 17</td>,"<td class=""txt_r"">2,040</td>","<td class=""txt_r"">1</td>"
三連単,<td>13 → 17 → 1</td>,"<td class=""txt_r"">7,920</td>","<td class=""txt_r"">1</td>"
