b'\xe5\x8d\x98\xe5\x8b\x9d',b'6',b'120',b'1'
b'\xe8\xa4\x87\xe5\x8b\x9d',b'6 4 7',b'100 120 830',b'1 2 8'
b'\xe9\xa6\xac\xe9\x80\xa3',b'4 - 6',b'190',b'1'
b'\xe3\x83\xaf\xe3\x82\xa4\xe3\x83\x89',b'4 - 6 6 - 7 4 - 7',"b'150 1,800 3,100'",b'2 13 21'
b'\xe9\xa6\xac\xe5\x8d\x98',b'6 \xe2\x86\x92 4',b'240',b'1'
b'\xe4\xb8\x89\xe9\x80\xa3\xe8\xa4\x87',b'4 - 6 - 7',"b'4,370'",b'10'
b'\xe4\xb8\x89\xe9\x80\xa3\xe5\x8d\x98',b'6 \xe2\x86\x92 4 \xe2\x86\x92 7',"b'6,490'",b'17'
