b'\xe5\x8d\x98\xe5\x8b\x9d',b'4',b'270',b'2'
b'\xe8\xa4\x87\xe5\x8b\x9d',b'4 8 10',b'120 100 230',b'3 1 4'
b'\xe6\x9e\xa0\xe9\x80\xa3',b'4 - 7',b'230',b'1'
b'\xe9\xa6\xac\xe9\x80\xa3',b'4 - 8',b'220',b'1'
b'\xe3\x83\xaf\xe3\x82\xa4\xe3\x83\x89',b'4 - 8 4 - 10 8 - 10',b'120 510 540',b'1 4 6'
b'\xe9\xa6\xac\xe5\x8d\x98',b'4 \xe2\x86\x92 8',b'410',b'1'
b'\xe4\xb8\x89\xe9\x80\xa3\xe8\xa4\x87',b'4 - 8 - 10',b'990',b'2'
b'\xe4\xb8\x89\xe9\x80\xa3\xe5\x8d\x98',b'4 \xe2\x86\x92 8 \xe2\x86\x92 10',"b'2,450'",b'8'
