b'\xe5\x8d\x98\xe5\x8b\x9d',b'5',b'250',b'2'
b'\xe8\xa4\x87\xe5\x8b\x9d',b'5 9 10',b'100 100 110',b'1 2 3'
b'\xe6\x9e\xa0\xe9\x80\xa3',b'5 - 7',b'140',b'1'
b'\xe9\xa6\xac\xe9\x80\xa3',b'5 - 9',b'190',b'1'
b'\xe3\x83\xaf\xe3\x82\xa4\xe3\x83\x89',b'5 - 9 5 - 10 9 - 10',b'110 150 130',b'1 3 2'
b'\xe9\xa6\xac\xe5\x8d\x98',b'5 \xe2\x86\x92 9',b'430',b'2'
b'\xe4\xb8\x89\xe9\x80\xa3\xe8\xa4\x87',b'5 - 9 - 10',b'190',b'1'
b'\xe4\xb8\x89\xe9\x80\xa3\xe5\x8d\x98',b'5 \xe2\x86\x92 9 \xe2\x86\x92 10',b'760',b'2'
