,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2012/03/03,2中山3,晴,11,夕刊フジオーシャンS(G3),201206020311,,16,1,2,26.9,9,1,藤岡佑介,54,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.2,-0.1,**,8-6,33.4-35.8,35.2,522(-18),,,(グランプリエンゼル),"3,857.4"
1,2012/01/09,1京都3,曇,11,淀短距離S(OP),201208010311,,14,6,9,5.1,3,4,岩田康誠,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.7,1.2,**,9-10,33.5-34.0,34.0,540(-4),,,エーシンダックマン,320.0
2,2011/12/17,6阪神5,晴,11,阪神C(G2),201109060511,,18,3,5,37.0,12,12,藤岡佑介,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.6,1.1,**,10-11,34.0-35.1,35.4,544(0),,,サンカルロ,
3,2011/11/26,6京都7,晴,11,京阪杯(G3),201108060711,,15,4,7,17.8,5,3,藤岡佑介,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.4,0.3,**,4-3,34.6-33.5,33.6,544(+4),,,ロードカナロア,"1,007.7"
4,2011/10/29,5京都7,晴,11,毎日放送賞スワンS(G2),201108050711,,18,1,1,43.8,11,7,藤岡佑介,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.4,1.0,**,10-4,34.4-34.1,34.3,540(+20),,,リディル,
5,2011/03/27,2阪神2,晴,11,高松宮記念(G1),201109020211,,16,8,15,17.7,7,15,藤岡佑介,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.6,1.7,**,3-4,33.6-34.3,35.6,520(-14),,,キンシャサノキセキ,
6,2011/02/27,1阪神2,晴,11,阪急杯(G3),201109010211,,16,4,7,7.8,2,5,藤岡佑介,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.6,0.5,**,6-7,33.2-35.3,35.3,534(+26),,,サンカルロ,400.0
7,2010/10/03,4中山8,晴,11,スプリンターズS(G1),201006040811,,16,4,8,4.9,2,5,藤岡佑介,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:07.7,0.3,**,5-6,33.3-34.1,34.1,508(-6),,,ウルトラファンタジー,950.0
8,2010/08/29,1札幌6,晴,9,キーンランドC(G3),201001010609,,16,5,10,3.7,2,1,藤岡佑介,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.4,-0.1,**,3-2,33.7-34.7,34.4,514(+6),,,(ジェイケイセラヴィ),"4,060.2"
9,2010/07/04,1函館6,曇,9,函館スプリントS(G3),201002010609,,15,1,1,4.2,2,1,藤岡佑介,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.2,-0.3,**,5-3,33.1-35.1,34.5,508(-2),,,(ビービーガルダン),"4,059.5"
10,2010/06/13,4京都8,雨,10,CBC賞(G3),201008040810,,18,4,8,6.6,3,3,藤岡佑介,54,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:09.1,0.2,**,9-7,34.3-34.6,34.3,510(+2),,,ヘッドライナー,"1,009.6"
11,2010/05/16,2東京8,晴,11,ヴィクトリアマイル(G1),201005020811,,18,7,13,96.5,13,7,藤岡佑介,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.5,0.1,**,5-5,33.8-34.9,34.1,508(+4),,,ブエナビスタ,
12,2010/04/10,2阪神5,晴,10,サンスポ杯阪神牝馬S(G2),201009020510,,18,5,9,4.0,2,9,藤岡佑介,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.8,0.6,**,17-17,33.8-34.7,33.8,504(-4),,,アイアムカミノマゴ,
13,2010/02/28,1阪神2,曇,11,阪急杯(G3),201009010211,,16,2,4,16.3,5,2,藤岡佑介,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.6,0.2,**,6-5,35.0-35.2,34.9,508(-4),,,エーシンフォワード,"1,619.2"
14,2010/01/31,2京都2,雨,11,京都牝馬S(G3),201008020211,,15,3,5,10.5,5,4,藤岡佑介,54,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:36.5,0.1,**,4-4,36.7-34.7,34.5,512(-4),,,ヒカルアマランサス,570.0
15,2009/12/20,5阪神6,晴,11,阪神C(G2),200909050611,,18,4,7,8.3,3,16,藤岡佑介,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.6,1.2,**,8-6,33.7-35.3,36.1,516(+14),,,キンシャサノキセキ,
16,2009/10/18,4京都4,晴,11,秋華賞(G1),200908040411,,18,6,11,116.1,15,7,藤岡佑介,55,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:58.9,0.7,**,14-15-13-14,34.0-35.2,34.7,502(+4),,,レッドディザイア,
17,2009/09/20,4阪神3,晴,10,関西TVローズS(G2),200909040310,,18,7,14,28.5,6,10,藤岡佑介,54,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:45.7,1.0,**,7-10,34.5-35.2,35.1,498(+12),,,ブロードストリート,
18,2009/05/10,2東京6,晴,11,NHKマイルC(G1),200905020611,,18,4,7,14.7,6,6,藤岡佑介,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.3,0.9,**,16-17,34.3-35.2,33.5,486(0),,,ジョーカプチーノ,
19,2009/04/12,2阪神6,晴,10,桜花賞(G1),200909020610,,18,3,6,26.4,6,4,藤岡佑介,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.4,0.4,**,12-12,34.9-34.9,34.0,486(-6),,,ブエナビスタ,"1,300.0"
20,2009/03/15,1阪神6,晴,11,フィリーズレビュー(G2),200909010611,,16,4,7,18.5,6,1,藤岡佑介,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.4,-0.2,**,3-2,34.3-36.1,35.8,492(-2),,,(アイアムカミノマゴ),"5,337.2"
21,2008/12/14,5阪神4,晴,11,阪神ジュベナイルF(G1),200809050411,,18,6,12,14.2,5,12,岩田康誠,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.7,1.5,**,5-6,35.2-35.6,36.8,494(+6),,,ブエナビスタ,
22,2008/11/09,5京都2,曇,11,KBSファンタジーS(G3),200808050211,,14,1,1,15.1,5,2,藤岡佑介,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.7,0.0,**,9-10,36.1-34.8,34.3,488(+2),,,イナズマアマリリス,"1,214.8"
23,2008/10/18,4京都3,晴,11,デイリー杯2歳S(G2),200808040311,,12,2,2,13.4,5,6,藤岡佑介,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.8,0.5,**,4-4,34.5-35.4,35.3,486(+16),,,シェーンヴァルト,
24,2008/09/07,3小倉8,晴,10,小倉2歳S(G3),200810030810,,16,3,6,11.6,4,5,藤岡康太,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.5,0.4,**,2-2,33.2-35.9,36.2,470(-2),,,デグラーティア,320.0
25,2008/08/10,2小倉8,晴,4,2歳新馬,200810020804,,13,8,12,2.6,2,1,岩田康誠,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.0,-0.1,**,2-2,33.5-35.5,35.5,472(0),,,(トップカミング),700.0
