,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,良,重,稍,17,18,19,20,21,22,23,24,25,26,27,28
0,2012/03/03,2中山3,晴,10,スピカS(1600万下),201206020310,,11,2,2,77.3,10,10,石橋脩,57,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:52.2,1.4,**,10-10-9-9,37.5-35.8,36.2,540(-10),,,サトノタイガー,
1,2012/02/12,1東京6,晴,10,雲雀S(1600万下),201205010610,,14,5,8,50.4,10,12,石橋脩,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.0,1.3,**,13-14,35.9-34.0,34.0,550(-6),,,サクラゴスペル,
2,2011/10/29,5京都7,晴,10,八坂S(1600万下),201108050710,,12,3,3,70.6,10,11,小牧太,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.5,1.0,**,11-11,36.9-33.4,33.6,556(+20),,,メイショウカンパク,
3,2009/05/31,3東京4,曇,10,東京優駿(G1),200905030410,,18,8,17,35.2,10,17,小牧太,57,1.0,0.0,2400,1.0,0.0,0.0,0.0,**,2:39.6,5.9,**,9-11-12-10,35.6-39.7,44.3,536(+2),,,ロジユニヴァース,
4,2009/05/10,2東京6,晴,11,NHKマイルC(G1),200905020611,,18,3,6,3.7,2,8,小牧太,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.4,1.0,**,13-11,34.3-35.2,33.8,534(+6),,,ジョーカプチーノ,
5,2009/03/28,2阪神1,晴,10,毎日杯(G3),200909020110,,14,8,14,2.7,1,1,小牧太,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.0,-0.1,**,9-9,35.8-34.5,33.6,528(+2),,,(ゴールデンチケット),"4,053.9"
6,2009/02/28,1阪神1,晴,11,アーリントンC(G3),200909010111,,13,5,7,3.0,1,4,武豊,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.8,0.2,**,11-11,34.8-36.4,35.0,526(-4),,,ダブルウェッジ,600.0
7,2009/02/15,1小倉4,晴,4,3歳新馬,200910010404,,17,5,9,1.6,1,1,小牧太,56,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.7,-1.1,**,8-5,34.2-35.5,34.8,530(0),,,(コウセイグレイト),700.0
