,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2009/01/10,1中山3,晴,11,ニューイヤーS(OP),200906010311,,14,3,4,33.5,10,3,三浦皇成,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.0,0.1,**,3-5-4,35.4-35.9,35.8,470(0),,,マヤノツルギ,585.9
1,2008/12/28,5阪神8,晴,12,2008ファイナルS(OP),200809050812,,18,7,14,40.7,11,10,佐藤哲三,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.4,0.7,**,2-2,35.8-35.5,36.1,470(-4),,,フィールドベアー,
2,2008/12/07,5中山2,晴,11,ターコイズS(OP),200806050211,,16,3,6,14.7,9,8,三浦皇成,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.2,0.5,**,11-9-9,35.6-34.8,34.7,474(+4),,,ザレマ,
3,2008/11/16,5東京4,曇,11,オーロC(OP),200805050411,,18,2,4,16.5,7,5,内田博幸,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.1,0.6,**,8-11,34.6-34.2,34.0,470(+2),,,ヤマニンエマイユ,240.0
4,2008/06/15,3東京8,晴,11,エプソムC(G3),200805030811,,18,2,3,23.0,7,14,松岡正海,54,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.8,1.9,**,3-4-5,35.2-35.3,37.0,468(+2),,,サンライズマックス,
5,2008/05/11,3京都6,晴,11,都大路S(OP),200808030611,,18,8,16,17.8,8,7,武幸四郎,54,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.6,0.5,**,18-17,35.9-35.2,34.4,466(+8),,,フサイチアウステル,
6,2008/03/16,2中山6,晴,11,中山牝馬S(G3),200806020611,,16,8,15,11.3,5,10,北村宏司,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.1,0.7,**,1-1-1-1,36.2-35.8,36.5,458(+6),,,ヤマニンメルベイユ,
7,2007/12/23,5阪神8,晴,12,2007ファイナルS(OP),200709050812,,18,6,11,3.7,1,6,岩田康誠,54,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.0,0.4,**,5-4,34.4-36.1,36.2,452(-12),,,アンブロワーズ,
8,2007/08/12,1札幌2,晴,9,クイーンS(G3),200701010209,,12,2,2,9.5,6,2,田中勝春,52,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.0,0.3,**,4-3-3-2,36.1-34.7,34.8,464(+16),,,アサヒライジング,"1,612.4"
9,2007/07/01,2福島6,晴,11,ラジオNIKKEI賞(G3),200703020611,,16,3,6,7.2,4,3,北村宏司,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.0,0.3,**,9-10-7-4,35.4-35.4,35.5,448(-4),,,ロックドゥカンブ,"1,008.3"
10,2007/05/06,2東京6,雨,11,NHKマイルC(G1),200705020611,,18,3,6,11.6,8,17,横山典弘,55,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.8,1.5,**,2-3,34.2-35.8,37.0,452(-6),,,ピンクカメオ,
11,2007/04/22,2東京2,曇,11,サンスポ賞フローラS(G2),200705020211,,17,5,10,6.3,3,3,北村宏司,54,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:00.9,0.1,**,1-1-1,36.4-35.5,35.6,458(+6),,,ベッラレイア,"1,319.8"
12,2007/04/08,2阪神6,晴,11,桜花賞(G1),200709020611,,18,4,7,55.8,6,5,北村宏司,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.7,1.0,**,15-16,35.7-33.9,33.5,452(+6),,,ダイワスカーレット,890.0
13,2007/02/17,1東京7,曇,11,デイリー杯クイーンC(G3),200705010711,,16,7,14,6.0,3,1,北村宏司,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,-0.2,**,3-2,35.1-35.1,34.3,446(0),,,(カタマチボタン),"4,062.3"
14,2007/01/20,1中山6,曇,9,菜の花賞(OP),200706010609,,11,8,11,2.0,1,3,北村宏司,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.6,0.1,**,5-6-2,35.5-35.2,34.6,446(+10),,,ピンクカメオ,483.8
15,2006/12/03,3阪神2,晴,11,阪神ジュベナイルF(G1),200609030211,,18,8,16,16.7,5,5,藤田伸二,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.8,0.7,**,10-9,34.4-34.8,34.7,436(-6),,,ウオッカ,600.0
16,2006/11/05,6京都2,晴,11,KBSファンタジーS(G3),200608060211,,14,6,9,3.9,2,2,藤田伸二,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.1,0.8,**,2-2,34.9-34.3,34.8,442(-2),,,アストンマーチャン,"1,316.2"
17,2006/09/30,2札幌7,曇,11,札幌2歳S(G3),200601020711,,12,7,9,3.1,2,3,北村宏司,54,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.8,0.1,**,1-1-1-1,36.3-35.6,35.7,444(+2),,,ナムラマース,806.3
18,2006/08/26,1札幌5,晴,10,クローバー賞(OP),200601010510,,11,4,4,2.3,1,1,北村宏司,54,1.0,0.0,1500,0.0,1.0,0.0,0.0,**,1:29.3,-0.3,**,4-3-3,29.3-36.1,35.8,442(+20),,,(ビービーガルダン),"1,623.1"
19,2006/07/02,2福島6,小雨,5,2歳新馬,200603020605,,14,8,14,1.7,1,1,北村宏司,54,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:54.1,-1.1,**,1-1-2-1,37.7-37.1,37.1,422(0),,,(コスモエリニュス),700.0
