,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2016/05/22,1新潟8,晴,11,韋駄天S(OP),201604010811,,16,2,4,87.1,13,15,菱田裕二,55.0,0.0,1.0,1000,0.0,1.0,0.0,0.0,**,0:55.5,1.1,**,,32.5-32.6,32.7,516(+2),,,プリンセスムーン,
1,2016/05/08,3京都6,晴,11,鞍馬S(OP),201608030611,,18,7,15,38.7,11,16,菱田裕二,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.5,1.0,**,15-14,33.6-33.9,33.7,514(-4),,,セカンドテーブル,
2,2016/03/05,2中山3,曇,11,夕刊フジオーシャンS(G3),201606020311,,16,3,5,157.8,14,11,蛯名正義,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.4,0.9,**,8-8,32.7-34.8,35.1,518(+12),,,エイシンブルズアイ,
3,2015/11/08,5京都2,小雨,10,京洛S(OP),201508050210,,17,8,17,83.7,15,15,菱田裕二,56.0,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:10.5,1.6,**,16-16,34.1-34.8,34.7,506(-4),,,ネロ,
4,2015/10/11,4京都2,曇,11,夕刊フジ杯オパールS(OP),201508040211,,16,5,9,29.4,9,13,菱田裕二,57.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.3,1.6,**,14-14,32.9-33.8,33.7,510(+6),,,ビッグアーサー,
5,2015/08/23,2小倉8,晴,11,TV西日本北九州記念(G3),201510020811,,18,8,16,43.6,11,7,川須栄彦,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.1,0.8,**,9-11,32.7-34.6,34.1,504(-18),,,ベルカント,
6,2015/08/02,2新潟2,晴,11,アイビスサマーD(G3),201504020211,,14,5,8,10.8,6,7,戸崎圭太,56.0,0.0,1.0,1000,0.0,1.0,0.0,0.0,**,0:54.9,0.8,**,,32.5-32.0,32.8,522(+12),,,ベルカント,
7,2015/05/24,1新潟8,晴,11,韋駄天S(OP),201504010811,,16,2,4,23.2,11,4,川島信二,56.0,0.0,1.0,1000,0.0,1.0,0.0,0.0,**,0:54.9,0.2,**,,32.8-32.5,31.9,510(-4),,,フレイムヘイロー,330.0
8,2015/05/10,3京都6,晴,11,鞍馬S(OP),201508030611,,14,6,10,6.3,3,5,藤岡佑介,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.6,0.2,**,9-8,33.0-34.4,33.3,514(+8),,,スギノエンデバー,220.0
9,2015/03/07,2中山3,曇,11,夕刊フジオーシャンS(G3),201506020311,,16,1,2,25.2,10,8,菱田裕二,56.0,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,1:09.2,0.5,**,8-7,34.0-34.7,34.7,506(-6),,,サクラゴスペル,
10,2015/02/01,2京都2,晴,11,シルクロードS(G3),201508020211,,17,1,1,18.9,9,7,浜中俊,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.4,0.5,**,4-3,33.9-34.0,34.3,512(+6),,,アンバルブライベン,
11,2014/11/30,5京都9,曇,12,京阪杯(G3),201408050912,,18,1,2,12.9,6,8,菱田裕二,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.0,0.7,**,12-10,34.7-33.6,33.5,506(0),,,アンバルブライベン,
12,2014/10/12,4京都2,晴,11,夕刊フジ杯オパールS(OP),201408040211,,16,2,3,94.8,13,1,菱田裕二,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:06.7,-0.2,**,9-9,32.6-34.1,33.0,506(0),,,(エイシンブルズアイ),"2,139.9"
13,2014/06/21,3阪神5,曇,11,天保山S(OP),201409030511,,12,8,12,7.8,4,9,ウィリア,56.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.3,0.9,**,5-5,34.9-36.6,36.8,506(+2),,,エーシンビートロン,
14,2014/05/31,2東京11,晴,11,欅S(OP),201405021111,,16,6,12,23.1,6,5,田辺裕信,55.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.2,0.5,**,11-11,34.8-36.2,35.4,504(0),,,タールタン,200.0
15,2014/05/11,3京都6,晴,11,鞍馬S(OP),201408030611,,18,4,7,27.3,10,13,国分恭介,55.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.7,0.6,**,17-17,34.1-33.0,32.1,504(+2),,,ルナフォンターナ,
16,2014/04/20,3中山8,曇,10,オルフェーヴルC(OP),201406030810,,14,3,3,21.4,8,8,後藤浩輝,55.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:11.1,0.7,**,7-7,34.7-35.7,35.7,502(-2),,,サウンドガガ,
17,2014/04/13,3中山6,晴,11,春雷S(OP),201406030611,,15,7,13,36.3,11,9,石橋脩,55.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.5,0.6,**,14-14,33.1-34.8,33.5,504(+2),,,アフォード,
18,2013/11/10,5東京4,曇,10,オーロC(OP),201305050410,,18,4,8,30.7,13,15,石橋脩,56.0,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.7,0.6,**,2-2,35.3-34.1,34.6,502(0),,,プリンセスメモリー,
19,2013/06/30,3中京2,晴,11,CBC賞(G3),201307030211,,14,6,9,24.1,8,6,藤岡康太,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.8,0.8,**,12-10,34.2-33.8,33.4,502(-4),,,マジンプロスパー,
20,2013/06/15,3阪神5,雨,11,天保山S(OP),201309030511,,16,8,15,9.3,4,7,小牧太,55.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:22.4,0.9,**,8-9,34.1-35.8,35.8,506(+6),,,スリーボストン,
21,2013/04/28,1福島8,晴,11,福島民友C(OP),201303010811,,16,8,16,6.3,3,15,的場勇人,55.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.5,1.3,**,9-10,32.5-35.7,35.6,500(-2),,,アウトクラトール,
22,2013/04/07,3中山6,晴,11,春雷S(OP),201306030611,,16,1,1,15.1,10,6,石橋脩,55.0,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,1:10.1,0.3,**,15-10,34.5-35.3,34.6,502(0),,,ポアゾンブラック,
23,2012/12/22,5中山7,曇,11,ラピスラズリS(OP),201206050711,,14,7,12,6.3,5,9,内田博幸,55.0,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,1:09.7,1.0,**,14-11,33.7-35.0,34.9,502(-2),,,サクラゴスペル,
24,2012/09/09,4阪神2,晴,11,セントウルS(G2),201209040211,,16,4,7,13.5,5,7,川島信二,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.7,0.4,**,5-7,33.2-34.1,33.7,504(-6),,,エピセアローム,
25,2012/08/19,2小倉8,晴,11,TV西日本北九州記念(G3),201210020811,,18,2,4,8.0,4,5,川島信二,56.5,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.2,0.3,**,7-9,32.2-34.7,34.6,510(+2),,,スギノエンデバー,380.0
26,2012/05/06,3京都6,晴,11,鞍馬S(OP),201208030611,,11,7,8,8.0,5,1,川島信二,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.1,0.0,**,10-10,33.8-33.3,32.2,508(+4),,,(エーシンリジル),"2,125.9"
27,2011/10/08,5京都1,晴,11,夕刊フジ杯オパールS(OP),201108050111,,16,3,6,8.9,5,16,岩田康誠,54.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.0,0.9,**,3-3,33.5-33.6,34.2,504(+18),,,アポロフェニックス,
28,2011/07/03,1函館6,晴,11,函館スプリントS(G3),201102010611,,12,7,9,8.1,4,11,武豊,53.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.8,1.8,**,7-7,33.1-34.9,36.2,486(-8),,,カレンチャン,
29,2011/05/08,2東京6,晴,11,NHKマイルC(G1),201105020611,,18,5,9,10.5,5,12,ピンナ,57.0,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.3,1.1,**,6-5,33.9-34.6,35.2,494(-2),,,グランプリボス,
30,2011/03/19,1阪神7,晴,11,中スポ賞ファルコンS(G3),201109010711,,14,8,15,25.1,9,1,岩田康誠,56.0,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.7,-0.1,**,8-8,34.0-34.7,34.2,496(-4),,,(スギノエンデバー),"3,961.6"
31,2010/11/27,5東京7,晴,6,2歳新馬,201005050706,,18,6,12,2.1,1,1,藤岡佑介,55.0,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:24.3,-0.5,**,1-1,37.3-34.5,34.5,500(0),,,(ケイアイアルテミス),700.0
