,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2013/01/05,1京都1,晴,10,新春S(1600万下),201308010110,,16,8,16,173.8,16,11,秋山真一,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.4,0.8,**,15-13,35.1-34.8,34.6,496(+4),,,カイシュウコロンボ,
1,2012/12/08,5阪神3,晴,10,六甲アイランドS(1600万下),201209050310,,12,3,3,79.3,10,7,藤岡佑介,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.8,0.6,**,7-9,34.4-35.4,35.1,492(+12),,,タマモトッププレイ,
2,2012/11/24,5東京7,晴,11,ファンタスティッJT(1600万下),201205050711,,15,8,14,60.4,14,13,ムルタ,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.4,1.2,**,8-8,34.2-34.4,34.5,480(-14),,,ブラボースキー,
3,2012/10/28,4京都9,曇,10,長岡京S(1600万下),201208040910,,10,3,3,65.0,9,5,藤岡佑介,55,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:22.4,0.3,**,8-8,35.7-34.9,34.6,494(+6),,,シャイニーホーク,170.0
4,2012/04/21,3京都1,晴,11,オーストラリアT(1600万下),201208030111,,14,6,10,35.1,11,12,ピンナ,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.0,2.1,**,11-7,34.2-35.3,37.1,488(-2),,,ブレイブファイト,
5,2012/03/25,2阪神2,晴,10,心斎橋S(1600万下),201209020210,,16,6,12,10.9,4,10,丸田恭介,55,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:23.8,0.7,**,9-9,34.5-37.0,37.0,490(+4),,,レオプライム,
6,2012/03/10,1阪神5,曇,10,うずしおS(1600万下),201209010510,,11,5,5,3.2,2,4,武豊,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:23.4,1.2,**,6-7,35.7-35.0,35.1,486(-10),,,カトルズリップス,260.0
7,2012/02/04,2京都3,晴,9,斑鳩S(1600万下),201208020309,,13,3,3,9.1,6,4,武豊,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.3,0.0,**,6-5,36.0-34.4,33.9,496(-4),,,ルナキッズ,260.0
8,2012/01/09,1京都3,曇,10,新春S(1600万下),201208010310,,11,4,4,75.0,10,11,佐藤哲三,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.8,0.4,**,10-10,35.8-34.7,34.4,500(+40),,,オーセロワ,
9,2010/05/09,2東京6,晴,11,NHKマイルC(G1),201005020611,,18,3,5,52.0,8,13,内田博幸,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.5,2.1,**,5-5,33.4-35.1,36.4,460(+2),,,ダノンシャンティ,
10,2010/04/11,2阪神6,晴,10,桜花賞(G1),201009020610,,18,7,15,47.8,14,16,渡辺薫彦,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,1.2,**,16-15,35.6-34.4,34.4,458(-8),,,アパパネ,
11,2010/03/14,1阪神6,晴,11,フィリーズレビュー(G2),201009010611,,16,3,5,26.2,9,1,渡辺薫彦,54,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.8,0.0,**,13-12,35.0-35.7,34.8,466(-6),,,(ラナンキュラス),"5,328.8"
12,2010/02/06,2京都3,晴,9,エルフィンS(OP),201008020309,,15,2,2,9.7,3,9,和田竜二,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:36.6,0.5,**,13-12,35.4-35.1,34.7,472(-2),,,エーシンリターンズ,
13,2010/01/09,1京都2,晴,5,3歳未勝利,201008010205,,16,8,15,14.7,6,1,小牧太,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.3,-0.2,**,16-13,34.8-36.1,34.8,474(-2),,,(ラフェクレール),500.0
14,2009/12/12,5阪神3,曇,1,2歳未勝利,200909050301,,16,5,9,2.4,1,4,幸英明,54,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:13.4,0.8,**,1-1,35.0-37.6,38.4,476(0),,,トーホウプリンセス,75.0
15,2009/11/22,5京都6,晴,1,2歳未勝利,200908050601,,16,1,1,3.3,1,2,幸英明,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:13.6,0.7,**,1-1,35.1-37.8,38.5,476(-2),,,ヴェリタスローズ,200.0
16,2009/11/08,5京都2,晴,2,2歳未勝利,200908050202,,14,7,11,3.6,1,3,幸英明,54,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.6,0.5,**,3-2,34.8-34.8,35.1,478(0),,,トーホウシンバル,130.0
17,2009/10/24,4京都5,曇,6,2歳新馬,200908040506,,15,3,4,31.2,8,2,小牧太,54,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.6,0.2,**,5-5,33.9-36.3,35.3,478(0),,,インプレッシヴデイ,280.0
