,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2007/03/17,1中京5,晴,8,4歳上500万下,200707010508,,16,2,4,17.9,7,14,宮崎北斗,54,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:01.2,1.2,**,15-15-12-9,35.1-36.8,36.7,482(0),,,サインオブゴッド,
1,2007/02/04,1小倉6,晴,9,4歳上500万下,200710010609,,16,8,15,6.4,3,6,田中博康,54,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:49.3,1.1,**,16-15-12-9,34.5-37.5,37.0,482(+24),,,テイエムブラック,
2,2005/06/12,3東京8,晴,10,エーデルワイスS(1000万下),200505030810,,18,8,16,17.8,6,13,後藤浩輝,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,,1:35.5,1.6,,11-11,35.2-34.7,35.3,458(-4),,,サクセスドマーニ,
3,2005/05/08,2東京6,曇,11,NHKマイルC(G1),200505020611,,18,4,8,91.5,14,9,小牧太,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,,1:34.9,1.3,,18-15,35.5-34.2,34.0,462(+2),,,ラインクラフト,
4,2005/04/24,2東京2,晴,6,3歳500万下,200505020206,,12,7,10,3.9,1,1,蛯名正義,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,,1:22.3,-0.3,,9-5,35.4-35.0,34.4,460(-2),,,(ニュースブレイク),700.0
5,2005/03/27,2阪神2,晴,6,3歳500万下,200509020206,,12,7,9,16.9,6,6,二本柳壮,56,1.0,0.0,1800,1.0,0.0,0.0,0.0,,1:54.9,1.4,,9-9-8-5,36.8-38.8,39.6,462(-4),,,アウトオブサイト,
6,2005/03/13,2中山6,曇,6,3歳500万下,200506020606,,14,3,3,8.7,5,6,石橋脩,55,0.0,1.0,1800,0.0,1.0,0.0,0.0,,1:50.5,0.8,,14-14-14-14,37.0-35.2,34.5,466(0),,,ドリーミーオペラ,
7,2005/02/20,1東京8,曇,5,3歳500万下,200505010805,,16,2,4,18.9,6,9,横山典弘,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,,1:38.9,1.3,,11-11,35.7-36.6,36.9,466(0),,,ダンスインザモア,
8,2005/01/30,1東京2,晴,9,セントポーリア賞(500万下),200505010209,,14,7,11,10.8,6,7,横山典弘,56,0.0,1.0,1800,0.0,1.0,0.0,0.0,,1:51.0,0.5,,4-3-3,36.8-34.4,34.6,466(-6),,,エイシンサリヴァン,
9,2005/01/09,1中山3,晴,9,寒竹賞(500万下),200506010309,,16,3,6,6.1,2,8,横山典弘,56,0.0,1.0,2000,0.0,1.0,0.0,0.0,,2:02.0,0.4,,4-3-5-3,35.9-35.7,35.5,472(-2),,,シーザリオ,
10,2004/12/04,5中山1,曇,10,葉牡丹賞(500万下),200406050110,,17,1,1,15.3,8,4,二本柳壮,55,0.0,1.0,2000,0.0,1.0,0.0,0.0,,2:01.7,0.3,,17-17-17-15,35.9-36.0,34.9,474(+4),,,ウインクルセイド,150.0
11,2004/11/14,5東京4,曇,3,2歳未勝利,200405050403,,12,6,7,5.0,3,1,横山典弘,55,0.0,1.0,1800,0.0,1.0,0.0,0.0,,1:51.0,-0.2,,3-3-4,36.8-34.7,34.3,470(0),,,(センカク),500.0
12,2004/10/30,4東京7,雨,5,2歳新馬,200405040705,,12,3,3,7.5,3,2,横山典弘,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,,1:24.0,0.6,,6-6,35.0-35.8,35.9,470(0),,,ニシノナースコール,280.0
