,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,障,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2008/12/25,園田,晴,10,兵庫ゴールドトロフィ(G3),200850122510,,12,1,1,288.2,10.0,12,大山真吾,52,1.0,0.0,0.0,1400,0.0,1.0,0.0,0.0,,1:30.0,3.5,,9-10-12-12,,40.6,498(+17),,,スマートファルコン,
1,2008/11/28,笠松,曇,9,笠松グランプリ(OP),200847112809,,10,6,6,9.4,3.0,7,川原正一,57,1.0,0.0,0.0,1400,1.0,0.0,0.0,0.0,,1:27.0,1.9,,2-2-7,,,481(-10),,,ベストタイザン,
2,2008/10/02,園田,晴,10,S1 3歳以上,200850100210,,9,2,2,3.3,2.0,1,川原正一,55,1.0,0.0,0.0,1400,0.0,1.0,0.0,0.0,,1:28.2,-0.2,,2-2-2-2,,38.2,491(-5),,,(キングスランソン),140.0
3,2008/05/10,2東京5,小雨,4,障害4歳上未勝利,200805020504,,14,2,2,14.7,5.0,5,山本康志,60,0.0,0.0,1.0,3000,0.0,0.0,1.0,0.0,,3:21.5,1.6,,5-4-7-7,105.0-39.5,13.4,496(+8),,,タイキレーザー,42.5
4,2008/03/23,2中山8,晴,10,東風S(OP),200806020810,,16,1,1,43.5,11.0,14,田中勝春,57,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.5,1.9,**,2-6-8,35.3-35.0,36.2,488(-12),,,ステキシンスケクン,
5,2008/02/23,1東京7,晴,4,障害4歳上未勝利,200805010704,,14,6,9,16.9,6.0,7,穂苅寿彦,60,0.0,0.0,1.0,3000,0.0,0.0,1.0,0.0,,3:25.7,4.5,,5-5-5-3,106.0-40.0,13.7,500(+14),,,ウォーライクトニー,
6,2007/11/23,5東京9,晴,11,キャピタルS(OP),200705050911,,18,8,16,385.5,17.0,10,武士沢友,56,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.1,1.3,**,10-9,34.4-34.8,34.6,486(-2),,,キンシャサノキセキ,
7,2007/11/18,5東京6,晴,11,霜月S(OP),200705050611,,16,7,14,210.8,15.0,13,武士沢友,57,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.1,1.3,**,6-8,35.0-36.0,36.3,488(-2),,,アドマイヤスバル,
8,2007/09/09,4中山2,晴,11,京成杯オータムH(G3),200706040211,,16,6,11,64.5,13.0,10,北村宏司,55,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,0.8,**,4-6-6,35.1-34.8,35.1,490(+4),,,キングストレイル,
9,2007/09/01,3新潟7,晴,11,BSN賞(OP),200704030711,,15,4,7,14.9,4.0,8,北村宏司,55,1.0,0.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:11.4,1.1,**,8-7,34.2-36.1,36.5,486(+2),,,ワキノカイザー,
10,2007/08/05,2新潟8,晴,11,関屋記念(G3),200704020811,,18,6,11,52.1,13.0,10,北村宏司,56,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.1,1.3,**,5-5,34.4-34.5,35.3,484(-10),,,カンパニー,
11,2007/04/29,1新潟2,晴,11,谷川岳S(OP),200704010211,,16,6,12,27.3,6.0,14,芹沢純一,57,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.0,0.9,**,2-2,33.4-35.3,36.0,494(-4),,,キンシャサノキセキ,
12,2007/04/01,3中山4,晴,11,ダービー卿チャレンジ(G3),200706030411,,15,3,4,68.3,12.0,10,柴田善臣,56,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.0,0.9,**,8-13-13,35.0-35.4,35.1,498(-4),,,ピカレスクコート,
13,2007/03/18,2中山8,晴,10,東風S(OP),200706020810,,16,6,12,15.0,7.0,9,柴田善臣,57,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.1,0.5,**,4-6-6,34.5-36.4,36.4,502(0),,,キングストレイル,
14,2007/02/18,1東京8,晴,11,フェブラリーS(G1),200705010811,,16,7,13,165.2,16.0,13,北村宏司,57,1.0,0.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:36.3,1.5,**,1-1,34.6-35.9,37.4,502(+2),,,サンライズバッカス,
15,2007/01/28,1東京2,晴,11,根岸S(G3),200705010211,,16,3,5,26.7,7.0,10,北村宏司,56,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.4,0.9,**,6-6,34.2-37.6,37.2,500(+2),,,ビッググラス,
16,2006/11/12,5東京4,晴,11,オーロC(OP),200605050411,,18,8,18,33.9,11.0,1,今野忠成,56,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.9,-0.2,**,3-3,34.8-35.2,35.1,498(0),,,(コイウタ),"2,443.4"
17,2006/10/22,3福島2,晴,11,福島民友C(OP),200603030211,,16,8,15,9.3,5.0,9,中舘英二,56,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.1,0.6,**,4-3,32.8-34.7,34.9,498(+6),,,コパノフウジン,
18,2006/10/08,4東京2,晴,11,毎日王冠(G2),200605040211,,16,1,2,69.1,14.0,15,小野次郎,57,0.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:46.4,0.9,**,2-3-3,34.7-34.6,35.3,492(0),,,ダイワメジャー,
19,2006/09/10,4中山2,晴,11,京成杯オータムH(G3),200606040211,,15,8,16,,,取,北村宏司,56,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,,,**,,34.3-35.3,,計不,,,ステキシンスケクン,
20,2006/08/06,2新潟8,晴,11,関屋記念(G3),200604020811,,18,6,11,18.4,8.0,2,小野次郎,56,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.6,0.1,**,2-2,35.6-33.5,33.6,492(+2),,,カンファーベスト,"1,618.6"
21,2006/07/09,2福島8,曇,11,七夕賞(G3),200603020811,,16,4,7,25.0,8.0,13,北村宏司,55,0.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:01.2,1.9,**,3-5-3-4,35.7-36.8,38.1,490(+2),,,メイショウカイドウ,
22,2006/06/25,2福島4,曇,11,福島テレビOP(OP),200603020411,,15,6,11,8.9,4.0,2,小野次郎,55,0.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.8,0.0,**,1-1-1-1,37.2-34.2,34.2,488(-4),,,エアシェイディ,970.4
23,2006/06/11,3東京8,雨,11,エプソムC(G3),200605030811,,18,4,7,149.2,17.0,6,田中勝春,57,0.0,1.0,0.0,1800,0.0,0.0,0.0,1.0,**,1:50.0,0.8,**,2-6-6,35.1-37.1,37.1,492(-10),,,トップガンジョー,
24,2006/02/11,2京都5,曇,11,すばるS(OP),200608020511,,16,8,16,93.4,13.0,16,長谷川浩,55,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:25.5,2.1,**,9-9,35.2-36.3,37.5,502(0),,,メイショウサライ,
25,2006/01/14,1中山5,雨,11,ニューイヤーS(OP),200606010511,,15,2,2,7.7,4.0,14,勝浦正樹,55,0.0,1.0,0.0,1600,0.0,0.0,0.0,1.0,**,1:37.5,1.9,**,2-2-1,35.3-36.9,38.7,502(+6),,,ロードマジェスティ,
26,2005/12/17,5中山5,晴,11,ディセンバーS(OP),200506050511,,13,6,8,25.7,6.0,5,北村宏司,56,0.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.6,0.5,**,4-4-4-4,35.0-36.2,36.0,496(+2),,,グレイトジャーニー,240.0
27,2005/12/10,5中山3,晴,11,師走S(OP),200506050311,,7,4,4,18.4,5.0,4,北村宏司,56,1.0,0.0,0.0,1800,0.0,0.0,1.0,0.0,,1:54.0,1.6,,1-1-2-2,37.5-39.2,40.4,494(+2),,,タイキエニグマ,360.0
28,2005/11/13,5東京4,晴,11,オーロC(OP),200505050411,,17,7,14,31.3,11.0,9,小野次郎,56,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,,1:22.0,0.7,,8-9,35.0-35.0,34.0,492(+6),,,シンボリグラン,
29,2005/07/31,2新潟6,晴,11,関屋記念(G3),200504020611,,18,7,15,58.3,15.0,13,北村宏司,56,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:33.7,1.4,,6-8,34.6-33.8,34.6,486(-8),,,サイドワインダー,
30,2005/05/01,1新潟2,晴,11,谷川岳S(OP),200504010211,,16,6,12,4.1,2.0,8,木幡初広,56,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,,1:21.6,0.5,,3-3,34.2-35.3,35.5,494(+2),,,フジサイレンス,
31,2005/04/10,1福島4,晴,11,福島民報杯(OP),200503010411,,16,8,16,5.1,2.0,4,大西直宏,56,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,,1:08.5,0.2,,3-3,34.0-34.3,34.2,492(+2),,,ロードダルメシアン,360.0
32,2005/03/20,2中山8,曇,12,岡部幸雄騎手引退記念(OP),200506020812,,16,2,4,12.0,6.0,3,松永幹夫,56,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:33.7,0.1,,2-2-2,35.4-34.4,34.4,490(-4),,,アルビレオ,606.0
33,2005/02/27,2中山2,晴,11,中山記念(G2),200506020211,,14,6,10,84.4,11.0,5,北村宏司,56,0.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,,1:47.2,0.7,,1-1-2-2,36.7-35.5,36.0,494(0),,,バランスオブゲーム,640.0
34,2005/01/30,1東京2,晴,11,東京新聞杯(G3),200505010211,,13,4,5,33.4,9.0,12,ペリエ,55,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:34.8,1.1,,8-8,35.9-33.9,34.0,494(+12),,,ハットトリック,
35,2004/11/14,5東京4,曇,11,オーロC(OP),200405050411,,18,8,16,13.2,4.0,4,五十嵐雄,54,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,,1:21.8,0.2,,5-5,34.1-35.6,35.4,482(+2),,,シャイニンルビー,360.0
