,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,障,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
36,2004/10/23,4東京5,曇,11,富士S(G3),200405040511,,14,5,7,32.1,8.0,10,柴田善臣,54,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:34.1,0.9,,5-7,34.9-34.9,35.2,480(+4),,,アドマイヤマックス,
37,2004/09/20,盛岡,曇,10,ダービーグランプリ(G1),200435092010,,14,8,13,,5.0,7,北村宏司,56,1.0,0.0,0.0,2000,0.0,0.0,1.0,0.0,,2:07.3,4.5,,5-5-5-6,,,476(+6),,,パーソナルラッシュ,
38,2004/06/05,3東京5,晴,11,ユニコーンS(G3),200405030511,,16,5,9,4.6,2.0,2,北村宏司,56,1.0,0.0,0.0,1600,0.0,0.0,1.0,0.0,,1:36.3,0.3,,2-2,34.3-37.0,37.2,470(-2),,,トップオブワールド,"1,618.2"
39,2004/05/09,2東京6,雨,11,NHKマイルC(G1),200405020611,,18,4,8,81.0,12.0,4,北村宏司,57,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:33.7,1.2,,6-6,33.9-34.7,35.4,472(+2),,,キングカメハメハ,"1,400.0"
40,2004/04/10,3中山5,晴,11,NZT(G2),200406030511,,16,5,9,40.7,10.0,10,北村宏司,56,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:34.2,0.7,,2-5-5,34.9-35.6,35.9,470(-12),,,シーキングザダイヤ,
41,2004/01/31,1東京1,晴,9,クロッカスS(OP),200405010109,,9,5,5,12.2,4.0,4,蛯名正義,58,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,,1:22.6,0.4,,5-5,35.8-33.9,33.9,482(0),,,シーキングザダイヤ,290.0
42,2004/01/05,1中山1,晴,10,ジュニアC(OP),200406010110,,10,3,3,6.0,2.0,6,蛯名正義,58,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:36.3,1.5,,7-7-8,35.9-34.6,35.1,482(-4),,,マイネルゼスト,
43,2003/12/14,6中山4,晴,11,朝日杯FS(G1),200306060411,,16,3,5,26.2,9.0,11,蛯名正義,55,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:35.4,1.7,,8-7-13,34.1-36.2,37.0,486(+12),,,コスモサンビーム,
44,2003/09/07,3新潟8,晴,11,新潟2歳S(G3),200304030811,,18,7,15,3.2,1.0,1,蛯名正義,54,0.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:35.0,0.0,,3-4,34.8-35.7,35.4,474(-8),,,(ウイングレット),"3,265.1"
45,2003/08/16,3新潟1,晴,9,ダリア賞(OP),200304030109,,8,3,3,1.4,1.0,1,北村宏司,54,0.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,,1:24.9,0.0,,4-5,38.0-34.1,33.8,482(0),,,(ツリー),"1,617.5"
46,2003/07/20,2新潟2,晴,6,2歳新馬,200304020206,,15,5,8,5.5,3.0,1,蛯名正義,54,0.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,,1:10.0,-0.4,,4-4,34.0-36.0,35.4,482(0),,,(ナウシカトウショウ),700.0
