,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/16,2阪神8,晴,11,難波S(1600万下),201709020811,,13,8,12,7.5,4,1,藤岡康太,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:45.9,-0.1,**,12-11,36.3-34.1,33.0,462(-2),,,(ミエノサクシード),"1,849.4"
1,2017/01/14,1京都4,曇,11,新春S(1600万下),201708010411,,14,3,3,2.8,1,8,武豊,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.0,0.4,**,9-9,35.0-35.8,34.9,464(+2),,,トーキングドラム,
2,2016/12/18,5阪神6,晴,9,元町S(1600万下),201609050609,,15,3,4,2.9,1,2,Ｍ．デム,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.5,0.1,**,15-15,36.3-34.5,33.3,462(0),,,ロイカバード,739.6
3,2016/11/26,5京都7,曇,12,3歳上1000万下,201608050712,,14,5,8,2.6,1,1,Ｍ．デム,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.9,0.0,**,13-12,35.2-35.0,34.0,462(0),,,(ナイトオブナイツ),"1,050.0"
4,2016/11/06,5東京2,晴,8,3歳上1000万下,201605050208,,12,7,9,4.2,3,3,Ｍ．デム,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.1,0.2,**,7-7,35.6-34.9,34.5,462(+2),,,サーブルオール,260.0
5,2016/07/23,3中京7,曇,10,長久手特別(1000万下),201607030710,,14,5,7,2.5,1,10,Ｍ．デム,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.9,0.8,**,11-12-11,36.1-34.3,34.3,460(+8),,,バンドワゴン,
6,2016/05/08,2東京6,晴,11,NHKマイルC(G1),201605020611,,18,6,12,37.3,11,6,内田博幸,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.1,0.3,**,16-16,34.3-35.1,33.9,452(0),,,メジャーエンブレム,
7,2016/04/09,2阪神5,晴,6,3歳500万下,201609020506,,13,6,9,3.3,2,1,Ｍ．デム,56,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:34.0,0.0,**,12-13,35.3-34.9,33.9,452(-2),,,(ナイトオブナイツ),720.0
8,2016/03/19,1阪神7,曇,7,3歳500万下,201609010707,,16,8,16,6.3,4,2,国分恭介,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:22.8,0.2,**,11-11,34.2-36.5,35.8,454(-6),,,キアロスクーロ,290.0
9,2016/02/28,1阪神2,晴,3,3歳未勝利,201609010203,,16,8,15,7.8,4,1,国分恭介,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.3,-0.1,**,10-12,36.1-34.6,33.9,460(-4),,,(ファンタサイズ),500.0
10,2016/02/07,2京都4,曇,6,3歳新馬,201608020406,,16,1,2,12.5,6,3,国分恭介,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.6,0.2,**,3-2,35.2-36.0,36.0,464(0),,,ロードブレイド,150.0
