,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2008/01/19,1京都5,曇,11,淀短距離S(OP),200808010511,,15,4,6,101.3,14,11,藤岡佑介,54,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:10.1,1.0,**,9-10,34.6-34.5,34.6,490(+2),,,ファイングレイン,
1,2007/12/23,3中京8,晴,12,尾張S(OP),200707030812,,16,6,12,113.4,16,14,藤岡康太,54,1.0,0.0,1200,0.0,0.0,0.0,1.0,**,1:09.9,1.0,**,3-3,33.8-35.1,35.9,488(0),,,トーセンザオー,
2,2007/11/11,5東京4,曇,11,オーロC(OP),200705050411,,17,1,1,174.1,16,15,丹内祐次,52,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.4,2.7,**,2-2,35.0-35.1,37.6,488(+14),,,ブルーメンブラット,
3,2007/03/25,1中京8,晴,11,高松宮記念(G1),200707010811,,18,7,15,193.4,16,15,川島信二,55,1.0,0.0,1200,0.0,0.0,0.0,1.0,**,1:10.1,1.2,**,11-13,33.8-35.1,35.5,474(+8),,,スズカフェニックス,
4,2007/03/03,2中山3,曇,11,夕刊フジオーシャンS(G3),200706020311,,16,5,10,112.6,12,11,角田晃一,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.2,1.0,**,8-8,33.5-34.7,35.1,466(-6),,,アイルラヴァゲイン,
5,2007/02/04,2京都4,晴,11,シルクロードS(G3),200708020411,,16,5,10,48.6,12,10,角田晃一,53,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.6,0.8,**,3-4,33.5-34.3,34.7,472(-10),,,エムオーウイナー,
6,2007/01/13,1京都4,晴,11,淀短距離S(OP),200708010411,,15,3,5,22.1,8,11,角田晃一,54,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.8,0.6,**,1-1,34.2-35.0,35.6,482(+4),,,タマモホットプレイ,
7,2006/09/10,3中京2,雨,11,セントウルS(G2),200607030211,,18,7,14,14.1,6,9,角田晃一,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.6,1.0,**,2-2,33.3-35.3,36.2,478(+2),,,シーイズトウショウ,
8,2006/08/13,3小倉2,晴,10,TV西日本北九州記念(G3),200610030210,,14,2,2,25.4,11,1,角田晃一,52,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.0,-0.3,**,2-1,32.9-35.1,34.9,476(+6),,,(ゴールデンキャスト),"4,152.5"
9,2006/07/15,2新潟1,雨,9,疾風特別(1000万下),200604020109,,8,1,1,2.9,2,1,北村宏司,55,1.0,0.0,1000,0.0,0.0,0.0,1.0,**,0:55.4,-0.5,**,2,33.3-33.0,32.9,470(-2),,,(スパイン),"1,499.6"
10,2006/06/25,4京都4,雨,10,三年坂特別(1000万下),200608040410,,12,4,4,5.8,4,8,武幸四郎,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:11.2,1.1,**,8-8,34.8-35.3,35.7,472(-6),,,ナリタシークレット,
11,2006/05/13,3京都7,小雨,11,朱雀S(1600万下),200608030711,,18,8,18,17.7,7,10,小牧太,55,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:11.9,0.6,**,2-2,34.4-36.9,37.1,478(+6),,,リボンアート,
12,2006/04/29,1新潟1,晴,11,鏑矢特別(1000万下),200604010111,,16,2,4,6.4,4,1,長谷川浩,55,1.0,0.0,1000,0.0,0.0,1.0,0.0,**,0:55.1,-0.4,**,8,33.2-32.8,32.7,472(-2),,,(タイキミューズ),"1,518.5"
13,2006/04/09,2阪神6,晴,8,千種川特別(1000万下),200609020608,,16,5,10,8.6,2,3,藤岡佑介,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.7,0.2,**,2-2,34.8-34.7,34.7,474(+8),,,アグネスラズベリ,375.6
14,2006/03/18,1中京5,雨,11,三河特別(1000万下),200607010511,,16,8,15,9.3,5,3,藤岡佑介,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.4,0.0,**,3-3,34.5-34.9,34.7,466(-6),,,エーティーホーオー,375.8
15,2006/03/05,1阪神4,晴,10,ラジオ関西賞仲春特別(1000万下),200609010410,,16,5,9,5.4,2,12,佐藤哲三,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:10.7,0.8,**,12-13,33.8-36.1,35.4,472(+4),,,ワイルドシャウト,
16,2006/02/04,1小倉5,晴,12,火の山特別(1000万下),200610010512,,17,4,8,5.4,2,8,藤岡佑介,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.1,0.5,**,12-11,33.4-35.2,34.6,468(+2),,,フラワリングバンク,
17,2006/01/21,1小倉1,曇,11,帆柱山特別(1000万下),200610010111,,18,1,2,4.5,2,5,藤岡佑介,54,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.5,0.3,**,5-7,33.8-34.4,34.3,466(-10),,,コスモシンドラー,148.0
18,2005/06/26,3阪神4,晴,10,水無月特別(1000万下),200509030410,,11,7,9,9.8,4,2,赤木高太,52,1.0,0.0,1200,0.0,0.0,1.0,0.0,,1:09.5,0.1,,4-5,33.8-35.6,35.1,476(+2),,,スピニングノアール,586.8
19,2005/06/12,2中京8,晴,11,中スポ賞ファルコンS(G3),200507020811,,18,3,6,15.3,7,10,赤木高太,54,1.0,0.0,1200,0.0,0.0,1.0,0.0,,1:10.9,1.0,,3-4,33.0-36.9,37.8,474(+6),,,カズサライン,
