,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/09,2阪神6,曇,10,大阪ーハンブルクC(OP),201709020610,,12,7,9,38.4,10,12,川島信二,54,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:24.5,2.1,**,11-9,35.5-35.2,36.7,472(+4),,,エポワス,
1,2017/02/18,2京都7,晴,11,京都牝馬S(G3),201708020711,,18,2,3,50.8,12,16,川島信二,54,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:23.8,1.3,**,15-15,35.8-34.7,35.0,468(-4),,,レッツゴードンキ,
2,2017/01/21,1中山6,晴,11,カーバンクルS(OP),201706010611,,12,2,2,13.7,4,5,川島信二,54,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.7,0.2,**,11-10,33.2-35.3,34.6,472(-2),,,ナックビーナス,230.0
3,2016/12/04,5阪神2,雨,11,タンザナイトS(OP),201609050211,,14,7,11,16.7,8,4,川島信二,53,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:22.6,0.5,**,3-3,35.7-34.4,34.6,474(-4),,,サンライズメジャー,350.0
4,2016/10/16,3新潟2,晴,11,信越S(OP),201604030211,,17,6,12,11.6,6,6,太宰啓介,53,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:20.9,0.5,**,16-13,33.6-35.2,34.5,478(+4),,,トウショウドラフタ,
5,2016/08/21,2小倉8,晴,11,TV西日本北九州記念(G3),201610020811,,12,4,4,14.4,4,5,太宰啓介,53,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.9,0.4,**,12-11,33.6-34.9,34.5,474(+4),,,バクシンテイオー,390.0
6,2016/07/03,3中京2,曇,11,CBC賞(G3),201607030211,,13,8,12,30.3,10,5,太宰啓介,53,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.6,0.4,**,4-6,33.8-33.4,33.4,470(-6),,,レッドファルクス,390.0
7,2016/05/29,3京都12,曇,10,安土城S(OP),201608031210,,18,1,2,9.8,3,12,太宰啓介,53,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.9,0.7,**,12-12,35.4-34.2,34.1,476(+10),,,ミッキーラブソング,
8,2016/04/10,3中山6,曇,11,春雷S(OP),201606030611,,16,3,6,13.0,4,6,川島信二,54,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.3,0.7,**,14-12,33.9-33.7,33.4,466(-4),,,エイシンスパルタン,
9,2016/03/06,1阪神4,曇,10,ポラリスS(OP),201609010410,,11,7,9,8.4,3,9,川島信二,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.7,1.5,**,4-3,34.5-36.4,37.6,470(0),,,グレイスフルリープ,
