,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/15,3中山7,晴,8,4歳上1000万下,201706030708,,15,8,14,14.6,6,13,柴田善臣,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.7,1.1,**,7-7,34.8-33.8,34.5,474(-4),,,トシザキミ,
1,2017/04/01,3中山3,曇,10,千葉日報杯(1000万下),201706030310,,15,7,12,25.6,8,7,柴田善臣,57,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,1:09.6,0.4,**,2-2,33.9-35.3,35.6,478(+2),,,アドマイヤナイト,
2,2017/01/28,1東京1,晴,8,4歳上1000万下,201705010108,,16,4,7,17.6,8,7,木幡初也,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:25.4,0.5,**,8-9,35.1-37.9,37.0,476(-2),,,ショウナンカサロ,
3,2017/01/07,1中山2,晴,7,4歳上1000万下,201706010207,,16,4,7,17.8,8,12,柴田善臣,56,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:12.2,1.1,**,4-7,33.8-37.3,37.8,478(+10),,,アトランタ,
4,2016/12/03,5中山1,曇,12,3歳上1000万下,201606050112,,13,8,13,95.4,10,8,木幡巧也,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.6,0.5,**,9-12-10,35.2-35.9,34.6,468(-2),,,グレーターロンドン,
5,2016/11/12,5東京3,晴,12,3歳上1000万下,201605050312,,16,6,12,9.7,3,7,柴田善臣,56,1.0,0.0,1300,0.0,0.0,1.0,0.0,**,1:17.1,1.0,**,10-11,28.2-36.2,36.4,470(+10),,,サトノファンタシー,
6,2016/09/18,4中山4,曇,9,浦安特別(1000万下),201606040409,,16,6,11,18.3,6,5,柴田善臣,55,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:11.5,0.4,**,6-5,34.1-37.0,37.0,460(+14),,,キープレイヤー,150.0
7,2016/07/03,2福島2,曇,11,ラジオNIKKEI賞(G3),201603020211,,16,7,14,114.3,15,14,田中勝春,52,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:48.2,1.2,**,7-5-7-9,35.3-35.0,35.8,446(-8),,,ゼーヴィント,
8,2016/06/12,3東京4,晴,9,小金井特別(1000万下),201605030409,,16,6,11,27.6,7,9,柴田善臣,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:25.0,1.0,**,10-8,35.6-36.5,36.6,454(+6),,,エイシンバランサー,
9,2016/05/08,2東京6,晴,11,NHKマイルC(G1),201605020611,,18,8,16,234.1,17,14,蛯名正義,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.5,0.7,**,14-13,34.3-35.1,34.6,448(-2),,,メジャーエンブレム,
10,2016/03/13,2中京2,曇,10,昇竜S(OP),201607020210,,15,5,9,13.7,6,11,柴田善臣,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:25.3,0.9,**,10-10,34.8-37.4,37.7,450(0),,,ダノンフェイス,
11,2016/02/21,1東京8,晴,6,3歳500万下,201605010806,,16,4,7,14.3,4,1,柴田善臣,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.2,0.0,**,5-5,35.6-36.4,36.0,450(-2),,,(トモトモリバー),720.0
12,2016/02/06,1東京3,曇,6,3歳500万下,201605010306,,16,4,8,12.4,5,3,柴田善臣,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:26.3,0.7,**,15-14,36.0-36.9,36.2,452(0),,,ロンドンタウン,180.0
13,2016/01/09,1中山2,晴,6,3歳500万下,201606010206,,16,5,10,17.8,6,6,柴田善臣,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.2,0.6,**,12-12,33.6-35.0,34.7,452(-2),,,レッドラウダ,
14,2015/12/12,5中山3,晴,9,黒松賞(500万下),201506050309,,14,4,5,6.4,3,10,柴田善臣,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.4,0.5,**,9-9,33.4-35.5,35.5,454(+4),,,ワンダフルラッシュ,
15,2015/10/18,4京都5,晴,9,もみじS(OP),201508040509,,9,6,6,27.1,7,5,柴田善臣,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.2,0.8,**,3-3,35.2-34.8,34.4,450(+12),,,メイショウスイヅキ,160.0
16,2015/09/12,4中山1,晴,9,アスター賞(500万下),201506040109,,9,1,1,16.4,4,4,柴田善臣,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:37.1,0.6,**,7-5-3,37.7-34.6,34.7,438(0),,,メジャーエンブレム,150.0
17,2015/08/30,2新潟10,曇,11,新潟2歳S(G3),201504021011,,18,2,3,72.9,13,14,吉田隼人,54,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:36.0,2.2,**,15-15,35.4-33.9,35.0,438(+6),,,ロードクエスト,
18,2015/08/01,2新潟1,晴,5,2歳新馬,201504020105,,15,6,11,18.9,7,1,柴田善臣,54,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:23.2,-0.2,**,12-9,34.6-36.8,35.0,432(0),,,(ショウナンライズ),700.0
