,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/03/19,2中山7,晴,9,幕張S(1600万下),201706020709,,13,6,9,12.2,5,5,江田照男,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.1,0.8,**,8-8-8,34.6-35.6,35.4,524(-4),,,キャンベルジュニア,182.0
1,2017/03/12,2中山6,晴,10,東風S(OP),201706020610,,10,6,6,21.9,6,5,江田照男,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:37.0,0.3,**,7-8-8,37.6-34.2,33.7,528(+4),,,グレーターロンドン,230.0
2,2017/02/05,1東京4,小雨,11,東京新聞杯(G3),201705010411,,10,4,4,183.1,10,4,江田照男,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.3,0.4,**,8-8,37.2-32.7,32.2,524(-6),,,ブラックスピネル,490.0
3,2017/01/29,1東京2,曇,10,節分S(1600万下),201705010210,,13,8,12,41.9,11,12,江田照男,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.7,1.1,**,12-12,36.1-34.1,33.4,530(0),,,グレーターロンドン,
4,2016/11/13,5東京4,曇,10,奥多摩S(1600万下),201605050410,,14,8,14,15.1,5,11,江田照男,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.7,0.8,**,9-8,35.7-34.1,34.2,530(0),,,グランシルク,
5,2016/10/15,4東京4,晴,10,白秋S(1600万下),201605040410,,18,8,17,35.0,12,3,江田照男,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:20.9,0.2,**,16-16,34.4-34.8,33.2,530(+8),,,ヴェルステルキング,465.7
6,2016/10/01,4中山7,曇,11,秋風S(1600万下),201606040711,,16,7,13,15.5,6,13,江田照男,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.7,1.1,**,14-14-13,35.7-34.9,34.6,522(-14),,,マルターズアポジー,
7,2016/08/13,2新潟5,晴,11,新潟日報賞(1600万下),201604020511,,17,5,9,9.7,5,12,江田照男,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.0,1.0,**,9-7,34.3-34.1,34.3,536(+20),,,ウインガニオン,
8,2016/07/03,2福島2,曇,11,ラジオNIKKEI賞(G3),201603020211,,16,3,5,13.6,7,10,江田照男,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.6,0.6,**,11-11-11-13,35.3-35.0,34.8,516(-8),,,ゼーヴィント,
9,2016/05/08,2東京6,晴,11,NHKマイルC(G1),201605020611,,18,7,15,32.3,10,9,江田照男,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.3,0.5,**,11-12,34.3-35.1,34.7,524(+4),,,メジャーエンブレム,
10,2016/04/09,3中山5,曇,11,ニュージーランドT(G2),201606030511,,16,4,8,98.6,14,2,江田照男,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.9,0.0,**,11-13-15,34.9-35.2,34.4,520(+2),,,ダンツプリウス,"2,234.0"
11,2016/03/27,3中山2,曇,6,3歳500万下,201606030206,,16,4,8,9.3,6,2,江田照男,56,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.0,0.2,**,7-6,34.3-34.5,34.2,518(-4),,,ネバーリグレット,290.0
12,2015/09/20,4中山4,晴,2,2歳未勝利,201506040402,,15,3,6,2.1,1,1,江田照男,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.8,-0.2,**,7-5,34.4-35.4,34.7,522(+2),,,(プレシャスエース),500.0
13,2015/08/15,2新潟5,晴,1,2歳未勝利,201504020501,,12,7,10,1.7,1,8,Ｍ．デム,54,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:10.7,1.1,**,5-5,34.4-35.2,35.6,520(+4),,,コスモアルコン,
14,2015/07/26,2福島8,晴,1,2歳未勝利,201503020801,,16,1,2,1.7,1,2,内田博幸,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.0,0.1,**,2-2,34.0-35.9,36.0,516(+6),,,クナウ,200.0
15,2015/07/04,2福島1,曇,5,2歳新馬,201503020105,,15,8,15,4.9,3,2,内田博幸,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.7,0.4,**,4-4,34.7-34.6,34.6,510(0),,,ラッキーボックス,280.0
