,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/02/18,2京都7,晴,11,京都牝馬S(G3),201708020711,,18,2,4,5.7,3,17,ルメール,55,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:23.8,1.3,**,5-7,35.8-34.7,35.4,530(+12),,,レッツゴードンキ,
1,2016/10/29,4京都8,曇,11,毎日放送賞スワンS(G2),201608040811,,18,7,14,5.5,3,6,シュタル,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.2,0.5,**,5-3,34.4-34.5,34.5,518(+2),,,サトノアラジン,
2,2016/03/27,2中京6,曇,11,高松宮記念(G1),201607020611,,18,4,8,5.1,3,3,ルメール,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.1,0.4,**,8-10,32.7-34.0,33.4,516(+6),,,ビッグアーサー,"2,554.6"
3,2016/03/05,2中山3,曇,11,夕刊フジオーシャンS(G3),201606020311,,16,8,16,2.1,1,5,ルメール,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.0,0.5,**,15-15,32.7-34.8,33.8,510(-2),,,エイシンブルズアイ,410.0
4,2015/11/22,5京都6,曇,11,マイルチャンピオンS(G1),201508050611,,18,4,7,12.9,5,5,柴山雄一,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.1,0.3,**,5-4,34.6-33.8,33.7,512(0),,,モーリス,"1,000.0"
5,2015/10/31,4京都8,晴,11,毎日放送賞スワンS(G2),201508040811,,15,6,11,5.5,2,1,柴山雄一,52,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:20.2,-0.2,**,8-9,34.6-34.1,33.5,512(-4),,,(フィエロ),"5,820.4"
6,2015/09/13,4中山2,曇,11,京成杯オータムH(G3),201506040211,,16,4,7,4.3,1,7,柴山雄一,53,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.4,0.1,**,2-2-1,35.4-34.6,34.6,516(-3),,,フラアンジェリコ,
7,2015/06/10,川崎,晴,11,関東オークス【指定交(G2),201545061011,,13,4,5,1.4,1,4,柴山雄一,54,1.0,0.0,2100,1.0,0.0,0.0,0.0,**,2:21.8,3.5,**,3-3-3-2,29.7-40.4,43.4,519(+7),,,ホワイトフーガ,320.0
8,2015/05/10,2東京6,晴,11,NHKマイルC(G1),201505020611,,18,5,9,6.5,4,2,柴山雄一,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,0.2,**,2-2,35.3-34.2,34.4,512(+6),,,クラリティスカイ,"3,809.2"
9,2015/03/21,2中山7,曇,11,フラワーC(G3),201506020711,,16,1,1,3.2,1,1,柴山雄一,54,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:49.4,-0.2,**,1-1-1-1,36.5-35.4,35.4,506(-12),,,(アースライズ),"3,457.4"
10,2015/02/15,1東京6,晴,6,3歳500万下,201505010606,,16,4,8,4.3,2,1,柴山雄一,54,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.1,-0.3,**,1-1,35.3-34.6,34.6,518(+4),,,(ダノンシーザー),720.0
11,2015/01/05,1中山2,晴,5,3歳新馬,201506010205,,16,4,7,3.4,2,1,柴山雄一,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:36.5,-0.6,**,2-1-1,37.5-34.8,34.8,514(0),,,(ヤマノリリコイ),600.0
