,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2016/03/13,2中京2,曇,11,トリトンS(1600万下),201607020211,,14,3,4,35.6,11,9,酒井学,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.1,0.7,**,4-7,35.1-34.3,34.6,454(-2),,,ラインスピリット,
1,2016/02/07,2京都4,曇,10,山城S(1600万下),201608020410,,14,4,6,33.0,10,6,松若風馬,52,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.0,0.1,**,7-8,34.6-34.3,33.8,456(+2),,,トータルヒート,
2,2015/12/06,4中京2,曇,10,浜松S(1600万下),201507040210,,17,3,6,63.9,12,11,酒井学,52,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.1,0.6,**,12-12,34.0-34.5,33.8,454(-2),,,ローレルベローチェ,
3,2015/10/04,4阪神9,晴,10,道頓堀S(1600万下),201509040910,,13,8,12,33.6,9,12,菱田裕二,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.4,1.2,**,10-10,35.2-34.0,34.3,456(0),,,サトノルパン,
4,2015/09/21,4阪神5,晴,11,仲秋S(1600万下),201509040511,,11,6,6,26.3,11,7,菱田裕二,53,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.6,0.5,**,10-10,34.1-35.4,34.4,456(+4),,,ダンスアミーガ,
5,2015/07/04,2福島1,曇,11,テレビユー福島賞(1600万下),201503020111,,12,5,5,23.7,6,10,蛯名正義,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.2,0.7,**,11-11,33.9-33.6,33.0,452(-4),,,マイネルエテルネル,
6,2015/04/11,2阪神5,晴,10,淀屋橋S(1600万下),201509020510,,12,8,11,9.6,3,10,藤岡佑介,55,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:10.7,1.4,**,12-11,34.0-35.3,35.4,456(+6),,,ビッグアーサー,
7,2015/03/14,1阪神5,晴,10,うずしおS(1600万下),201509010510,,16,1,2,7.4,4,6,藤岡康太,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.2,0.2,**,14-15,34.2-36.0,35.1,450(-4),,,コナブリュワーズ,
8,2015/02/22,1小倉6,小雨,12,紫川特別(1000万下),201510010612,,18,5,9,6.9,3,1,藤岡佑介,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.0,0.0,**,16-16,33.5-35.5,34.1,454(+24),,,(ロマネクイーン),"1,359.2"
9,2014/07/20,3中京6,晴,12,フィリピンT(1000万下),201407030612,,12,5,5,2.9,1,9,浜中俊,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:11.3,0.6,**,5-5,35.5-35.2,35.1,430(-2),,,バクシンテイオー,
