,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2013/05/11,2東京7,雨,11,京王杯スプリングC(G2),201305020711,,18,6,12,35.4,13,17,浜中俊,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.8,1.2,**,10-10,33.9-34.9,35.1,464(+4),,,ダイワマッジョーレ,
1,2013/04/21,3京都2,晴,11,読売マイラーズC(G2),201308030211,,18,6,11,125.6,13,5,北村友一,56,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.9,0.3,**,11-11,34.1-35.3,34.8,460(0),,,グランプリボス,550.0
2,2013/03/24,2中京6,晴,11,高松宮記念(G1),201307020611,,17,5,10,155.6,14,8,戸崎圭太,57,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.7,0.6,**,13-13,34.3-33.8,33.4,460(+2),,,ロードカナロア,
3,2012/12/24,5阪神9,晴,11,阪神C(G2),201209050911,,18,3,6,42.7,15,9,大野拓弥,57,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.6,0.6,**,4-5,34.3-35.5,35.7,458(+4),,,サンカルロ,
4,2012/11/18,5京都6,晴,11,マイルチャンピオンS(G1),201208050611,,18,7,14,70.1,16,13,岩田康誠,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,0.8,**,6-5,35.0-34.7,35.0,454(-4),,,サダムパテック,
5,2012/09/30,4中山9,晴,11,スプリンターズS(G1),201206040911,,16,1,2,39.5,12,11,蛯名正義,57,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:07.4,0.7,**,8-5,32.7-34.0,34.1,458(+4),,,ロードカナロア,
6,2012/06/03,3東京2,曇,11,安田記念(G1),201205030211,,18,5,9,40.2,16,7,横山典弘,58,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.0,0.7,**,15-16,33.8-35.0,34.0,454(-8),,,ストロングリターン,
7,2012/04/22,3京都2,曇,11,読売マイラーズC(G2),201208030211,,18,6,11,8.4,5,7,横山典弘,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.8,0.6,**,5-5,34.3-35.7,35.6,462(0),,,シルポート,
8,2012/02/26,2中山2,曇,11,中山記念(G2),201206020211,,11,7,9,10.8,5,6,横山典弘,56,1.0,0.0,1800,0.0,0.0,0.0,1.0,**,1:48.5,1.2,**,2-2-2-2,36.0-37.0,36.1,462(+8),,,フェデラリスト,
9,2011/11/20,6京都6,晴,11,マイルチャンピオンS(G1),201108060611,,18,1,1,32.6,11,2,横山典弘,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.9,0.0,**,3-2,34.4-35.3,35.1,454(-4),,,エイシンアポロン,"4,110.4"
10,2011/10/02,4中山8,曇,11,スプリンターズS(G1),201106040811,,15,4,7,19.3,6,6,横山典弘,57,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:07.9,0.5,**,6-7,33.0-34.4,34.3,458(-2),,,カレンチャン,
11,2011/09/11,4中山2,晴,11,京成杯オータムH(G3),201106040211,,14,5,8,3.6,2,1,横山典弘,57,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:31.9,-0.1,**,6-7-7,34.0-35.3,34.7,460(0),,,(アプリコットフィズ),"4,050.4"
12,2011/06/26,3中山4,曇,11,夏至S(OP),201106030411,,14,1,1,2.4,1,1,蛯名正義,56,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:46.8,-0.1,**,1-1-1-1,36.0-34.4,34.4,460(+4),,,(オペラブラーボ),"2,332.2"
13,2011/05/14,2東京7,晴,11,京王杯スプリングC(G2),201105020711,,17,1,1,18.7,9,6,横山典弘,57,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.6,0.4,**,11-11,35.0-33.8,33.3,456(-4),,,ストロングリターン,
14,2011/03/26,2阪神1,晴,10,六甲S(OP),201109020110,,18,5,9,5.4,3,5,蛯名正義,56,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.3,0.3,**,5-5,35.8-34.7,34.5,460(+4),,,ロードバリオス,220.0
15,2010/04/04,3中山4,曇,11,ダービー卿チャレンジ(G3),201006030411,,16,8,16,5.5,2,4,蛯名正義,57,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.7,0.4,**,4-2-4,36.3-34.0,34.0,456(0),,,ショウワモダン,600.0
16,2010/03/14,2中山6,晴,10,東風S(OP),201006020610,,14,7,11,3.5,2,1,蛯名正義,57,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.9,-0.2,**,5-4-3,35.6-35.0,34.6,456(+2),,,(マイネルファルケ),"2,238.5"
17,2009/12/27,5阪神8,晴,12,2009ファイナルS(OP),200909050812,,13,4,4,4.0,2,2,藤岡佑介,55,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.5,0.2,**,5-4,35.4-34.7,34.1,454(-8),,,エーシンフォワード,931.2
18,2009/11/22,5京都6,小雨,11,マイルチャンピオンS(G1),200908050611,,18,4,8,35.2,12,8,ルメール,56,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.7,0.5,**,9-9,34.8-34.5,33.9,462(+4),,,カンパニー,
19,2009/10/31,4京都7,晴,11,毎日放送賞スワンS(G2),200908040711,,18,1,2,10.7,6,8,藤岡佑介,55,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.8,0.5,**,10-9,34.7-34.2,34.0,458(+8),,,キンシャサノキセキ,
20,2009/05/31,3東京4,曇,10,東京優駿(G1),200905030410,,18,2,3,72.8,14,11,安藤勝己,57,1.0,0.0,2400,1.0,0.0,0.0,0.0,**,2:35.9,2.2,**,13-11-10-12,35.6-39.7,40.5,450(-2),,,ロジユニヴァース,
21,2009/05/10,2東京6,晴,11,NHKマイルC(G1),200905020611,,18,8,18,8.1,4,5,安藤勝己,57,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.3,0.9,**,5-5,34.3-35.2,34.2,452(+4),,,ジョーカプチーノ,920.0
22,2009/04/19,3中山8,晴,11,皐月賞(G1),200906030811,,18,6,12,26.4,7,7,安藤勝己,57,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:00.1,1.4,**,17-17-16-16,34.8-35.6,35.7,448(-8),,,アンライバルド,
23,2009/03/22,2中山8,雨,11,フジTVスプリングS(G2),200906020811,,16,1,2,4.6,2,3,武豊,56,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:51.0,0.2,**,12-12-11-10,36.6-35.2,34.5,456(+6),,,アンライバルド,"1,417.8"
24,2008/12/21,5中山6,晴,11,朝日フューチュリティ(G1),200806050611,,16,6,11,6.2,5,2,ルメール,55,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.1,0.0,**,7-8-8,34.3-36.3,35.2,450(+6),,,セイウンワンダー,"2,534.8"
25,2008/11/15,5東京3,曇,11,京王杯2歳S(G2),200805050311,,15,4,6,2.4,1,2,三浦皇成,55,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.8,0.2,**,4-4,35.4-34.1,33.8,444(0),,,ゲットフルマークス,"1,515.0"
26,2008/08/10,2函館8,晴,9,函館2歳S(G3),200802020809,,14,7,12,6.8,2,1,三浦皇成,54,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:10.7,-0.4,**,12-10,33.6-37.1,36.4,444(0),,,(ナムラミーティア),"3,253.2"
27,2008/07/12,1函館7,晴,5,2歳新馬,200802010705,,10,4,4,2.7,1,1,三浦皇成,52,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:11.8,-0.4,**,2-2,36.1-35.7,35.6,444(0),,,(ロラパルーザ),700.0
