,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2014/12/27,5阪神7,曇,11,阪神C(G2),201409050711,,18,1,2,108.4,15,12,幸英明,55.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.4,0.7,**,3-3,34.3-35.2,35.5,506(+4),,,リアルインパクト,
1,2014/12/07,5阪神2,晴,11,タンザナイトS(OP),201409050211,,11,3,3,11.5,5,5,村田一誠,55.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.9,0.2,**,1-1,35.4-34.6,34.8,502(-6),,,サトノルパン,210.0
2,2014/09/14,4阪神2,晴,11,セントウルS(G2),201409040211,,15,7,13,62.3,12,9,村田一誠,54.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.2,0.8,**,5-6,32.9-34.5,34.7,508(0),,,リトルゲルダ,
3,2014/08/31,2札幌4,晴,11,キーンランドC(G3),201401020411,,16,8,16,19.5,8,6,村田一誠,55.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.2,0.2,**,1-1,34.1-34.9,35.1,508(-4),,,ローブティサージュ,
4,2014/08/03,2新潟2,晴,11,アイビスサマーD(G3),201404020211,,12,3,3,4.5,2,7,村田一誠,55.0,1.0,0.0,1000,0.0,1.0,0.0,0.0,**,0:54.6,0.3,**,,32.2-32.6,32.6,512(-2),,,セイコーライコウ,
5,2014/06/22,1函館4,晴,11,函館スプリントS(G3),201402010411,,14,4,6,6.5,2,5,村田一誠,55.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.8,0.3,**,1-1,33.8-34.7,35.0,514(-2),,,ガルボ,380.0
6,2014/05/25,1新潟8,晴,11,韋駄天S(OP),201404010811,,14,6,10,3.1,1,2,村田一誠,55.5,1.0,0.0,1000,0.0,1.0,0.0,0.0,**,0:55.5,0.2,**,,33.1-33.2,33.3,516(+16),,,セイコーライコウ,850.2
7,2013/09/29,4中山9,晴,11,スプリンターズS(G1),201306040911,,16,1,2,42.7,7,16,村田一誠,55.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.5,1.3,**,2-2,32.9-34.3,35.5,500(-12),,,ロードカナロア,
8,2013/08/25,4函館4,晴,11,キーンランドC(G3),201302040411,,16,1,1,5.2,4,1,村田一誠,54.0,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:11.7,0.0,**,1-1,34.9-36.8,36.8,512(+4),,,(ストレイトガール),"3,856.7"
9,2013/07/28,2新潟2,晴,11,アイビスサマーD(G3),201304020211,,18,2,4,8.6,3,2,村田一誠,54.0,1.0,0.0,1000,0.0,1.0,0.0,0.0,**,0:54.3,0.1,**,,32.9-31.9,32.0,508(-2),,,ハクサンムーン,"1,518.8"
10,2013/06/16,1函館2,曇,11,函館スプリントS(G3),201302010211,,16,1,1,6.4,3,3,三浦皇成,54.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.6,0.1,**,1-1,34.1-34.4,34.5,510(0),,,パドトロワ,958.0
11,2013/04/28,1福島8,晴,11,福島民友C(OP),201303010811,,16,3,6,6.7,4,2,中舘英二,54.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.5,0.3,**,2-2,32.5-35.7,35.8,510(-2),,,アウトクラトール,852.4
12,2013/03/02,2中山3,晴,11,夕刊フジオーシャンS(G3),201306020311,,16,1,1,53.4,10,10,吉田豊,54.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.5,1.0,**,5-3,33.1-35.4,36.1,512(+6),,,サクラゴスペル,
13,2012/06/30,2函館1,晴,11,TVh杯(1600万下),201202020111,,13,8,12,2.4,1,1,村田一誠,55.5,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.3,-0.1,**,2-2,33.9-35.4,35.3,506(-4),,,(ダイメイザクラ),"1,731.5"
14,2012/06/10,1函館2,曇,11,UHB杯(1000万下),201202010211,,16,8,16,2.3,1,1,村田一誠,55.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.3,-0.2,**,2-2,34.0-35.3,35.1,510(+8),,,(ラインアンジュ),"1,436.4"
15,2012/04/29,1福島8,晴,11,福島民友C(OP),201203010811,,15,2,3,26.2,9,3,村田一誠,53.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:07.5,0.1,**,1-1,33.4-34.0,34.1,502(-6),,,ドリームバレンチノ,535.4
16,2012/04/07,2阪神5,晴,11,サンスポ杯阪神牝馬S(G2),201209020511,,17,3,5,100.3,14,16,佐藤哲三,54.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.4,1.5,**,3-3,34.9-35.5,36.5,508(+14),,,クィーンズバーン,
17,2012/01/09,1京都3,曇,11,淀短距離S(OP),201208010311,,14,8,14,22.0,8,11,藤田伸二,52.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.7,2.2,**,3-3,33.5-34.0,35.8,494(-4),,,エーシンダックマン,
18,2011/12/17,6阪神5,晴,11,阪神C(G2),201109060511,,18,1,2,169.9,16,17,池添謙一,54.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.1,1.6,**,1-1,34.0-35.1,36.7,498(+4),,,サンカルロ,
19,2011/12/04,5中山2,晴,11,ターコイズS(OP),201106050211,,15,6,11,7.9,5,13,三浦皇成,54.0,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:34.2,0.6,**,1-1-1,34.7-35.5,36.1,494(-4),,,マイネプリンセス,
20,2011/11/12,5東京3,曇,10,パラダイスS(OP),201105050310,,14,5,8,8.1,4,6,三浦皇成,53.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.2,0.2,**,1-1,35.9-33.9,34.1,498(+10),,,トライアンフマーチ,
21,2011/05/08,2東京6,晴,11,NHKマイルC(G1),201105020611,,18,5,10,40.1,11,8,吉田豊,55.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.9,0.7,**,1-1,33.9-34.6,35.3,488(0),,,グランプリボス,
22,2011/04/10,2阪神6,晴,11,桜花賞(G1),201109020611,,18,1,1,44.2,12,5,吉田豊,55.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,0.6,**,1-1,34.6-35.4,36.0,488(-4),,,マルセリーナ,890.0
23,2011/03/21,1阪神5,曇,11,フィリーズレビュー(G2),201109010511,,16,5,9,5.9,2,7,吉田豊,54.0,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:22.8,0.5,**,2-2,34.1-36.4,36.8,492(+2),,,フレンチカクタス,
24,2011/01/29,1東京1,晴,9,クロッカスS(OP),201105010109,,11,1,1,3.3,1,1,吉田豊,54.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.0,-0.3,**,1-1,34.9-34.2,34.2,490(-6),,,(シャイニーホーク),"1,928.0"
25,2010/12/12,5阪神4,晴,11,阪神ジュベナイルF(G1),201009050411,,18,3,5,60.7,10,8,吉田豊,54.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.4,0.7,**,3-4,35.8-34.5,34.9,496(+4),,,レーヴディソール,
26,2010/11/21,5東京6,晴,9,からまつ賞(500万下),201005050609,,9,7,7,4.4,3,1,吉田豊,54.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.7,-0.4,**,1-1,36.6-33.9,33.9,492(-4),,,(コスモソーンパーク),"1,025.2"
27,2010/10/31,3福島4,小雨,2,2歳未勝利,201003030402,,16,4,8,4.3,2,1,小野寺祐,51.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.7,-0.1,**,2-2,33.6-36.1,36.0,496(+6),,,(イトククリ),500.0
28,2010/07/18,2新潟2,晴,5,2歳新馬,201004020205,,17,8,16,21.6,7,2,村田一誠,54.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.0,0.2,**,2-2,33.9-37.0,37.1,490(0),,,デラコリーナ,280.0
