,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/02/11,2京都5,曇,11,洛陽S(OP),201708020511,,11,6,6,6.8,4,2,古川吉洋,56,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.9,0.2,**,4-5,36.4-35.0,34.9,470(-4),,,ダッシングブレイズ,927.0
1,2017/01/15,1中山5,晴,10,ニューイヤーS(OP),201706010510,,16,3,6,5.9,2,12,蛯名正義,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.3,0.8,**,12-10-11,35.1-34.9,35.0,474(+4),,,マイネルアウラート,
2,2016/12/17,5阪神5,曇,11,リゲルS(OP),201609050511,,17,2,3,3.9,1,3,古川吉洋,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.0,0.2,**,5-4,35.7-35.1,35.0,470(+6),,,マイネルアウラート,585.5
3,2016/11/06,5京都2,曇,10,長岡京S(1600万下),201608050210,,9,8,8,3.3,2,1,古川吉洋,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.9,-0.2,**,5-5,35.0-34.8,34.2,464(+8),,,(ベステンダンク),"1,838.9"
4,2016/10/15,4東京4,晴,10,白秋S(1600万下),201605040410,,18,4,8,7.8,5,7,武豊,57,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.1,0.4,**,7-7,34.4-34.8,34.2,456(0),,,ヴェルステルキング,
5,2016/07/02,3中京1,晴,11,豊明S(1600万下),201607030111,,9,4,4,4.0,2,2,武豊,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,0.1,**,5-5-3,36.0-33.6,33.5,456(+2),,,タガノエスプレッソ,735.8
6,2016/06/05,3阪神2,晴,11,垂水S(1600万下),201609030211,,8,5,5,2.7,2,5,古川吉洋,57,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:46.1,0.4,**,3-2,35.4-34.8,34.9,454(-2),,,マイネグレヴィル,182.0
7,2016/05/14,3京都7,晴,11,都大路S(OP),201608030711,,11,3,3,12.5,6,2,古川吉洋,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:46.0,0.0,**,3-2,36.2-33.7,33.5,456(+4),,,ナムラアン,966.8
8,2016/05/01,1新潟2,曇,11,谷川岳S(OP),201604010211,,15,7,13,6.0,4,10,古川吉洋,56,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:34.3,0.8,**,10-10,35.8-34.3,34.1,452(-8),,,ピークトラム,
9,2016/01/10,1中山3,晴,11,ニューイヤーS(OP),201606010311,,9,8,9,4.2,2,5,蛯名正義,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,0.2,**,6-6-3,36.6-33.9,33.4,460(+4),,,ダイワリベラル,230.0
10,2015/12/19,5阪神5,晴,11,リゲルS(OP),201509050511,,16,2,3,7.2,3,2,武豊,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.2,0.1,**,4-5,36.3-33.9,33.6,456(0),,,ダッシングブレイズ,891.4
11,2015/11/28,5東京8,晴,11,キャピタルS(OP),201505050811,,18,7,14,16.9,9,10,田辺裕信,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,0.5,**,18-17,35.3-34.3,33.7,456(0),,,サンライズメジャー,
12,2015/11/01,4京都9,曇,11,カシオペアS(OP),201508040911,,11,8,10,15.0,5,5,幸英明,54,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:46.0,0.3,**,8-7,34.8-34.4,34.1,456(+10),,,トーセンスターダム,230.0
13,2015/10/04,4阪神9,晴,11,ポートアイランドS(OP),201509040911,,16,8,15,8.6,3,10,幸英明,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.9,1.2,**,16-15,35.6-34.4,34.3,446(0),,,フルーキー,
14,2015/05/31,2東京12,晴,10,東京優駿(G1),201505021210,,18,2,4,220.5,15,8,松岡正海,57,1.0,0.0,2400,0.0,1.0,0.0,0.0,**,2:24.1,0.9,**,11-10-11-10,35.4-34.6,34.7,446(+6),,,ドゥラメンテ,
15,2015/05/10,2東京6,晴,11,NHKマイルC(G1),201505020611,,18,2,4,34.3,11,12,蛯名正義,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.4,0.9,**,14-14,35.3-34.2,34.3,440(-2),,,クラリティスカイ,
16,2015/03/08,2中山4,曇,11,報知杯弥生賞(G2),201506020411,,11,6,6,21.7,7,4,武豊,56,1.0,0.0,2000,1.0,0.0,0.0,0.0,**,2:02.4,0.6,**,9-9-9-8,36.2-36.4,35.8,442(-4),,,サトノクラウン,780.0
17,2015/01/11,1京都4,曇,11,日刊スポシンザン記念(G3),201508010411,,12,7,9,5.0,2,1,武豊,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.8,0.0,**,9-6,35.7-34.7,33.7,446(+12),,,(ロードフェリーチェ),"3,744.8"
18,2014/11/24,5東京7,晴,11,東京スポーツ杯2歳S(G3),201405050711,,13,5,6,23.0,7,7,武豊,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:48.2,0.3,**,6-7-7,35.4-34.9,34.3,434(-6),,,サトノクラウン,
19,2014/11/01,4京都8,曇,9,萩S(OP),201408040809,,6,2,2,5.9,4,3,義英真,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.9,0.3,**,1-1,35.9-34.8,35.1,440(-8),,,エイシンライダー,382.2
20,2014/10/11,4東京1,晴,11,いちょうS(G),201405040111,,12,8,11,30.0,6,6,義英真,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.0,0.5,**,11-11,34.4-34.9,33.5,448(+8),,,クラリティスカイ,
21,2014/08/17,2小倉6,曇,2,2歳未勝利,201410020602,,15,5,8,4.9,2,1,義英真,51,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.7,0.0,**,12-12-11-8,36.7-35.6,34.5,440(+2),,,(ウインソワレ),500.0
22,2014/07/26,3中京7,晴,5,2歳新馬,201407030705,,16,7,13,33.4,9,5,義英真,51,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:39.6,0.8,**,13-14-14,37.5-36.3,35.7,438(0),,,ヒルノマレット,70.0
