,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2009/08/23,2札幌8,曇,9,札幌記念(G2),200901020809,,16,8,16,355.0,15.0,16,武幸四郎,57,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:05.0,4.3,**,2-3-5-16,35.6-36.2,39.9,464(-2),,,ヤマニンキングリー,
1,2009/08/09,2新潟8,雨,11,関屋記念(G3),200904020811,,18,2,4,218.4,18.0,18,吉田隼人,56,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:34.2,1.5,**,14-15,34.6-33.7,33.8,466(0),,,スマイルジャック,
2,2009/06/28,2福島4,晴,11,バーデンバーデンC(OP),200903020411,,16,3,6,30.2,10.0,11,後藤浩輝,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.4,0.7,**,11-13,33.3-35.4,35.2,466(+8),,,シャウトライン,
3,2009/05/16,2東京7,曇,11,京王杯スプリングC(G2),200905020711,,18,5,10,54.2,14.0,17,伊藤工真,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.5,0.9,**,6-6,35.1-34.2,34.7,458(-1),,,スズカコーズウェイ,
4,2009/04/08,大井,晴,11,東京スプリント競走(G3),200944040811,,16,6,11,24.5,8.0,8,岩田康誠,56,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:12.8,1.2,**,8-7,34.7-36.9,37.4,459(-5),,,ゼンノパルテノン,
5,2008/12/21,5阪神6,曇,11,阪神C(G2),200809050611,,18,2,4,68.0,13.0,14,佐藤哲三,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.9,1.3,**,2-2,34.2-35.8,37.0,464(0),,,マルカフェニックス,
6,2008/11/01,4京都7,晴,11,毎日放送賞スワンS(G2),200808040711,,16,7,14,35.4,9.0,11,川田将雅,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:20.7,0.8,**,2-2,34.3-34.5,35.1,464(0),,,マイネルレーニア,
7,2008/10/05,4阪神8,曇,10,ポートアイランドS(OP),200809040810,,18,4,8,3.6,1.0,10,川田将雅,57,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:35.9,1.2,**,6-6,36.5-34.1,34.9,464(+10),,,マイネルレーニア,
8,2008/09/14,4中山2,晴,11,京成杯オータムH(G3),200806040211,,16,2,4,6.7,2.0,3,後藤浩輝,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:32.4,0.3,**,13-14-10,32.8-36.2,35.2,454(-4),,,キストゥヘヴン,"1,009.0"
9,2008/08/17,3小倉2,晴,10,TV西日本北九州記念(G3),200810030210,,18,7,15,15.5,7.0,9,佐藤哲三,56,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,1:08.5,1.0,**,10-11,33.0-34.5,34.5,458(-2),,,スリープレスナイト,
