,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2007/06/10,3東京8,曇,12,4歳上1000万下,200705030812,,17,4,8,18.8,7,12,田中勝春,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:37.0,0.7,**,9-10,35.6-36.0,36.2,482(+2),,,ニシノフリーダム,
1,2007/05/20,3東京2,晴,12,葉山特別(1000万下),200705030212,,14,7,13,80.4,13,9,鮫島良太,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.3,0.8,**,13-13,35.3-35.0,34.7,480(-2),,,ノープロブレム,
2,2006/08/20,3新潟4,晴,9,三面川特別(1000万下),200604030409,,9,3,3,18.8,5,8,吉田豊,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:50.0,1.3,**,8-8,37.3-33.1,33.4,482(-2),,,スプリングドリュー,
3,2006/07/22,2新潟3,曇,11,火打山特別(1000万下),200604020311,,18,5,10,20.5,10,9,吉田豊,55,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:21.9,0.6,**,17-16,33.7-35.8,35.0,484(-2),,,ジョイントスターズ,
4,2006/02/18,1東京7,晴,10,春望S(1600万下),200605010710,,16,7,13,66.1,12,12,吉田豊,57,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:26.2,2.0,**,15-13,34.7-37.6,38.1,486(-10),,,チョウカイロイヤル,
5,2006/01/15,1中山6,晴,10,ジャニュアリーS(1600万下),200606010610,,16,3,5,71.8,14,14,吉田豊,53,1.0,0.0,1200,0.0,0.0,0.0,1.0,**,1:11.5,1.5,**,13-13,33.2-36.8,37.0,496(+28),,,リンガスローレル,
6,2005/05/08,2東京6,曇,11,NHKマイルC(G1),200505020611,,18,8,16,150.6,17,14,吉田豊,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,,1:35.4,1.8,,4-4,35.5-34.2,35.4,468(-2),,,ラインクラフト,
7,2005/04/17,3中山8,晴,11,皐月賞(G1),200506030811,,18,4,8,328.3,18,14,吉田豊,57,0.0,1.0,2000,0.0,0.0,1.0,0.0,,2:00.6,1.4,,15-16-17-18,35.0-34.5,34.7,470(-8),,,ディープインパクト,
8,2005/03/20,2中山8,曇,11,フジTVスプリングS(G2),200506020811,,16,6,11,93.7,12,7,吉田豊,56,0.0,1.0,1800,0.0,0.0,1.0,0.0,,1:48.2,0.9,,11-10-10-7,35.7-35.4,35.4,478(0),,,ダンスインザモア,
9,2005/01/05,1中山1,晴,10,ジュニアC(OP),200506010110,,13,1,1,10.2,6,4,吉田豊,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,,1:34.3,0.4,,11-11-11,34.9-35.8,34.3,478(-6),,,ロードマジェスティ,290.0
10,2004/11/20,5東京5,晴,11,東京スポーツ杯2歳S(G3),200405050511,,13,8,13,20.7,6,10,吉田豊,55,0.0,1.0,1800,0.0,1.0,0.0,0.0,,1:49.2,1.0,,5-5-5,35.5-35.0,35.6,484(+6),,,スムースバリトン,
11,2004/10/03,4中山8,雨,9,芙蓉S(OP),200406040809,,7,6,6,3.9,2,1,吉田豊,55,0.0,1.0,1600,1.0,0.0,0.0,0.0,,1:39.9,-0.3,,3-3-2,37.0-37.4,37.1,478(+16),,,(シルクプライズ),"1,616.1"
12,2004/07/25,2新潟4,晴,1,2歳未勝利,200404020401,,12,8,12,11.4,3,1,吉田豊,54,0.0,1.0,1600,0.0,0.0,1.0,0.0,,1:35.4,-0.6,,3-3,35.2-35.2,34.7,462(0),,,(トップガンジョー),500.0
13,2004/07/03,2福島5,晴,5,2歳新馬,200403020505,,9,5,5,22.2,6,3,吉田豊,54,0.0,1.0,1200,0.0,0.0,1.0,0.0,,1:10.6,1.0,,6-6,33.8-35.8,36.0,462(0),,,エイワジョリー,180.0
