,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,障,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2012/04/29,2東京4,晴,10,オアシスS(OP),201205020410,,16,5,10,331.4,15,12,本橋孝太,56,1.0,0.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:37.2,2.0,**,14-14,34.4-36.1,36.8,518(-4),,,ナムラタイタン,
1,2012/03/31,2阪神3,曇,11,コーラルS(OP),201209020311,,16,5,9,252.6,14,14,古川吉洋,56,1.0,0.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:23.3,1.8,**,13-14,33.7-36.3,36.7,522(+2),,,インオラリオ,
2,2011/10/02,5阪神8,曇,4,障害3歳上未勝利,201109050804,,14,5,7,20.6,7,11,林満明,60,0.0,0.0,1.0,2970,0.0,0.0,1.0,0.0,,3:24.3,5.9,,10-8-8-12,105.0-38.7,13.8,520(0),,,マーベラスカイザー,
3,2011/04/23,3京都1,雨,4,障害4歳上未勝利,201108030104,,14,4,6,5.4,3,12,林満明,60,0.0,0.0,1.0,2910,0.0,0.0,1.0,0.0,,3:22.8,5.6,,5-7-9-9,106.0-37.7,13.9,520(0),,,ディアマジェスティ,
4,2011/02/05,2京都3,晴,11,すばるS(OP),201108020311,,16,1,1,5.1,3,5,Ｍデムー,55,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.1,0.7,**,8-8,34.9-36.4,36.0,520(-2),,,アーリーロブスト,210.0
5,2011/01/15,1京都5,曇,11,大和S(OP),201108010511,,16,3,5,17.0,6,5,安藤勝己,55,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.5,0.5,**,13-13,35.3-36.3,35.8,522(+6),,,ダノンカモン,210.0
6,2010/12/19,5阪神6,晴,11,ギャラクシーS(OP),201009050611,,16,3,6,91.6,9,5,佐藤哲三,55,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:23.6,1.1,**,7-7,34.3-36.2,36.8,516(+8),,,ケイアイガーベラ,210.0
7,2010/05/09,2東京6,晴,10,オアシスS(OP),201005020610,,16,3,5,24.9,8,13,石橋脩,55,1.0,0.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:37.0,1.7,**,10-11,35.0-36.1,36.1,508(0),,,ダイショウジェット,
8,2010/04/03,2阪神3,晴,10,コーラルS(OP),201009020310,,16,4,8,7.5,3,9,安藤勝己,55,1.0,0.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.0,1.2,**,9-12,34.5-36.3,36.4,508(-4),,,ナムラタイタン,
9,2010/02/27,2中山1,晴,11,千葉S(OP),201006020111,,16,3,6,15.6,7,4,後藤浩輝,55,1.0,0.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:10.1,0.3,**,12-10,33.1-36.7,35.9,512(-8),,,ビクトリーテツニー,320.0
10,2010/02/06,2京都3,晴,11,すばるS(OP),201008020311,,15,5,10,4.4,2,3,安藤勝己,55,1.0,0.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:24.3,0.2,**,11-10,34.8-37.5,36.7,520(+6),,,アンクルリーサム,535.2
11,2009/12/19,5阪神5,晴,11,ギャラクシーS(OP),200909050511,,16,3,5,14.9,6,6,幸英明,55,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.3,1.1,**,12-11,34.2-37.2,37.1,514(0),,,ケイアイテンジン,
12,2009/11/22,5東京6,曇,11,霜月S(OP),200905050611,,14,3,3,7.1,3,5,小林淳一,55,1.0,0.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.3,0.8,**,6-6,35.2-35.9,36.3,514(0),,,ワンダーポデリオ,230.0
