,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2012/08/26,2札幌4,晴,11,キーンランドC(G3),201201020411,,14,6,9,216.7,12.0,13,勝浦正樹,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.5,0.9,**,7-8,33.5-34.1,34.3,500(+12),,,パドトロワ,
1,2012/08/12,1札幌8,曇,11,UHB賞(OP),201201010811,,11,6,7,25.6,8.0,7,勝浦正樹,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.9,0.8,**,7-7,34.2-33.9,33.9,488(-4),,,シュプリームギフト,
2,2012/07/22,2新潟4,曇,11,アイビスサマーD(G3),201204020411,,18,1,1,98.0,13.0,11,勝浦正樹,56,0.0,1.0,1000,0.0,1.0,0.0,0.0,**,0:55.1,0.9,**,,32.1-32.7,32.7,492(-4),,,パドトロワ,
3,2012/04/29,1福島8,晴,11,福島民友C(OP),201203010811,,15,4,7,16.2,6.0,9,吉田隼人,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.2,0.8,**,4-4,33.4-34.0,34.4,496(0),,,ドリームバレンチノ,
4,2012/03/25,1中京8,晴,11,高松宮記念(G1),201207010811,,18,4,7,174.4,16.0,12,吉田隼人,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:11.0,0.7,**,15-16,34.5-35.8,35.0,496(-2),,,カレンチャン,
5,2012/03/03,2中山3,晴,11,夕刊フジオーシャンS(G3),201206020311,,16,6,12,70.8,10.0,11,柴田善臣,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:10.0,0.8,**,8-10,33.4-35.8,36.0,498(+2),,,ワンカラット,
6,2012/01/28,2京都1,晴,11,シルクロードS(G3),201208020111,,16,8,16,122.2,13.0,14,藤田伸二,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.7,1.4,**,2-3,34.1-34.2,35.4,496(+8),,,ロードカナロア,
7,2011/11/06,6京都2,小雨,10,京洛S(OP),201108060210,,16,6,11,,,取,藤田伸二,56,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,,,**,,34.6-33.4,,計不,,,ロードカナロア,
8,2011/10/08,5京都1,晴,11,夕刊フジ杯オパールS(OP),201108050111,,16,2,4,47.4,12.0,1,藤田伸二,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.1,0.0,**,3-3,33.5-33.6,33.3,488(-6),,,(エーブダッチマン),"2,234.3"
9,2011/09/03,4新潟7,晴,11,BSN賞(OP),201104040711,,13,7,11,28.5,7.0,12,柴田善臣,56,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:12.4,2.0,**,6-6,34.1-36.3,37.8,494(+6),,,アースサウンド,
