,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2016/12/17,4中京5,曇,11,中京日経賞(1000万下),201607040511,,18,4,7,52.0,12,18,シュタル,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:10.6,2.4,**,14-11,33.7-34.5,35.8,496(+10),,,キタサンラブコール,
1,2016/07/23,2福島7,曇,11,白河特別(1000万下),201603020711,,16,8,16,11.6,7,16,津村明秀,52,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:10.7,1.7,**,4-4,33.5-35.5,36.7,486(-8),,,フルールシチー,
2,2016/07/03,2福島2,曇,10,さくらんぼ特別(1000万下),201603020210,,11,1,1,60.5,8,5,石川裕紀,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.2,0.2,**,10-9,33.7-34.3,33.4,494(-6),,,セイウンコウセイ,150.0
3,2016/06/11,3阪神3,晴,10,舞子特別(1000万下),201609030310,,15,6,11,121.0,13,11,岩田康誠,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.5,1.2,**,9-9,33.7-34.9,35.4,500(-4),,,ベステンダンク,
4,2016/01/31,2京都2,晴,12,4歳上1000万下,201608020212,,14,2,2,16.5,7,10,小牧太,55,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:23.7,1.1,**,9-9,36.2-34.6,34.8,504(+2),,,ベステンダンク,
5,2016/01/17,1京都6,曇,12,4歳上1000万下,201608010612,,13,2,2,12.4,6,9,秋山真一,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:13.1,0.9,**,9-9,35.1-37.1,37.0,502(+2),,,ガンジー,
6,2015/12/26,5阪神7,晴,12,3歳上1000万下,201509050712,,16,2,3,26.2,11,12,菱田裕二,55,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:24.6,1.1,**,6-8,34.5-37.1,37.6,500(+32),,,カフジテイク,
7,2015/08/15,1札幌5,曇,11,STV賞(1000万下),201501010511,,14,7,12,28.6,9,6,四位洋文,55,0.0,1.0,1500,0.0,1.0,0.0,0.0,**,1:29.1,0.4,**,9-8-7,28.5-36.3,35.8,468(-6),,,ダンツキャンサー,
8,2015/07/26,2函館6,曇,12,潮騒特別(1000万下),201502020612,,13,7,11,7.1,4,9,岩田康誠,54,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,1:11.5,1.1,**,5-5,35.1-35.3,36.0,474(-18),,,アンブリカル,
9,2015/04/25,3京都1,晴,11,錦S(1600万下),201508030111,,8,8,8,34.1,7,8,小牧太,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.3,1.3,**,1-1,34.0-35.3,36.6,492(+2),,,カバーストーリー,
