,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/16,2阪神8,晴,10,陽春S(1600万下),201709020810,,16,2,4,180.6,14,13,国分優作,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:12.8,1.9,**,8-6,34.2-36.7,37.7,450(0),,,サイタスリーレッド,
1,2017/03/26,2阪神2,曇,10,淀屋橋S(1600万下),201709020210,,16,8,15,144.0,14,16,川島信二,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:10.1,1.5,**,10-10,34.2-34.4,34.9,450(0),,,オールインワン,
2,2017/02/05,2京都4,曇,10,山城S(1600万下),201708020410,,14,4,6,59.9,12,8,松田大作,55,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:11.0,1.0,**,4-3,34.7-35.3,36.0,450(0),,,ウインムート,
3,2017/01/29,1中京6,曇,11,長篠S(1600万下),201707010611,,10,4,4,38.7,9,9,杉原誠人,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.2,0.9,**,4-5,34.6-33.7,34.2,450(+4),,,フィドゥーシア,
4,2016/12/04,4中京2,曇,10,浜松S(1600万下),201607040210,,18,2,3,19.6,9,18,杉原誠人,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.0,1.1,**,11-8,34.2-33.7,34.2,446(0),,,トウショウピスト,
5,2016/11/06,3福島2,晴,11,みちのくS(1600万下),201603030211,,16,7,13,37.8,9,7,杉原誠人,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.3,0.4,**,13-13,33.8-35.1,34.6,446(+2),,,ラズールリッキー,
6,2016/10/02,4阪神8,晴,10,道頓堀S(1600万下),201609040810,,16,1,1,41.0,10,8,松田大作,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:10.5,1.1,**,8-8,34.8-34.6,35.1,444(+4),,,イッテツ,
7,2016/09/03,2小倉11,曇,11,北九州短距離S(1600万下),201610021111,,11,2,2,42.7,10,11,鮫島良太,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.8,1.2,**,3-3,33.6-34.0,34.9,440(0),,,ラインハート,
8,2016/07/02,2福島1,曇,11,テレビユー福島賞(1600万下),201603020111,,14,8,14,12.6,7,12,武士沢友,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.9,0.7,**,11-12,34.3-33.9,33.7,440(-4),,,ジャストドゥイング,
9,2016/06/18,3阪神5,晴,10,水無月S(1600万下),201609030510,,7,1,1,9.7,4,3,松田大作,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.8,0.5,**,4-4,33.9-34.4,34.6,444(+2),,,コスモドーム,462.7
10,2016/05/29,3京都12,曇,10,安土城S(OP),201608031210,,18,8,16,88.2,16,17,松田大作,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.4,1.2,**,6-7,35.4-34.2,34.9,442(-2),,,ミッキーラブソング,
11,2016/04/10,3中山6,曇,11,春雷S(OP),201606030611,,16,4,7,155.9,16,4,武士沢友,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.2,0.6,**,8-8,33.9-33.7,33.5,444(0),,,エイシンスパルタン,350.0
12,2016/03/13,2中山6,曇,10,東風S(OP),201606020610,,13,6,9,233.2,13,13,菱田裕二,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.6,1.1,**,2-2-2,35.7-35.3,36.3,444(-6),,,インパルスヒーロー,
13,2016/01/23,1京都7,曇,11,太秦S(OP),201608010711,,12,5,6,98.7,12,12,鮫島良太,55,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:13.1,2.0,**,9-10,34.8-36.3,37.3,450(+4),,,ブルドッグボス,
14,2015/12/06,5阪神2,曇,11,タンザナイトS(OP),201509050211,,16,5,9,47.2,11,15,鮫島良太,54,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.7,1.0,**,2-2,34.6-34.7,35.4,446(+6),,,テイエムタイホー,
15,2015/11/15,5東京4,晴,11,オーロC(OP),201505050411,,18,5,9,92.4,14,9,横山和生,54,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:22.3,0.6,**,3-3,35.5-34.3,34.5,440(+4),,,ロサギガンティア,
16,2015/08/30,2札幌4,晴,11,キーンランドC(G3),201501020411,,16,1,1,156.7,14,16,松田大作,54,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:10.3,1.7,**,2-2,34.0-34.6,36.3,436(+10),,,ウキヨノカゼ,
17,2015/06/21,1函館2,晴,11,函館スプリントS(G3),201502010211,,16,4,8,38.7,10,13,松田大作,52,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.4,1.1,**,9-8,33.0-35.3,35.8,426(-6),,,ティーハーフ,
18,2015/05/10,2東京6,晴,11,NHKマイルC(G1),201505020611,,18,3,5,106.9,15,18,松田大作,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.5,2.0,**,5-8,35.3-34.2,35.8,432(-8),,,クラリティスカイ,
19,2015/03/21,2中京3,晴,11,中スポ賞ファルコンS(G3),201507020311,,18,1,1,78.3,14,1,松田大作,56,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:22.9,0.0,**,4-3,34.4-36.9,36.7,440(-4),,,(アクティブミノル),"3,767.2"
20,2015/01/31,1東京1,晴,10,クロッカスS(OP),201505010110,,14,4,6,14.1,6,9,内田博幸,56,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:24.3,1.6,**,2-2,35.5-35.2,36.7,444(+4),,,ニシノラッシュ,
21,2014/12/21,5阪神6,晴,11,朝日フューチュリティ(G1),201409050611,,18,3,5,179.3,18,10,四位洋文,55,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:36.9,1.0,**,4-4,34.9-36.1,36.8,440(+2),,,ダノンプラチナ,
22,2014/12/06,5阪神1,晴,9,万両賞(500万下),201409050109,,9,7,7,3.7,2,1,四位洋文,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.3,0.0,**,5-4,35.1-35.2,34.9,438(+2),,,(マコトグナイゼナウ),"1,002.4"
23,2014/10/04,3新潟7,曇,9,カンナS(OP),201404030709,,13,7,10,11.8,4,5,藤岡佑介,55,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,1:11.1,0.5,**,3-3,34.8-35.8,35.8,436(+2),,,サフィロス,150.0
24,2014/09/07,2小倉12,晴,11,小倉2歳S(G3),201410021211,,17,6,11,20.1,8,6,藤岡佑介,54,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.0,0.6,**,6-6,33.0-35.4,35.5,434(0),,,オーミアリス,
25,2014/07/06,3中京2,曇,1,2歳未勝利,201407030201,,10,2,2,1.6,1,1,福永祐一,54,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:23.3,-0.1,**,5-3,35.3-35.6,35.3,434(-4),,,(フェアラフィネ),500.0
26,2014/06/14,3阪神3,晴,5,2歳新馬,201409030305,,12,8,12,58.6,11,2,藤岡佑介,54,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.8,0.2,**,1-1,35.0-35.7,35.9,438(0),,,テイケイラピッド,280.0
