,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2010/08/01,1小倉6,晴,10,小倉記念(G3),201010010610,,17,8,17,77.8,14,17,浜中俊,56,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:01.1,3.2,**,3-3-3-15,34.3-35.2,38.1,546(+2),,,ニホンピロレガーロ,
1,2010/06/27,2福島4,雨,11,福島テレビOP(OP),201003020411,,16,8,15,14.4,5,11,石橋脩,56,0.0,1.0,1800,1.0,0.0,0.0,0.0,**,1:49.4,1.7,**,3-4-11-12,34.3-36.2,37.3,544(+4),,,バトルバニヤン,
2,2009/08/09,2新潟8,雨,11,関屋記念(G3),200904020811,,18,8,16,28.2,9,6,柴山雄一,56,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:33.3,0.6,**,4-4,34.6-33.7,33.9,540(+2),,,スマイルジャック,
3,2009/06/21,2福島2,曇,11,福島テレビOP(OP),200903020211,,15,3,4,45.5,10,1,柴山雄一,55,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:48.9,0.0,**,1-1-1-1,35.7-36.5,36.5,538(+8),,,(ショウワモダン),"2,346.2"
4,2008/01/27,1京都8,曇,11,平安S(G3),200808010811,,16,1,2,80.2,14,16,幸英明,57,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:54.7,3.7,**,11-10-10-14,36.1-37.4,40.0,530(+14),,,クワイエットデイ,
5,2007/06/02,3東京5,晴,11,ユニコーンS(G3),200705030511,,15,6,12,10.4,4,4,後藤浩輝,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:37.3,0.4,**,4-5,34.4-37.1,37.1,516(+12),,,ロングプライド,570.0
6,2007/05/06,2東京6,雨,11,NHKマイルC(G1),200705020611,,18,6,11,11.4,7,5,四位洋文,57,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:34.7,0.4,**,4-6,34.2-35.8,35.8,504(+6),,,ピンクカメオ,920.0
7,2007/04/07,3中山5,曇,11,ニュージーランドT(G2),200706030511,,16,3,6,51.1,11,1,後藤浩輝,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.9,-0.2,**,2-3-3,34.5-35.6,35.3,498(-8),,,(マイネルフォーグ),"5,514.8"
8,2007/03/24,2阪神1,雨,11,毎日杯(G3),200709020111,,14,2,2,73.5,10,5,和田竜二,56,0.0,1.0,1800,1.0,0.0,0.0,0.0,**,1:48.4,0.4,**,1-1,34.8-34.5,34.9,506(-8),,,ナムラマース,420.0
9,2007/03/03,1阪神3,曇,6,3歳500万下,200709010306,,8,2,2,3.6,3,1,Ｍデムー,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:54.7,-0.6,**,1-1-1-1,38.5-37.7,37.7,514(0),,,(ロフティマウンテン),700.0
10,2007/02/17,2京都7,曇,2,3歳未勝利,200708020702,,14,8,13,3.8,3,1,和田竜二,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:55.5,-0.4,**,1-1-1-1,37.2-37.5,37.5,514(0),,,(ヒシヴェンチャー),500.0
11,2007/01/21,1小倉2,曇,1,3歳未勝利,200710010201,,15,4,6,3.7,2,3,芹沢純一,56,1.0,0.0,1700,0.0,1.0,0.0,0.0,**,1:47.7,0.3,**,1-1-1-1,29.5-39.8,40.1,514(-8),,,メイショウカルド,130.0
12,2007/01/06,1京都1,小雨,2,3歳未勝利,200708010102,,16,6,11,28.1,6,3,和田竜二,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:53.8,0.3,**,1-1-1-1,36.4-38.7,39.0,522(+2),,,モチ,130.0
13,2006/12/17,3阪神6,晴,2,2歳未勝利,200609030602,,13,8,13,84.7,8,5,小牧太,55,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:56.3,1.9,**,1-1-1-1,36.9-38.9,40.8,520(-10),,,メイショウラッシー,50.0
14,2006/12/03,3阪神2,晴,2,2歳未勝利,200609030202,,12,2,2,22.4,7,8,和田竜二,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:57.6,2.1,**,7-7-7-5,37.2-38.8,40.2,530(+2),,,クリーン,
15,2006/11/19,6京都6,小雨,5,2歳新馬,200608060605,,12,8,11,48.7,9,8,小牧太,55,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,2:05.7,1.6,**,9-9-8-5,38.1-35.0,36.0,528(0),,,ダイワスカーレット,
