,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
17,2013/12/15,5阪神6,晴,10,元町S(1600万下),201309050610,,12,3,3,6.8,4,2,岩田康誠,57.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:48.4,0.3,**,3-4,36.8-34.9,34.6,480(-4),,,ゼロス,708.0
18,2013/12/01,5阪神2,晴,12,ゴールデンホイップT(1600万下),201309050212,,15,3,5,4.2,2,6,福永祐一,58.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.5,0.4,**,7-6,34.9-34.6,34.6,484(+22),,,オースミナイン,
19,2013/09/28,4中山8,曇,11,秋風S(1600万下),201306040811,,16,6,12,4.8,3,8,内田博幸,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.6,0.4,**,5-5-6,35.7-34.9,34.8,462(0),,,ブレイズアトレイル,
20,2013/08/31,2新潟11,曇,11,長岡S(1600万下),201304021111,,17,3,5,4.4,1,6,池添謙一,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.6,0.9,**,5-5,34.3-34.7,34.8,462(0),,,スイートサルサ,
21,2013/08/10,2新潟5,晴,11,新潟日報賞(1600万下),201304020511,,18,8,16,7.4,4,7,内田博幸,58.5,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.3,0.6,**,10-8,33.1-35.5,34.5,462(0),,,エクセラントカーヴ,
22,2013/07/06,3中京3,晴,11,豊明S(1600万下),201307030311,,18,7,13,9.0,5,2,川田将雅,58.5,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.5,0.2,**,7-7,34.4-35.0,34.1,462(-10),,,プリムラブルガリス,711.4
23,2013/05/26,3京都12,晴,10,ディープインパクトC(OP),201308031210,,18,6,11,7.1,3,9,小牧太,56.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.4,1.1,**,11-11,35.1-33.9,34.2,472(+2),,,サクラアドニス,
24,2013/04/07,3中山6,晴,11,春雷S(OP),201306030611,,16,6,11,3.4,1,16,横山典弘,56.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:11.4,1.6,**,6-10,34.5-35.3,36.4,470(-6),,,ポアゾンブラック,
25,2013/02/24,1阪神2,晴,11,阪急杯(G3),201309010211,,16,3,6,79.6,11,3,川田将雅,56.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.2,0.2,**,3-3,34.4-35.4,35.3,476(+6),,,ロードカナロア,958.4
26,2012/12/24,5阪神9,晴,11,阪神C(G2),201209050911,,18,2,4,14.6,7,15,武豊,56.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.8,0.8,**,11-12,34.3-35.5,35.4,470(0),,,サンカルロ,
27,2012/11/24,5京都7,曇,11,京阪杯(G3),201208050711,,18,4,7,9.2,4,7,武豊,55.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.8,0.3,**,9-7,34.3-34.2,34.0,470(+2),,,ハクサンムーン,
28,2012/10/27,4京都8,晴,11,毎日放送賞スワンS(G2),201208040811,,16,4,7,11.5,5,5,川田将雅,54.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.7,0.2,**,3-4,35.2-33.8,33.8,468(+6),,,グランプリボス,550.0
29,2012/10/01,4阪神9,曇,11,ポートアイランドS(OP),201209040911,,18,8,17,7.3,4,1,川田将雅,53.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,0.0,**,6-7,35.6-34.6,34.1,462(0),,,(ゴールスキー),"2,142.0"
30,2012/05/26,3京都11,晴,10,白百合S(OP),201208031110,,10,3,3,5.4,2,6,川田将雅,57.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.5,0.5,**,4-4,36.5-33.5,33.7,462(+6),,,マウントシャスタ,
31,2012/05/06,2東京6,曇,11,NHKマイルC(G1),201205020611,,18,7,13,31.4,10,4,川田将雅,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.1,0.6,**,8-8,35.1-34.6,34.5,456(0),,,カレンブラックヒル,"1,400.0"
32,2012/04/07,3中山5,曇,11,ニュージーランドT(G2),201206030511,,16,8,16,5.4,3,4,Ｃ．デム,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.8,0.6,**,15-9-8,34.0-35.6,35.0,456(-8),,,カレンブラックヒル,780.0
33,2012/02/25,1阪神1,曇,11,アーリントンC(G3),201209010111,,13,2,2,6.0,3,2,デムーロ,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.4,0.1,**,3-4,36.5-35.2,35.0,464(-8),,,ジャスタウェイ,"1,514.0"
34,2012/01/08,1京都2,曇,11,日刊スポシンザン記念(G3),201208010211,,15,5,9,5.2,3,7,小牧太,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.2,0.9,**,12-13,35.0-35.5,34.3,472(0),,,ジェンティルドンナ,
35,2011/12/25,6阪神8,晴,7,2歳500万下,201109060807,,13,8,13,2.6,1,1,小牧太,55.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.7,-0.3,**,9-7,35.1-36.3,35.5,472(+2),,,(マカハ),700.0
36,2011/12/04,6阪神2,晴,9,千両賞(500万下),201109060209,,11,6,7,2.0,1,2,ルメール,55.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.0,0.3,**,4-4,35.8-35.4,35.4,470(+8),,,ローレルブレット,408.2
37,2011/11/12,5東京3,曇,11,京王杯2歳S(G2),201105050311,,14,3,4,9.2,4,3,小牧太,55.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:22.4,0.3,**,4-4,35.3-34.6,34.5,462(-24),,,レオアクティブ,957.4
38,2011/10/02,5阪神8,曇,2,2歳未勝利,201109050802,,15,6,11,1.7,1,1,小牧太,55.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:51.3,-0.1,**,5-4,36.8-34.3,34.0,486(+12),,,(タマモピッコロ),500.0
39,2011/09/11,5阪神2,晴,5,2歳新馬,201109050205,,11,8,11,1.8,1,2,小牧太,54.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:37.2,0.2,**,6-5,36.7-35.1,34.7,474(0),,,ラフィングインメイ,280.0
