,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2015/10/18,3新潟2,晴,11,信越S(OP),201504030211,,18,3,5,27.6,11,8,高倉稜,56.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.8,0.3,**,3-3,33.6-35.5,35.5,468(0),,,ダノンプログラマー,
1,2015/08/30,2新潟10,小雨,10,朱鷺S(OP),201504021010,,17,8,17,21.0,9,10,石橋脩,57.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.2,0.8,**,9-9,33.8-35.0,35.2,468(-2),,,ベステゲシェンク,
2,2015/07/26,3中京8,晴,11,トヨタ賞中京記念(G3),201507030811,,16,2,4,10.2,4,15,小牧太,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.5,1.1,**,4-6-7,34.7-35.2,35.9,470(-8),,,スマートオリオン,
3,2015/06/21,3阪神6,晴,11,米子S(OP),201509030611,,10,3,3,7.4,5,2,小牧太,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.2,0.2,**,1-1,35.5-34.6,34.8,478(-4),,,スマートレイアー,886.4
4,2015/03/29,2中京6,小雨,11,高松宮記念(G1),201507020611,,18,1,2,154.4,16,12,菱田裕二,57.0,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.6,1.1,**,14-14,34.0-34.5,34.4,482(-2),,,エアロヴェロシティ,
5,2015/03/01,1阪神2,雨,11,阪急杯(G3),201509010211,,16,4,7,16.7,7,11,太宰啓介,56.0,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:25.1,1.3,**,5-7,34.9-36.8,37.6,484(-6),,,ダイワマッジョーレ,
6,2014/12/27,5阪神7,曇,11,阪神C(G2),201409050711,,18,2,4,16.3,10,6,岩田康誠,57.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.0,0.3,**,5-5,34.3-35.2,35.0,490(+6),,,リアルインパクト,
7,2014/12/07,5阪神2,晴,11,タンザナイトS(OP),201409050211,,11,6,7,3.4,2,4,菱田裕二,56.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.8,0.1,**,8-8,35.4-34.6,34.1,484(+2),,,サトノルパン,320.0
8,2014/11/01,4京都8,曇,11,毎日放送賞スワンS(G2),201408040811,,13,2,2,22.4,7,8,松山弘平,56.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.0,0.7,**,6-7,35.1-33.9,33.9,482(+6),,,ミッキーアイル,
9,2014/10/05,4阪神8,曇,11,ポートアイランドS(OP),201409040811,,13,8,13,5.8,3,1,菱田裕二,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.9,0.0,**,3-3,36.5-33.5,33.3,476(+8),,,(アズマシャトル),"2,128.7"
10,2014/08/31,2新潟10,晴,10,朱鷺S(OP),201404021010,,14,6,10,5.5,3,3,石橋脩,56.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.8,0.0,**,7-7,34.6-34.6,33.9,468(0),,,サクラアドニス,534.3
11,2014/07/27,3中京8,曇,11,トヨタ賞中京記念(G3),201407030811,,16,6,12,20.2,10,5,武幸四郎,55.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:37.3,0.2,**,7-5-6,35.5-37.0,36.7,468(-10),,,サダムパテック,380.0
12,2014/06/22,3阪神6,曇,11,米子S(OP),201409030611,,12,8,11,3.1,1,5,小牧太,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.4,0.6,**,6-5,35.6-35.5,35.6,478(+6),,,サンライズメジャー,210.0
13,2014/05/04,1新潟2,晴,11,谷川岳S(OP),201404010211,,16,5,9,6.1,2,4,小牧太,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.5,0.3,**,2-2,37.4-32.8,33.0,472(-14),,,サンレイレーザー,320.0
14,2014/03/30,2阪神2,曇,10,心斎橋S(1600万下),201409020210,,18,8,16,4.4,2,1,小牧太,58.0,1.0,0.0,1400,0.0,0.0,0.0,1.0,**,1:23.0,-0.3,**,8-7,33.5-38.1,37.3,486(-2),,,(サマールナ),"1,828.5"
15,2014/03/08,1阪神3,晴,10,武庫川S(1600万下),201409010310,,9,1,1,2.7,1,2,武豊,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.8,0.1,**,3-4,36.5-34.3,33.8,488(+4),,,マウントシャスタ,725.6
16,2014/01/06,1京都2,晴,10,新春S(1600万下),201408010210,,15,8,14,9.7,4,6,岩田康誠,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.3,0.5,**,10-10,34.6-34.7,33.7,484(+4),,,フィエロ,
