,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,良,稍,不,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2016/08/28,2新潟10,晴,10,朱鷺S(OP),201604021010,,10,8,10,2.3,1,7,柴山雄一,53,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:21.2,0.8,**,4-4,34.3-34.7,35.1,500(+8),,,ペイシャフェリス,
1,2016/06/19,1函館2,晴,11,函館スプリントS(G3),201602010211,,16,4,8,17.7,8,8,柴山雄一,52,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:08.4,0.6,**,9-9,33.4-34.4,34.2,492(+4),,,ソルヴェイグ,
2,2016/05/08,2東京6,晴,11,NHKマイルC(G1),201605020611,,18,3,6,9.8,4,17,Ｍ．デム,57,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:33.8,1.0,**,11-9,34.3-35.1,35.3,488(0),,,メジャーエンブレム,
3,2016/04/03,2阪神4,曇,10,マーガレットS(OP),201609020410,,10,6,6,1.7,1,1,Ｍ．デム,56,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:21.3,-0.1,**,2-2,34.6-34.6,34.3,488(-6),,,(キアロスクーロ),"1,921.7"
4,2016/02/13,1東京5,晴,6,3歳500万下,201605010506,,16,8,16,1.7,1,1,ルメール,56,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:21.7,-0.1,**,5-5,35.2-34.7,34.2,494(+4),,,(クリーンファンキー),720.0
5,2015/11/29,5東京9,晴,7,ベゴニア賞(500万下),201505050907,,12,8,11,4.7,3,2,ルメール,55,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:34.1,0.1,**,2-2,35.0-35.4,35.1,490(+6),,,ニシノジャーニー,407.6
6,2015/10/31,4東京8,曇,2,2歳未勝利,201505040802,,12,7,10,2.7,1,1,ルメール,55,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.4,-0.1,**,1-1,36.2-34.5,34.5,484(-6),,,(ピュアブリリアン),500.0
7,2015/08/30,2札幌4,晴,2,2歳未勝利,201501020402,,9,8,8,2.6,2,2,モレイラ,54,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:49.9,0.4,**,1-2-2-1,36.0-35.7,36.1,490(+4),,,レインボーライン,200.0
8,2015/08/01,1札幌1,晴,5,2歳新馬,201501010105,,13,4,4,4.7,2,4,柴山雄一,54,1.0,0.0,1500,1.0,0.0,0.0,0.0,**,1:30.7,0.2,**,12-12-12,30.3-35.2,34.1,486(0),,,ジープルメリア,110.0
