,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
12,2008/10/25,4東京5,曇,11,富士S(G3),200805040511,,18,1,2,12.2,6,5,幸英明,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.0,0.3,**,3-4,34.6-34.8,34.6,470(+12),,,サイレントプライド,410.0
13,2008/09/14,4中山2,晴,11,京成杯オータムH(G3),200806040211,,16,2,3,16.5,10,2,北村宏司,53,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.3,0.2,**,4-3-4,32.8-36.2,35.9,458(+6),,,キストゥヘヴン,"1,618.0"
14,2008/06/01,3東京4,晴,10,東京優駿(G1),200805030410,,18,6,11,115.3,16,13,幸英明,57,1.0,0.0,2400,0.0,1.0,0.0,0.0,**,2:28.3,1.6,**,1-1-1-1,35.5-36.4,38.0,452(-4),,,ディープスカイ,
15,2008/05/11,2東京6,曇,11,NHKマイルC(G1),200805020611,,18,2,4,18.5,8,9,幸英明,57,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.7,1.5,**,4-5,34.6-35.0,35.8,456(-4),,,ディープスカイ,
16,2008/04/20,3中山8,曇,11,皐月賞(G1),200806030811,,18,8,16,43.9,15,5,幸英明,57,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:02.2,0.5,**,2-2-2-2,36.2-35.2,35.5,460(-2),,,キャプテントゥーレ,970.0
17,2008/03/23,2中山8,晴,11,フジTVスプリングS(G2),200806020811,,16,7,14,17.6,8,9,幸英明,56,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.4,0.5,**,9-9-11-11,36.3-35.6,35.0,462(-6),,,スマイルジャック,
18,2008/02/17,2京都6,晴,11,きさらぎ賞(G3),200808020611,,15,6,11,6.7,3,4,幸英明,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.0,0.2,**,4-4,36.1-35.9,35.2,468(+8),,,レインボーペガサス,600.0
19,2007/12/09,5中山4,晴,11,朝日フューチュリティ(G1),200706050411,,16,2,3,28.2,10,2,幸英明,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.9,0.4,**,7-4-3,34.7-35.2,35.3,460(+8),,,ゴスホークケン,"2,433.6"
20,2007/11/10,5東京3,小雨,11,京王杯2歳S(G2),200705050311,,15,7,12,8.4,4,3,幸英明,55,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:23.0,0.3,**,1-2,35.0-35.5,35.7,452(-4),,,アポロドルチェ,957.9
21,2007/10/21,4京都7,晴,8,かえで賞(500万下),200708040708,,11,6,7,2.7,1,1,幸英明,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.0,-0.5,**,2-2,35.0-35.8,35.7,456(+8),,,(アイリッシュカフェ),"1,025.2"
22,2007/09/29,4阪神7,曇,9,ききょうS(OP),200709040709,,8,1,1,4.3,3,2,幸英明,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.5,0.1,**,2-4,35.3-34.9,34.6,448(-8),,,マイネブリッツ,645.6
23,2007/09/02,3小倉8,小雨,10,小倉2歳S(G3),200710030810,,12,1,1,31.0,7,5,幸英明,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.8,0.5,**,9-6,33.5-35.8,35.5,456(+2),,,マルブツイースター,320.0
24,2007/08/12,3小倉2,晴,4,2歳新馬,200710030204,,12,6,8,4.5,2,1,蛯名正義,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.7,-0.1,**,1-1,34.6-36.1,36.1,454(0),,,(トムウィンズ),700.0
