,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2012/08/12,3新潟2,晴,11,関屋記念(G3),201204030211,,18,5,10,55.1,15,17,柴田善臣,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.9,1.4,**,1-1,35.0-32.8,34.2,482(-10),,,ドナウブルー,
1,2012/07/22,2中京8,晴,11,トヨタ賞中京記念(G3),201207020811,,16,1,1,29.2,11,16,酒井学,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:37.1,2.0,**,1-1-1,35.3-36.0,38.0,492(+2),,,フラガラッハ,
2,2012/06/10,3東京4,晴,11,エプソムC(G3),201205030411,,18,8,16,53.6,12,18,江田照男,57,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:49.8,3.1,**,1-1-2,35.3-35.6,38.6,490(+14),,,トーセンレーヴ,
3,2010/08/08,2新潟8,曇,11,関屋記念(G3),201004020811,,18,8,16,14.6,6,1,北村宏司,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:32.9,-0.1,**,1-1,36.2-33.2,33.2,476(-4),,,(セイクリッドバレー),"4,063.7"
4,2009/11/21,3福島9,曇,11,福島記念(G3),200903030911,,16,5,10,5.1,1,7,柴田善臣,56,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:59.1,0.5,**,1-1-1-1,34.0-36.4,36.9,480(+6),,,サニーサンデー,
5,2009/11/01,4京都8,雨,11,カシオペアS(OP),200908040811,,11,3,3,4.9,2,1,幸英明,56,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:50.1,-0.4,**,1-1,37.2-34.9,34.9,474(+12),,,(リクエストソング),"2,328.0"
6,2009/09/13,4中山2,晴,10,レインボーS(1600万下),200906040210,,16,1,1,2.6,1,1,横山典弘,57,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:59.7,-0.1,**,1-1-1-1,36.9-34.7,34.7,462(-8),,,(アサティスボーイ),"1,815.0"
7,2009/04/05,3中山4,晴,11,ダービー卿チャレンジ(G3),200906030411,,15,7,14,7.3,4,13,幸英明,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.2,0.5,**,5-8-8,35.2-35.0,35.0,470(-6),,,タケミカヅチ,
8,2009/03/14,2中京1,曇,11,トヨタ賞中京記念(G3),200907020111,,18,1,2,13.8,4,3,幸英明,55,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:00.6,0.2,**,2-2-2-2,33.9-36.9,37.0,476(-4),,,サクラオリオン,"1,109.4"
9,2009/02/07,1小倉1,晴,11,小倉大賞典(G3),200910010111,,16,4,8,13.3,6,4,幸英明,55,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:45.1,0.2,**,4-4-3-2,35.0-34.9,34.5,480(-4),,,サンライズマックス,620.0
10,2008/12/21,5阪神6,曇,11,阪神C(G2),200809050611,,18,1,2,12.1,5,10,幸英明,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.2,0.6,**,1-1,34.2-35.8,36.4,484(+10),,,マルカフェニックス,
11,2008/11/29,5東京7,晴,11,キャピタルS(OP),200805050711,,18,3,6,2.8,1,4,幸英明,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.8,0.8,**,3-3,33.8-35.1,35.2,474(+4),,,タマモサポート,360.0
