,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2010/10/23,4東京5,晴,11,富士S(G3),201005040511,,17,4,8,26.9,9,5,内田博幸,56,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.1,0.3,**,10-9,35.0-34.5,34.0,458(+8),,,ダノンヨーヨー,400.0
1,2009/10/25,4京都6,晴,11,菊花賞(G1),200908040611,,18,8,18,23.1,9,16,藤田伸二,57,1.0,0.0,3000,0.0,0.0,1.0,0.0,**,3:06.3,2.8,**,14-14-13-14,36.1-35.8,37.4,450(+6),,,スリーロールス,
2,2009/09/12,4阪神1,雨,10,朝日チャレンジC(G3),200909040110,,16,6,11,11.6,4,2,藤田伸二,53,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:00.0,0.0,**,8-8-8-8,35.6-34.5,33.7,444(-4),,,キャプテントゥーレ,"1,617.6"
3,2009/05/31,3東京4,曇,10,東京優駿(G1),200905030410,,18,4,8,38.1,11,15,藤田伸二,57,1.0,0.0,2400,1.0,0.0,0.0,0.0,**,2:37.8,4.1,**,15-15-16-16,35.6-39.7,42.0,448(+6),,,ロジユニヴァース,
4,2009/05/10,2東京6,晴,11,NHKマイルC(G1),200905020611,,18,8,16,3.3,1,9,武豊,57,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,1.0,**,11-8,34.3-35.2,34.0,442(0),,,ジョーカプチーノ,
5,2009/02/08,1東京4,晴,11,共同通信杯(G3),200905010411,,15,3,5,2.8,1,1,武豊,56,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.3,-0.3,**,11-9-8,35.6-34.9,33.6,442(-4),,,(トーセンジョーダン),"4,055.3"
6,2008/12/21,5中山6,晴,11,朝日フューチュリティ(G1),200806050611,,16,3,5,4.3,1,3,武豊,55,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.2,0.1,**,14-9-6,34.3-36.3,35.1,446(+10),,,セイウンワンダー,"1,617.4"
7,2008/11/22,5東京5,晴,11,東京スポーツ杯2歳S(G3),200805050511,,14,2,2,2.1,1,2,武豊,55,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.7,0.0,**,10-9-9,35.0-34.3,33.4,436(-4),,,ナカヤマフェスタ,"1,314.8"
8,2008/10/25,4東京5,曇,9,いちょうS(OP),200805040509,,12,4,4,1.7,1,4,岩田康誠,55,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.2,0.2,**,4-4,35.5-34.8,34.6,440(+12),,,ダノンカモン,240.0
9,2008/07/27,2新潟4,晴,6,2歳新馬,200804020406,,18,8,18,5.5,3,1,岩田康誠,54,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.4,-0.7,**,9-9,35.6-34.4,33.4,428(0),,,(ミッキーペトラ),700.0
