,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2008/12/21,5阪神6,曇,11,阪神C(G2),200809050611,,18,8,17,120.1,15.0,12,石橋守,57.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:22.5,0.9,**,10-12,34.2-35.8,35.8,522(+6),,,マルカフェニックス,
1,2008/11/29,5京都7,曇,11,京阪杯(G3),200808050711,,18,5,10,77.2,14.0,11,藤岡佑介,58.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.0,0.9,**,12-14,34.2-33.9,33.6,516(+6),,,ウエスタンダンサー,
2,2008/08/31,1札幌6,晴,9,キーンランドC(G3),200801010609,,16,8,15,56.5,12.0,14,藤岡佑介,57.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.1,1.2,**,13-10,33.9-34.0,34.5,510(-14),,,タニノマティーニ,
3,2008/03/30,1中京10,小雨,11,高松宮記念(G1),200807011011,,18,6,11,20.0,7.0,12,上村洋行,57.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:07.9,0.8,**,7-7,33.4-33.7,34.0,524(0),,,ファイングレイン,
4,2008/03/02,1阪神2,晴,11,阪急杯(G3),200809010211,,16,7,14,34.2,10.0,11,上村洋行,56.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.8,1.1,**,8-9,34.7-34.6,35.1,524(-2),,,ローレルゲレイロ,
5,2008/02/10,2京都4,晴,11,シルクロードS(G3),200808020411,,16,3,6,9.1,4.0,9,ルメール,57.5,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:09.8,0.7,**,4-3,33.7-35.4,35.6,526(0),,,ファイングレイン,
6,2007/12/16,5阪神6,晴,11,阪神C(G2),200709050611,,18,7,14,18.9,7.0,13,岩田康誠,57.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.2,0.6,**,12-12,34.4-34.6,34.5,526(+4),,,スズカフェニックス,
7,2007/11/23,5京都9,晴,11,京阪杯(G3),200708050911,,18,6,11,9.2,4.0,2,ルメール,57.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.0,0.1,**,6-8,33.8-34.1,33.7,522(+8),,,サンアディユ,"1,619.6"
8,2007/10/27,4京都8,晴,11,毎日放送賞スワンS(G2),200708040811,,18,8,16,19.9,9.0,7,武豊,57.0,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.5,0.8,**,11-11,33.7-35.5,34.9,514(+12),,,スーパーホーネット,
9,2007/09/30,4中山8,雨,11,スプリンターズS(G1),200706040811,,16,6,11,21.6,9.0,10,上村洋行,57.0,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:10.1,0.7,**,12-12,33.1-36.3,36.2,502(-12),,,アストンマーチャン,
10,2007/06/10,2中京8,晴,11,CBC賞(G3),200707020811,,18,5,9,3.4,1.0,6,上村洋行,58.0,1.0,0.0,1200,0.0,0.0,0.0,1.0,**,1:09.3,0.2,**,4-6,33.9-35.2,35.2,514(-2),,,ブラックバースピン,
11,2007/05/19,2中京1,晴,11,テレビ愛知OP(OP),200707020111,,18,8,17,3.5,1.0,1,上村洋行,58.0,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:07.3,-0.1,**,8-7,32.4-34.9,34.2,516(+2),,,(スピニングノアール),"2,443.4"
12,2007/04/29,1新潟2,晴,11,谷川岳S(OP),200704010211,,16,4,8,12.5,4.0,2,上村洋行,58.0,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.2,0.1,**,6-5,33.4-35.3,34.9,514(-8),,,キンシャサノキセキ,970.4
13,2007/03/25,1中京8,晴,11,高松宮記念(G1),200707010811,,18,8,17,105.5,13.0,2,上村洋行,57.0,1.0,0.0,1200,0.0,0.0,0.0,1.0,**,1:09.3,0.4,**,11-11,33.8-35.1,34.8,522(+4),,,スズカフェニックス,"3,912.8"
14,2007/02/25,2中山2,晴,11,中山記念(G2),200706020211,,16,8,16,95.6,12.0,13,上村洋行,57.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:48.6,1.4,**,8-8-8-7,36.6-36.0,36.4,518(-4),,,ローエングリン,
15,2007/02/03,1小倉5,晴,11,小倉大賞典(G3),200710010511,,15,6,12,,,取,上村洋行,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,,,**,,35.5-36.0,,計不,,,アサカディフィート,
16,2007/01/06,1京都1,晴,11,スポニチ賞京都金杯(G3),200708010111,,16,3,6,46.3,11.0,12,上村洋行,56.0,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.9,1.0,**,9-8,35.2-34.9,35.3,522(+4),,,マイネルスケルツィ,
17,2006/11/26,6京都8,小雨,11,アンドロメダS(OP),200608060811,,12,2,2,3.6,1.0,6,上村洋行,56.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:01.0,0.6,**,3-3-4-3,37.1-35.1,35.4,518(+10),,,アサカディフィート,
18,2006/10/21,5京都5,晴,11,オパールS(OP),200608050511,,10,5,5,5.6,3.0,1,上村洋行,55.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,1:59.8,-0.2,**,5-4-3-4,36.4-34.2,34.0,508(-2),,,(ワンモアチャッター),"2,423.8"
19,2006/10/01,3中京8,雨,11,ポートアイランドS(OP),200607030811,,11,8,10,10.2,4.0,4,上村洋行,56.0,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:47.7,0.4,**,10-10-10-8,34.5-37.1,35.4,510(+4),,,コンゴウリキシオー,360.0
20,2006/09/10,4中山2,晴,11,京成杯オータムH(G3),200606040211,,15,7,13,10.3,5.0,9,蛯名正義,55.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.6,0.6,**,10-8-7,34.3-35.3,35.1,506(+2),,,ステキシンスケクン,
21,2006/08/06,2新潟8,晴,11,関屋記念(G3),200604020811,,18,8,16,9.8,5.0,6,小牧太,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.0,0.5,**,15-15,35.6-33.5,32.8,504(-2),,,カンファーベスト,
22,2006/07/02,4京都6,晴,11,米子S(OP),200608040611,,11,6,7,11.4,6.0,3,小牧太,55.0,1.0,0.0,1600,0.0,0.0,0.0,1.0,**,1:35.1,0.5,**,11-11,35.5-36.1,34.9,506(0),,,ワディラム,603.7
23,2006/06/11,3東京8,雨,11,エプソムC(G3),200605030811,,18,3,6,24.1,8.0,14,小牧太,57.0,1.0,0.0,1800,0.0,0.0,0.0,1.0,**,1:51.8,2.6,**,6-7-7,35.1-37.1,38.8,506(-6),,,トップガンジョー,
24,2006/01/05,1京都1,晴,11,スポニチ賞京都金杯(G3),200608010111,,16,8,16,19.6,10.0,15,小牧太,55.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.0,2.0,**,10-10,35.1-34.9,36.1,512(+12),,,ビッグプラネット,
25,2005/11/27,5東京8,晴,9,キャピタルS(OP),200505050809,,17,8,15,15.6,8.0,4,ルメール,56.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:33.2,0.3,,4-4,35.1-34.5,34.3,500(-4),,,オレハマッテルゼ,360.0
26,2005/10/29,4京都7,曇,11,毎日放送賞スワンS(G2),200508040711,,18,4,8,16.1,10.0,9,小牧太,55.0,1.0,0.0,1400,0.0,0.0,0.0,1.0,,1:22.3,0.8,,16-16,34.3-35.9,35.0,504(+8),,,コスモサンビーム,
27,2005/05/29,3東京4,晴,10,東京優駿(G1),200505030410,,18,6,11,79.0,12.0,15,小牧太,57.0,1.0,0.0,2400,0.0,0.0,1.0,0.0,,2:27.4,4.1,,7-7-7-6,35.5-34.5,37.8,496(-2),,,ディープインパクト,
28,2005/05/08,2東京6,曇,11,NHKマイルC(G1),200505020611,,18,1,2,3.1,1.0,4,武豊,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:34.3,0.7,,11-11,35.5-34.2,33.7,498(-2),,,ラインクラフト,"1,400.0"
29,2005/04/17,3中山8,晴,11,皐月賞(G1),200506030811,,18,4,7,41.0,9.0,6,池添謙一,57.0,1.0,0.0,2000,0.0,0.0,1.0,0.0,,2:00.0,0.8,,12-13-16-16,35.0-34.5,34.3,500(-8),,,ディープインパクト,
30,2005/03/20,2中山8,曇,11,フジTVスプリングS(G2),200506020811,,16,4,7,2.8,1.0,6,柴田善臣,56.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,,1:47.8,0.5,,14-14-13-8,35.7-35.4,34.8,508(-6),,,ダンスインザモア,
31,2005/01/10,1京都4,晴,11,日刊スポシンザン記念(G3),200508010411,,13,2,2,1.5,1.0,1,武豊,57.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:35.7,0.0,,12-7,36.0-35.0,34.0,514(+4),,,(マイネルハーティー),"4,052.5"
32,2004/12/12,5中山4,曇,11,朝日杯FS(G1),200406050411,,16,1,2,3.5,1.0,3,小牧太,55.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:33.8,0.4,,11-14-15,34.0-36.0,35.0,510(+4),,,マイネルレコルト,"1,517.4"
33,2004/11/20,5東京5,晴,11,東京スポーツ杯2歳S(G3),200405050511,,13,4,4,4.5,2.0,2,小牧太,55.0,1.0,0.0,1800,0.0,1.0,0.0,0.0,,1:48.4,0.2,,8-9-8,35.5-35.0,34.7,506(-12),,,スムースバリトン,"1,314.0"
34,2004/10/16,4京都3,晴,11,デイリー杯2歳S(G2),200408040311,,13,8,14,51.5,9.0,1,小牧太,55.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:34.3,-0.2,,12-12,34.5-35.7,34.6,518(+10),,,(ライラプス),"3,851.1"
35,2004/07/31,2小倉5,晴,1,2歳未勝利,200410020501,,7,1,1,1.5,1.0,1,安藤勝己,54.0,1.0,0.0,1800,0.0,0.0,1.0,0.0,,1:50.0,-0.3,,6-6-5-4,36.9-35.4,34.9,508(-4),,,(コウエイマーブル),500.0
36,2004/07/11,3阪神8,晴,5,2歳新馬,200409030805,,16,7,13,2.2,1.0,3,安藤勝己,54.0,1.0,0.0,1600,0.0,0.0,1.0,0.0,,1:38.0,0.5,,9-10-3,36.0-37.0,36.5,512(0),,,アドマイヤフジ,180.0
