,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/29,盛岡,小雨,10,南関東ジョッキーズフ,201735042910,,14,5,8,5.3,2,4,伊藤裕人,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,,1:41.8,0.8,,6-5,,39.3,486(0),,,ヤマニンスワンキー,3.2
1,2017/04/01,水沢,小雨,9,前沢牛賞,201736040109,,11,7,9,3.8,2,2,菅原俊吏,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:46.0,0.6,**,8-5-2-2,,41.1,486(+2),,,チェリーピッカー,6.0
2,2017/03/20,水沢,晴,9,岩手早咲き賞,201736032009,,9,7,7,2.3,1,2,菅原俊吏,56,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:48.7,0.2,**,4-4-4-1,,41.7,484(+2),,,ハーモニーフェア,6.0
3,2016/12/31,水沢,曇,8,カウントダウン特別,201636123108,,10,7,7,6.5,3,5,菅原俊吏,56,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:43.1,1.1,**,3-3-2-4,,39.3,482(+2),,,トーホウパルサー,2.1
4,2016/12/04,水沢,晴,10,北上川大賞典(OP),201636120410,,11,8,10,165.0,9,6,菅原俊吏,57,1.0,0.0,2500,0.0,0.0,0.0,1.0,**,2:52.6,2.4,**,1-1-1-2,,43.1,480(+4),,,ナリタポセイドン,
5,2016/08/26,園田,晴,10,デイリーハーバーラン,201650082610,,8,5,5,55.9,7,7,鴨宮祥行,54,1.0,0.0,1870,0.0,0.0,1.0,0.0,**,2:05.3,1.4,**,8-8-8-8,,39.6,476(+3),,,マークスマン,
6,2016/08/05,園田,雨,10,サンスポ御堂筋特別A,201650080510,,12,6,7,67.6,11,7,鴨宮祥行,54,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:31.0,0.9,**,12-12-12-9,,38.9,473(+1),,,ベルサリエーレ,
7,2016/07/15,園田,曇,10,オッズパーク・ロト杯,201650071510,,9,2,2,16.2,4,7,田中学,54,1.0,0.0,1400,0.0,0.0,0.0,1.0,**,1:29.4,1.3,**,9-9-9-7,,38.0,472(-3),,,トウケイウルフ,
8,2016/06/17,園田,曇,10,第17回大日本プロレ,201650061710,,11,7,9,71.2,9,3,田中学,56,1.0,0.0,1400,0.0,0.0,0.0,1.0,**,1:29.1,1.1,**,9-9-9-9,,37.6,475(-2),,,アドマイヤロイヤル,14.0
9,2016/05/26,園田,曇,11,新樹特別A1,201650052611,,12,3,3,55.4,10,12,田中学,56,1.0,0.0,1700,0.0,0.0,1.0,0.0,**,1:53.2,1.9,**,7-7-9-11,,40.8,477(-2),,,ヴァーゲンザイル,
10,2016/05/12,園田,晴,10,神姫バス杯A1,201650051210,,12,1,1,51.3,7,6,田中学,56,1.0,0.0,1400,0.0,0.0,0.0,1.0,**,1:30.0,1.0,**,11-7-6-6,,39.0,479(-3),,,タガノギャラクシー,
11,2016/04/07,園田,雨,10,A1,201650040710,,11,5,6,32.6,9,3,田中学,56,1.0,0.0,1870,1.0,0.0,0.0,0.0,**,2:01.0,0.4,**,7-6-6-5,,38.2,482(+5),,,バズーカ,16.8
12,2016/03/17,園田,晴,11,DASH呉開設1周年,201650031711,,11,3,3,11.6,3,7,田中学,56,1.0,0.0,1700,0.0,1.0,0.0,0.0,**,1:53.2,1.3,**,9-9-8-8,,39.6,477(-3),,,マッハタイザン,
13,2016/02/25,園田,晴,11,トータリゼータC,201650022511,,11,8,11,8.8,2,6,田中学,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:30.3,1.2,**,4-4-4-5,,39.7,480(-3),,,ビナスイート,
14,2016/02/04,園田,晴,11,第16回大日本プロレ,201650020411,,8,3,3,3.1,2,4,田中学,55,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:29.7,0.7,**,5-5-4-4,,38.6,483(+2),,,ビナスイート,11.2
15,2016/01/14,園田,晴,6,A1,201650011406,,5,3,3,2.0,1,2,鴨宮祥行,54,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:31.6,0.4,**,4-4-2-2,,38.8,481(0),,,マイアリエス,35.0
16,2015/12/17,園田,晴,11,カニソムリエ浜坂特別,201550121711,,12,7,9,8.8,5,3,鴨宮祥行,54,1.0,0.0,1400,0.0,0.0,0.0,1.0,**,1:30.2,0.2,**,11-11-9-10,,39.1,481(+9),,,ビナスイート,16.8
17,2015/10/24,4東京6,晴,10,秋嶺S(1600万下),201505040610,,15,3,6,131.4,12,13,江田照男,52,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:37.4,1.7,**,11-10,33.8-37.3,37.9,472(+6),,,モーニン,
18,2015/08/29,2新潟9,晴,11,BSN賞(OP),201504020911,,14,7,12,64.9,11,13,石川裕紀,49,1.0,0.0,1800,1.0,0.0,0.0,0.0,**,1:51.5,2.0,**,3-3-3-3,35.8-37.0,38.7,466(0),,,ダノンリバティ,
19,2015/06/06,3東京1,曇,11,ヴィクトリアRC賞(1600万下),201505030111,,12,7,10,46.5,9,2,江田照男,52,1.0,0.0,1600,0.0,0.0,0.0,1.0,**,1:35.5,0.4,**,2-2,35.5-35.3,35.6,466(-10),,,シンゼンレンジャー,738.0
20,2015/03/29,3中山2,曇,10,常総S(1600万下),201506030210,,13,5,7,98.0,12,10,田中勝春,52,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:00.5,0.5,**,4-4-2-2,34.9-35.4,35.8,476(+2),,,ファントムライト,
21,2015/01/18,1中山7,晴,10,初富士S(1600万下),201506010710,,13,1,1,134.0,13,12,ブノワ,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:48.8,2.1,**,3-5-5-5,34.5-36.4,36.9,474(+4),,,ラングレー,
22,2014/12/14,4中山4,晴,10,美浦S(1600万下),201406040410,,14,3,3,46.5,10,7,後藤浩輝,53,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:48.2,0.9,**,4-4-4-3,35.0-36.6,36.0,470(0),,,マイネルミラノ,
23,2014/11/01,4東京8,小雨,10,紅葉S(1600万下),201405040810,,14,3,4,88.6,12,11,四位洋文,53,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.3,0.7,**,7-8,35.4-34.8,34.2,470(+14),,,パワースポット,
24,2014/08/02,2新潟1,晴,11,佐渡S(1600万下),201404020111,,16,2,3,91.9,13,15,田辺裕信,54,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:01.0,2.9,**,2-2,35.4-34.7,37.6,456(-8),,,ウイングドウィール,
25,2014/05/31,2東京11,晴,10,薫風S(1600万下),201405021110,,15,3,5,48.5,11,11,松岡正海,57,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.6,1.1,**,2-2,34.7-36.4,37.3,464(+4),,,サトノプライマシー,
26,2014/05/03,2東京3,晴,10,春光S(1600万下),201405020310,,14,3,3,162.7,12,6,北村宏司,57,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.8,0.4,**,3-2,35.4-36.3,36.4,460(-6),,,メイショウコロンボ,
27,2014/03/21,2中山7,晴,10,下総S(1600万下),201406020710,,16,1,2,25.8,8,15,田辺裕信,54,1.0,0.0,1800,0.0,1.0,0.0,0.0,**,1:58.4,5.3,**,4-4-11-11,37.1-40.2,44.4,466(-4),,,グレートチャールズ,
28,2014/02/10,1東京3,晴,11,白嶺S(1600万下),201405010311,,15,3,5,37.1,8,6,田辺裕信,54,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:36.4,0.8,**,6-5,34.4-36.5,36.8,470(+2),,,レーザーバレット,
29,2013/11/24,5東京8,晴,10,ウェルカムS(1600万下),201305050810,,13,8,13,44.4,11,12,三浦皇成,57,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:01.4,1.2,**,3-4-2,36.8-34.3,35.4,468(+2),,,アロマカフェ,
30,2013/10/20,4東京7,雨,10,甲斐路S(1600万下),201305040710,,12,3,3,50.2,9,5,三浦皇成,57,0.0,1.0,1800,1.0,0.0,0.0,0.0,**,1:52.8,1.0,**,1-1-1,38.1-35.5,36.5,466(+6),,,ディサイファ,174.0
31,2013/09/14,4中山3,晴,11,レインボーS(1600万下),201306040311,,12,5,6,21.7,6,11,横山典弘,57,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:01.2,0.8,**,2-2-2-2,35.6-34.6,35.2,460(0),,,エックスマーク,
32,2013/07/06,2福島3,晴,11,天の川S(1600万下),201303020311,,16,3,5,19.9,9,14,内田博幸,54,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:48.2,1.4,**,6-5-4-7,35.6-35.3,36.2,460(-4),,,メイショウサミット,
33,2013/04/14,3中山8,晴,9,鹿野山特別(1000万下),201306030809,,13,8,13,12.1,6,1,内田博幸,55,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,1:59.7,-0.1,**,1-1-1-1,35.8-34.6,34.6,464(-8),,,(レオプログレス),"1,472.2"
34,2013/02/17,1東京8,晴,8,4歳上1000万下,201305010808,,14,7,11,33.7,8,8,横山典弘,57,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,1:59.8,0.7,**,6-8-7,36.3-34.5,34.6,472(+6),,,ジョングルール,
35,2013/02/02,1東京3,晴,10,テレビ山梨杯(1000万下),201305010310,,11,7,8,8.9,5,5,三浦皇成,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.3,0.2,**,6-6,36.9-33.8,33.6,466(0),,,リンゴット,144.0
36,2012/12/16,5中山6,晴,9,千葉テレビ杯(1000万下),201206050609,,13,3,3,10.6,5,4,北村宏司,57,0.0,1.0,2000,0.0,0.0,1.0,0.0,**,2:00.5,0.4,**,3-4-4-4,36.0-36.4,36.5,466(+8),,,ダノンミル,210.0
37,2012/11/03,5東京1,晴,8,3歳上1000万下,201205050108,,12,1,1,20.9,6,4,三浦皇成,57,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:47.3,0.0,**,6-6-5,36.2-34.1,33.5,458(+6),,,コスモグレースフル,150.0
38,2012/10/20,4東京6,晴,12,3歳上1000万下,201205040612,,12,1,1,12.9,6,6,内田博幸,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.9,0.2,**,4-5,36.4-34.0,33.8,452(+2),,,ヒシカツジェームス,
39,2012/08/18,3新潟3,晴,10,月岡温泉特別(1000万下),201204030310,,17,7,13,15.7,7,7,石橋脩,55,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:32.8,0.9,**,16-14,34.6-33.9,33.5,450(-6),,,カネトシディオス,
40,2012/07/14,2新潟1,曇,12,3歳上500万下,201204020112,,18,2,3,3.5,2,1,北村宏司,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,-0.2,**,3-3,35.4-34.1,33.8,456(0),,,(ジョーオリオン),720.0
41,2012/05/12,2東京7,晴,10,立川特別(1000万下),201205020710,,16,2,4,8.4,4,6,内田博幸,55,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.6,0.3,**,4-4,34.5-35.7,34.9,456(+2),,,コルノグランデ,
42,2012/04/28,2東京3,晴,12,4歳上1000万下,201205020312,,14,6,9,6.4,5,4,三浦皇成,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.4,0.4,**,6-6,35.2-35.0,34.8,454(-10),,,レインスティック,150.0
43,2012/04/08,3中山6,晴,10,隅田川特別(1000万下),201206030610,,13,7,10,5.3,2,4,森泰斗,55,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.3,0.3,**,6-7-7,35.6-34.4,34.0,464(-6),,,ラインジェシカ,210.0
44,2012/03/10,2中山5,曇,9,館山特別(1000万下),201206020509,,9,8,9,16.9,6,7,内田博幸,57,0.0,1.0,2000,1.0,0.0,0.0,0.0,**,2:09.6,0.7,**,7-8-8-6,38.5-37.6,37.4,470(+14),,,アドマイヤラクティ,
45,2012/02/05,1東京4,晴,9,テレビ山梨杯(1000万下),201205010409,,15,7,12,13.0,6,8,内田博幸,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.6,1.0,**,5-5,35.4-35.1,34.3,456(+2),,,サトノタイガー,
46,2011/12/11,5中山4,晴,12,3歳上1000万下,201106050412,,16,5,9,8.0,5,5,三浦皇成,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.7,0.6,**,4-6-4,34.4-37.4,35.2,454(+4),,,ミヤビファルネーゼ,104.0
47,2011/11/19,5東京5,雨,9,国立特別(1000万下),201105050509,,15,2,2,5.8,2,3,福永祐一,56,0.0,1.0,1400,0.0,0.0,0.0,1.0,**,1:25.4,0.3,**,7-5,36.3-36.3,35.9,450(+4),,,プリンセスメモリー,375.1
48,2011/10/23,4東京7,曇,12,3歳上1000万下,201105040712,,10,7,7,2.9,1,4,横山典弘,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.4,0.4,**,7-7,36.0-35.3,34.1,446(+6),,,フェイマステイル,160.0
49,2011/07/17,3新潟2,晴,10,火打山特別(1000万下),201104030210,,13,4,4,6.0,3,5,北村宏司,54,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:21.3,0.7,**,3-3,34.3-35.1,35.1,440(-4),,,ニシノステディー,147.0
50,2011/06/12,3東京8,曇,9,エーデルワイスS(1000万下),201105030809,,12,8,11,3.7,1,6,北村宏司,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.1,0.3,**,3-2,35.0-36.1,35.9,444(+4),,,プランスデトワール,
51,2011/05/08,2東京6,晴,11,NHKマイルC(G1),201105020611,,18,8,18,70.9,14,7,横山典弘,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:32.8,0.6,**,17-16,33.9-34.6,33.9,440(-2),,,グランプリボス,
52,2011/04/09,2阪神5,曇,12,ニュージーランドT(G2),201109020512,,18,8,17,23.6,8,13,安藤勝己,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.4,0.9,**,8-8,35.9-34.6,34.2,442(-8),,,エイシンオスマン,
53,2011/03/05,2中山3,晴,9,黄梅賞(500万下),201106020309,,16,6,11,6.0,3,1,内田博幸,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.1,-0.1,**,8-5-4,34.9-35.8,35.3,450(-4),,,(プランスデトワール),"1,037.1"
54,2011/02/12,1東京5,曇,7,3歳500万下,201105010507,,16,6,11,13.4,4,3,デムーロ,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:23.4,0.4,**,15-14,35.6-35.4,34.0,454(+4),,,シャイニーホーク,180.0
55,2010/11/28,5東京8,晴,7,ベゴニア賞(500万下),201005050807,,14,8,13,16.1,5,6,ルメール,55,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:35.8,1.0,**,7-8,36.2-34.2,34.2,450(+6),,,ナカヤマナイト,
