,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2014/11/30,5京都9,曇,11,オータムリーフS(OP),201408050911,,16,2,4,45.1,12,16,丸山元気,58,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:26.2,4.2,**,14-15,34.4-36.3,38.2,486(+4),,,サトノプリンシパル,
1,2014/10/19,3福島2,晴,11,福島民友C(OP),201403030211,,16,5,9,13.7,7,13,松若風馬,55,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.3,1.2,**,5-5,33.8-33.3,34.2,482(-4),,,アンバルブライベン,
2,2014/08/31,2新潟10,晴,10,朱鷺S(OP),201404021010,,14,7,11,21.6,8,8,嘉藤貴行,58,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:21.1,0.3,**,3-3,34.6-34.6,34.6,486(+2),,,サクラアドニス,
3,2014/07/27,3中京8,曇,11,トヨタ賞中京記念(G3),201407030811,,16,3,6,67.2,14,15,嘉藤貴行,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:39.5,2.4,**,4-5-6,35.5-37.0,38.9,484(-2),,,サダムパテック,
4,2014/06/29,3東京8,晴,11,パラダイスS(OP),201405030811,,13,6,9,31.6,12,4,嘉藤貴行,58,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.7,0.2,**,3-3,35.5-35.3,35.3,486(+2),,,ミトラ,320.0
5,2014/05/24,2東京9,晴,11,メイS(OP),201405020911,,18,8,18,69.3,12,16,吉田豊,56,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:46.6,1.2,**,2-4-4,35.6-34.3,35.0,484(-16),,,スピルバーグ,
6,2014/02/02,2京都2,晴,11,シルクロードS(G3),201408020211,,16,8,16,55.0,9,16,和田竜二,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.1,1.7,**,7-9,34.1-33.3,34.5,500(-2),,,ストレイトガール,
7,2014/01/05,1京都1,晴,11,スポニチ賞京都金杯(G3),201408010111,,16,6,12,72.7,14,9,幸英明,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.1,0.6,**,2-2,34.7-34.4,35.0,502(+4),,,エキストラエンド,
8,2013/12/23,5阪神9,晴,11,阪神C(G2),201309050911,,18,3,5,38.5,12,14,大野拓弥,57,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:22.4,1.0,**,15-15,35.0-34.8,34.7,498(0),,,リアルインパクト,
9,2013/11/10,5東京4,曇,10,オーロC(OP),201305050410,,18,6,11,13.0,6,2,大野拓弥,56,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:21.1,0.0,**,3-2,35.3-34.1,33.9,498(+6),,,プリンセスメモリー,851.0
10,2013/10/26,4京都8,晴,11,毎日放送賞スワンS(G2),201308040811,,13,2,2,25.5,9,10,藤田伸二,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.7,0.9,**,4-4,35.3-34.0,34.5,492(-2),,,コパノリチャード,
11,2013/10/06,3新潟2,晴,11,信越S(OP),201304030211,,17,4,7,8.2,2,3,丸山元気,56,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:21.1,0.1,**,3-3,33.9-35.6,35.4,494(+2),,,インプレスウィナー,535.6
12,2013/09/08,4中山2,雨,11,京成杯オータムH(G3),201306040211,,14,8,13,53.0,11,6,丸山元気,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:32.5,0.7,**,1-2-2,34.0-35.1,35.6,492(-10),,,エクセラントカーヴ,
13,2013/06/16,1函館2,曇,11,函館スプリントS(G3),201302010211,,16,1,2,4.9,2,9,松岡正海,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.8,0.3,**,7-7,34.1-34.4,34.0,502(0),,,パドトロワ,
14,2013/05/11,2東京7,雨,11,京王杯スプリングC(G2),201305020711,,18,8,17,20.4,10,9,戸崎圭太,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.0,0.4,**,5-6,33.9-34.9,34.8,502(0),,,ダイワマッジョーレ,
15,2013/04/07,3中山6,晴,11,春雷S(OP),201306030611,,16,8,15,7.0,3,3,松岡正海,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.8,0.0,**,3-3,34.5-35.3,35.0,502(-2),,,ポアゾンブラック,535.7
16,2012/12/24,5阪神9,晴,11,阪神C(G2),201209050911,,18,3,5,22.0,10,18,藤田伸二,57,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:22.5,1.5,**,2-2,34.3-35.5,36.9,504(+6),,,サンカルロ,
17,2012/11/24,5京都7,曇,11,京阪杯(G3),201208050711,,18,6,12,6.1,3,4,藤田伸二,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.6,0.1,**,2-2,34.3-34.2,34.2,498(+6),,,ハクサンムーン,570.0
18,2012/10/27,4京都8,晴,11,毎日放送賞スワンS(G2),201208040811,,16,6,12,12.4,6,2,藤田伸二,56,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:20.7,0.2,**,1-1,35.2-33.8,34.0,492(0),,,グランプリボス,"2,236.0"
19,2012/10/07,4京都2,晴,11,夕刊フジ杯オパールS(OP),201208040211,,15,3,5,2.7,1,1,藤田伸二,55,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.1,0.0,**,1-1,34.6-33.5,33.5,492(-10),,,(エーシンホワイティ),"2,135.7"
20,2012/08/26,2札幌4,晴,11,キーンランドC(G3),201201020411,,14,7,11,7.2,4,3,藤田伸二,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:07.8,0.2,**,2-2,33.5-34.1,34.1,502(+4),,,パドトロワ,957.1
21,2012/07/22,1札幌2,晴,11,札幌日刊スポーツ杯(1600万下),201201010211,,16,6,12,2.6,1,1,藤田伸二,57,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:07.9,-0.2,**,3-2,32.9-35.0,34.8,498(+6),,,(シュプリームギフト),"1,735.7"
22,2012/06/17,2福島2,晴,11,バーデンバーデンC(OP),201203020211,,11,7,8,2.1,1,2,中舘英二,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.5,0.2,**,1-1,33.6-35.7,35.9,492(0),,,ビウイッチアス,847.4
23,2012/04/29,1福島8,晴,11,福島民友C(OP),201203010811,,15,6,10,3.3,1,2,中舘英二,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:07.5,0.1,**,2-2,33.4-34.0,34.1,492(-6),,,ドリームバレンチノ,850.8
24,2012/04/01,3中山4,晴,11,ダービー卿チャレンジ(G3),201206030411,,16,6,11,11.8,6,12,内田博幸,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.3,0.8,**,2-3-2,35.4-34.7,35.3,498(-4),,,ガルボ,
25,2012/03/11,2中山6,晴,10,東風S(OP),201206020610,,12,6,8,3.9,3,4,内田博幸,56,0.0,1.0,1600,0.0,0.0,0.0,1.0,**,1:37.7,0.9,**,2-2-2,36.0-36.2,36.6,502(+32),,,ツクバホクトオー,320.0
26,2011/09/11,5阪神2,晴,11,セントウルS(G2),201109050211,,15,3,5,15.7,7,5,和田竜二,55,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.7,0.2,**,1-1,34.1-34.4,34.6,470(-10),,,エーシンヴァーゴウ,580.0
27,2011/08/14,4小倉6,曇,11,TV西日本北九州記念(G3),201110040611,,16,2,3,7.1,3,4,和田竜二,54,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:07.4,0.2,**,1-1,32.4-34.8,35.0,480(0),,,トウカイミステリー,600.0
28,2011/07/03,1函館6,晴,11,函館スプリントS(G3),201102010611,,12,3,3,6.0,3,2,丸山元気,53,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.0,0.0,**,1-1,33.1-34.9,34.9,480(+2),,,カレンチャン,"1,612.6"
29,2011/06/19,1函館2,晴,12,道新スポーツ杯(1000万下),201102010212,,13,8,12,2.0,1,1,藤田伸二,54,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.0,-0.6,**,1-1,33.9-34.1,34.1,478(+8),,,(マッキーコバルト),"1,500.8"
30,2011/05/08,2東京6,晴,11,NHKマイルC(G1),201105020611,,18,6,11,46.5,12,14,大庭和弥,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:33.7,1.5,**,6-5,33.9-34.6,35.6,470(0),,,グランプリボス,
31,2011/03/19,1阪神7,晴,11,中スポ賞ファルコンS(G3),201109010711,,14,6,11,4.9,2,3,藤田伸二,56,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.8,0.1,**,2-2,34.0-34.7,34.6,470(+2),,,ヘニーハウンド,988.8
32,2011/02/26,1阪神1,晴,11,アーリントンC(G3),201109010111,,13,2,2,8.1,5,3,幸英明,56,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:34.4,0.2,**,1-1,35.4-35.1,35.3,468(-10),,,ノーザンリバー,987.0
33,2011/01/23,1中山8,晴,9,若竹賞(500万下),201106010809,,13,5,7,5.5,2,1,内田博幸,56,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:50.7,0.0,**,1-1-1-1,37.6-34.7,34.7,478(+4),,,(ヴェルデグリーン),"1,030.8"
34,2010/12/18,5中山5,晴,9,黒松賞(500万下),201006050509,,16,3,6,4.4,2,2,大庭和弥,55,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:08.9,0.0,**,2-2,33.6-35.3,35.3,474(+4),,,ダンシングロイヤル,410.4
35,2010/11/13,5東京3,晴,11,京王杯2歳S(G2),201005050311,,15,1,1,140.0,13,3,大庭和弥,55,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:22.2,0.4,**,1-1,35.1-34.3,34.7,470(+4),,,グランプリボス,957.9
36,2010/10/23,4東京5,晴,2,2歳未勝利,201005040502,,13,8,13,10.1,6,1,松岡正海,55,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:23.4,-0.3,**,1-1,36.8-34.0,34.0,466(0),,,(カフェヒミコ),500.0
