,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/03/26,2中京6,小雨,11,高松宮記念(G1),201707020611,,18,5,9,6.2,4,15,川田将雅,57,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.1,1.4,**,1-2,33.8-34.9,36.3,502(-10),,,セイウンコウセイ,
1,2017/02/26,1阪神2,晴,11,阪急杯(G3),201709010211,,12,6,7,1.6,1,8,川田将雅,57,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:22.5,1.1,**,3-3,33.8-35.9,36.7,512(+8),,,トーキングドラム,
2,2016/12/24,5阪神8,晴,11,阪神C(G2),201609050811,,15,1,2,16.0,7,1,川田将雅,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:21.9,0.0,**,6-6,34.9-35.4,34.8,504(0),,,(イスラボニータ),"6,813.4"
3,2016/10/02,4中山8,晴,11,スプリンターズS(G1),201606040811,,16,3,5,13.6,5,4,川田将雅,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:07.7,0.1,**,2-2,33.4-34.2,34.1,504(+12),,,レッドファルクス,"1,500.0"
4,2016/08/28,2札幌4,晴,11,キーンランドC(G3),201601020411,,14,3,4,2.3,1,2,モレイラ,53,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:08.6,0.1,**,1-1,34.1-34.4,34.5,492(+6),,,ブランボヌール,"1,614.0"
5,2016/06/19,1函館2,晴,11,函館スプリントS(G3),201602010211,,16,2,3,6.0,2,2,岩田康誠,52,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:07.8,0.0,**,4-4,33.4-34.4,34.0,486(-8),,,ソルヴェイグ,"1,616.0"
6,2016/05/08,2東京6,晴,11,NHKマイルC(G1),201605020611,,18,1,1,27.8,8,12,岩田康誠,57,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.4,0.6,**,3-3,34.3-35.1,35.4,494(0),,,メジャーエンブレム,
7,2016/03/19,2中京3,晴,11,中スポ賞ファルコンS(G3),201607020311,,18,5,9,2.5,1,12,岩田康誠,57,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:26.8,1.8,**,2-3,33.3-39.7,41.0,494(+2),,,トウショウドラフタ,
8,2015/12/20,5阪神6,晴,11,朝日フューチュリティ(G1),201509050611,,16,6,12,9.1,3,5,岩田康誠,55,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.2,0.8,**,4-4,34.7-34.4,34.8,492(0),,,リオンディーズ,700.0
9,2015/11/14,5京都3,雨,11,デイリー杯2歳S(G2),201508050311,,14,8,14,1.7,1,2,岩田康誠,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.5,0.6,**,1-1,36.6-34.2,34.8,492(+10),,,エアスピネル,"1,414.6"
10,2015/09/06,2小倉12,小雨,11,小倉2歳S(G3),201510021211,,14,3,3,1.5,1,1,岩田康誠,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:08.9,-0.4,**,4-2,33.5-35.4,34.8,482(0),,,(サイモンゼーレ),"3,049.0"
11,2015/07/25,3中京7,晴,9,報知杯中京2歳S(OP),201507030709,,11,7,9,1.8,1,1,小牧太,54,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.0,-0.5,**,1-1-1,35.6-35.5,35.5,482(-2),,,(マテラアリオン),"1,623.1"
12,2015/07/04,3中京1,雨,5,2歳新馬,201507030105,,13,6,8,2.5,1,1,小牧太,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.5,-0.3,**,1-1,35.4-35.3,35.3,484(0),,,(レッドカーペット),700.0
