,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
12,2012/09/09,4中山2,晴,10,セプテンバーS(1600万下),201206040210,,16,6,11,4.6,3,4,北村宏司,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:07.0,0.1,**,9-9,33.0-33.9,33.1,474(-6),,,ニシノステディー,260.0
13,2012/08/11,3新潟1,曇,11,長岡S(1600万下),201204030111,,18,4,8,14.8,6,8,北村宏司,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:20.2,0.5,**,6-6,33.7-34.7,34.6,480(+10),,,エーシンハーバー,
14,2012/06/30,2福島5,晴,11,テレビユー福島賞(1600万下),201203020511,,16,8,15,6.2,4,4,北村宏司,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:09.0,0.1,**,11-10,33.5-35.4,34.6,470(+16),,,ジュエルオブナイル,260.0
15,2012/04/29,1福島8,晴,11,福島民友C(OP),201203010811,,15,2,2,18.9,7,4,木幡初広,54,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:07.7,0.3,**,11-10,33.4-34.0,33.4,454(-12),,,ドリームバレンチノ,320.0
16,2012/03/11,2中山6,晴,11,中山牝馬S(G3),201206020611,,16,5,9,51.4,13,16,柴田善臣,54,1.0,0.0,1800,0.0,0.0,0.0,1.0,**,1:52.6,2.0,**,3-3-3-3,36.1-36.3,38.2,466(-2),,,レディアルバローザ,
17,2012/01/29,2京都2,曇,11,京都牝馬S(G3),201208020211,,16,6,12,16.0,8,14,池添謙一,53,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.7,1.9,**,7-6,35.4-34.9,36.5,468(+4),,,ドナウブルー,
18,2011/12/04,5中山2,晴,11,ターコイズS(OP),201106050211,,15,8,14,12.1,6,6,後藤浩輝,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.7,0.1,**,10-7-6,34.7-35.5,34.9,464(+6),,,マイネプリンセス,
19,2011/10/22,4東京6,曇,11,富士S(G3),201105040611,,17,2,3,20.5,9,12,北村宏司,52,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.9,0.9,**,7-3,35.3-35.4,36.0,458(+8),,,エイシンアポロン,
20,2011/10/02,5阪神8,曇,11,ポートアイランドS(OP),201109050811,,15,6,10,11.7,5,3,中舘英二,52,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.6,0.2,**,7-7,35.4-35.6,35.2,450(0),,,ショウリュウムーン,554.5
21,2011/05/08,2東京6,晴,11,NHKマイルC(G1),201105020611,,18,3,6,22.1,9,15,北村宏司,55,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.3,2.1,**,9-9,33.9-34.6,36.0,450(-2),,,グランプリボス,
22,2011/04/23,2東京1,小雨,11,サンスポ賞フローラS(G2),201105020111,,17,6,12,3.8,1,13,横山典弘,54,1.0,0.0,2000,0.0,0.0,0.0,1.0,**,2:04.3,1.0,**,8-10-9,35.7-37.8,37.5,452(+4),,,バウンシーチューン,
23,2011/04/10,2阪神6,晴,11,桜花賞(G1),201109020611,,18,2,4,5.5,3,7,横山典弘,55,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.6,0.7,**,4-5,34.6-35.4,35.5,448(-6),,,マルセリーナ,
24,2011/02/12,1東京5,小雨,11,デイリー杯クイーンC(G3),201105010511,,16,1,1,1.7,1,6,クラスト,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.8,0.4,**,6-6,35.1-35.2,35.0,454(0),,,ホエールキャプチャ,
25,2011/01/10,1中山4,晴,11,フェアリーS(G3),201106010411,,16,2,4,2.3,1,1,クラスト,54,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.7,-0.4,**,7-8-5,34.0-36.6,36.0,454(-2),,,(スピードリッパー),"3,763.0"
26,2010/12/12,5阪神4,晴,11,阪神ジュベナイルF(G1),201009050411,,18,7,14,3.6,2,9,武豊,54,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:36.5,0.8,**,10-7,35.8-34.5,34.9,456(0),,,レーヴディソール,
27,2010/11/14,5東京4,曇,9,赤松賞(500万下),201005050409,,13,7,11,1.4,1,1,横山典弘,54,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.1,-0.4,**,3-2,35.9-34.2,33.8,456(0),,,(フレンチカクタス),"1,028.0"
28,2010/10/31,4東京8,曇,3,2歳新馬,201005040803,,18,5,9,1.6,1,1,北村宏司,54,1.0,0.0,1400,0.0,0.0,0.0,1.0,**,1:24.0,-0.5,**,9-8,36.5-34.7,34.0,456(0),,,(キッズチェイサー),700.0
