,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/02,2阪神4,晴,11,大阪杯(G1),201709020411,,14,8,13,10.2,4,3,池添謙一,57,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:59.1,0.2,**,10-10-9-7,35.5-35.3,33.8,514(-2),,,キタサンブラック,"3,042.6"
1,2017/03/11,2中京1,晴,11,金鯱賞(G2),201707020111,,16,3,6,3.6,1,1,池添謙一,57,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:59.2,-0.2,**,8-8-8-6,36.5-35.1,34.7,516(+8),,,(ロードヴァンドール),"6,314.8"
2,2016/12/25,5中山9,晴,10,有馬記念(G1),201606050910,,16,2,4,32.6,8,4,池添謙一,57,1.0,0.0,2500,0.0,1.0,0.0,0.0,**,2:32.9,0.3,**,9-10-13-12,30.1-35.9,35.1,508(+4),,,サトノダイヤモンド,"4,500.0"
3,2016/12/03,4中京1,晴,11,金鯱賞(G2),201607040111,,13,8,13,9.9,4,1,池添謙一,56,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:59.7,0.0,**,6-8-8-7,36.3-34.0,33.1,504(+20),,,(パドルウィール),"6,292.4"
4,2016/10/30,4東京9,曇,11,天皇賞(秋)(G1),201605040911,,15,7,13,167.8,13,15,池添謙一,58,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:00.8,1.5,**,3-3-2,36.9-34.2,35.6,484(-4),,,モーリス,
5,2016/08/21,2札幌2,雨,11,札幌記念(G2),201601020211,,16,4,7,8.4,3,5,池添謙一,57,1.0,0.0,2000,1.0,0.0,0.0,0.0,**,2:02.4,0.7,**,4-4-3-3,35.6-36.9,37.1,488(-10),,,ネオリアリズム,700.0
6,2016/06/26,3阪神8,晴,11,宝塚記念(G1),201609030811,,17,8,17,104.3,15,13,池添謙一,58,1.0,0.0,2200,1.0,0.0,0.0,0.0,**,2:14.4,1.6,**,16-16-14-13,34.7-36.8,37.6,498(-4),,,マリアライト,
7,2016/06/04,3阪神1,曇,11,鳴尾記念(G3),201609030111,,14,6,10,2.8,1,6,池添謙一,56,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:58.0,0.4,**,6-5-3-2,35.9-35.1,35.2,502(-2),,,サトノノブレス,
8,2016/02/14,2京都6,晴,11,京都記念(G2),201608020611,,15,1,1,4.9,2,5,池添謙一,56,1.0,0.0,2200,0.0,0.0,1.0,0.0,**,2:18.3,0.6,**,8-8-8-7,38.0-36.7,36.9,504(+12),,,サトノクラウン,620.0
9,2016/01/05,1中山1,晴,11,日刊スポ賞中山金杯(G3),201606010111,,13,4,5,4.9,3,1,池添謙一,56,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:01.2,-0.1,**,5-5-4-2,37.2-34.3,33.0,492(+6),,,(マイネルフロスト),"4,152.5"
10,2015/11/15,3福島6,晴,11,福島記念(G3),201503030611,,16,1,1,5.5,2,1,津村明秀,54,1.0,0.0,2000,0.0,0.0,1.0,0.0,**,2:02.5,-0.2,**,9-9-6-2,35.3-37.7,37.4,486(+8),,,(ミトラ),"4,056.7"
