,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
11,2015/10/24,4東京6,晴,11,富士S(G3),201505040611,,16,4,8,15.6,7,13,池添謙一,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.6,0.9,**,9-9,35.1-33.7,34.1,478(+4),,,ダノンプラチナ,
12,2015/08/23,2札幌2,晴,11,札幌記念(G2),201501020211,,15,5,8,35.3,10,4,池添謙一,54,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:59.1,0.1,**,7-7-7-8,35.1-36.2,35.5,474(-4),,,ディサイファ,"1,000.0"
13,2015/07/19,2函館4,曇,11,函館記念(G3),201502020411,,16,1,1,16.5,7,3,池添謙一,53,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,1:59.7,0.6,**,2-2-2-2,34.9-36.8,36.6,478(-10),,,ダービーフィズ,"1,008.0"
14,2015/05/10,2東京6,晴,11,NHKマイルC(G1),201505020611,,18,6,11,14.2,7,13,池添謙一,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,1.0,**,7-5,35.3-34.2,34.9,488(+6),,,クラリティスカイ,
15,2015/04/11,3中山5,曇,11,ニュージーランドT(G2),201506030511,,16,4,8,15.3,7,1,池添謙一,56,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:34.8,-0.1,**,9-9-8,35.0-35.8,34.9,482(-6),,,(グランシルク),"5,316.2"
16,2015/03/21,2中京3,晴,11,中スポ賞ファルコンS(G3),201507020311,,18,4,8,8.5,5,3,藤田伸二,56,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:22.9,0.0,**,13-11,34.4-36.9,35.9,488(-4),,,タガノアザガル,939.6
17,2015/02/28,1阪神1,晴,11,アーリントンC(G3),201509010111,,12,5,6,41.0,10,6,池添謙一,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:36.1,0.2,**,10-10,35.6-35.1,34.3,492(0),,,ヤングマンパワー,
18,2015/02/01,2京都2,晴,6,3歳500万下,201508020206,,11,8,11,6.4,4,1,池添謙一,56,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.2,-0.2,**,7-8,35.4-35.1,34.6,492(-2),,,(キッズライトオン),720.0
19,2015/01/17,1京都6,晴,9,白梅賞(500万下),201508010609,,9,6,6,18.8,7,4,藤田伸二,56,1.0,0.0,1600,1.0,0.0,0.0,0.0,**,1:35.6,0.4,**,3-2,36.3-34.5,34.6,494(+16),,,ナリタスターワン,150.0
20,2014/09/27,4阪神5,晴,9,ききょうS(OP),201409040509,,11,8,10,8.2,3,6,池添謙一,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.0,0.4,**,4-3,35.1-34.7,34.8,478(-2),,,ナヴィオン,
21,2014/09/07,2札幌6,晴,10,すずらん賞(OP),201401020610,,15,8,14,9.4,5,2,池添謙一,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.8,0.0,**,8-5,34.2-36.6,35.8,480(0),,,ペイシャオブロー,609.4
22,2014/07/06,2函館2,晴,1,2歳未勝利,201402020201,,10,2,2,5.5,3,1,藤田伸二,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:10.8,-0.2,**,3-3,34.9-35.9,35.6,480(+4),,,(アポロノシンザン),500.0
23,2014/06/22,1函館4,晴,5,2歳新馬,201402010405,,14,7,11,3.9,2,6,池添謙一,54,1.0,0.0,1200,0.0,1.0,0.0,0.0,**,1:11.2,1.7,**,3-2,34.4-35.1,36.3,476(0),,,マイネルエスパス,
