,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2008/07/27,2小倉4,晴,10,北九州短距離S(1600万下),200810020410,,18,3,5,58.5,11,15,熊沢重文,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.4,1.0,**,18-18,32.6-34.8,34.5,522(+8),,,クールシャローン,
1,2008/07/05,3阪神5,晴,10,ジュライS(1600万下),200809030510,,16,3,6,55.7,13,15,渡辺薫彦,57,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:10.1,1.1,**,12-14,33.8-35.2,34.6,514(-6),,,サンダルフォン,
2,2008/06/21,3阪神1,曇,10,ストークS(1600万下),200809030110,,18,8,18,52.7,10,16,渡辺薫彦,56,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:23.0,2.3,**,18-18,34.1-35.1,35.8,520(+6),,,マイネルレーニア,
3,2008/06/08,2中京6,晴,11,飛騨S(1600万下),200807020611,,18,7,13,45.1,13,10,中舘英二,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.7,0.6,**,16-16,33.7-34.4,33.8,514(+4),,,ベイリングボーイ,
4,2007/07/22,2小倉4,曇,10,北九州短距離S(1600万下),200710020410,,17,5,10,25.0,7,13,石橋守,57,0.0,1.0,1200,1.0,0.0,0.0,0.0,**,1:08.9,1.2,**,16-16,33.0-34.7,34.3,510(0),,,メイショウトッパー,
5,2007/07/07,3阪神7,曇,11,ストークS(1600万下),200709030711,,17,2,4,11.7,5,14,石橋守,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.2,1.0,**,14-14,34.7-34.9,34.6,510(0),,,アンブロワーズ,
6,2007/06/10,2中京8,晴,11,CBC賞(G3),200707020811,,18,8,17,14.7,6,8,池添謙一,54,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,1:09.5,0.4,**,14-14,33.9-35.2,34.8,510(+6),,,ブラックバースピン,
7,2007/05/19,2中京1,晴,11,テレビ愛知OP(OP),200707020111,,18,3,6,36.0,10,7,池添謙一,56,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:07.6,0.3,**,15-14,32.4-34.9,33.6,504(-6),,,ペールギュント,
8,2007/05/12,2東京7,晴,11,京王杯スプリングC(G2),200705020711,,18,8,18,140.6,18,8,吉田豊,57,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.2,1.2,**,18-18,34.1-34.7,34.3,510(-8),,,エイシンドーバー,
9,2007/02/04,2京都4,晴,11,シルクロードS(G3),200708020411,,16,3,5,31.7,10,15,池添謙一,54,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.2,1.4,**,16-16,33.5-34.3,34.1,518(0),,,エムオーウイナー,
10,2007/01/13,1京都4,晴,11,淀短距離S(OP),200708010411,,15,2,4,13.2,5,8,池添謙一,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.7,0.5,**,12-11,34.2-35.0,34.3,518(+6),,,タマモホットプレイ,
11,2006/12/24,4中京8,晴,12,尾張S(OP),200607040812,,16,1,2,11.3,5,9,柴山雄一,54,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.5,0.5,**,15-15,33.5-34.5,33.5,512(-2),,,スピニングノアール,
12,2006/12/17,3阪神6,小雨,11,阪神C(G2),200609030611,,17,3,5,98.5,15,12,池添謙一,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:21.5,0.9,**,15-16,33.8-35.5,35.1,514(-4),,,フサイチリシャール,
13,2006/11/25,6京都7,曇,11,京阪杯(G3),200608060711,,16,1,1,15.8,8,6,藤岡佑介,55,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:08.9,0.6,**,13-12,34.2-34.1,34.0,518(-4),,,アンバージャック,
