,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
13,2013/03/31,3中山4,曇,11.0,ダービー卿チャレンジ(G3),201306030411,,16.0,5.0,9,12.9,7,12,和田竜二,58,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:33.3,0.7,**,3-4-5,34.3-35.3,35.6,520(-12),,,トウケイヘイロー,
14,2013/02/24,2中山2,晴,11.0,中山記念(G2),201306020211,,15.0,2.0,2,11.7,7,8,内田博幸,57,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:47.8,0.5,**,9-8-7-5,36.2-37.3,35.5,532(+4),,,ナカヤマナイト,
15,2013/02/03,1東京4,晴,11.0,東京新聞杯(G3),201305010411,,16.0,7.0,13,11.1,6,11,マクドノ,56,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.1,1.2,**,4-3,35.5-33.5,34.5,528(+20),,,クラレント,
16,2012/11/18,5京都6,晴,11.0,マイルチャンピオンS(G1),201208050611,,18.0,5.0,10,16.8,9,5,ムーア,57,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.2,0.3,**,5-5,35.0-34.7,34.6,508(-8),,,サダムパテック,"1,000.0"
17,2012/10/07,4東京2,晴,11.0,毎日王冠(G2),201205040211,,16.0,5.0,10,18.6,7,4,岩田康誠,57,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:45.3,0.3,**,4-4-4,34.5-35.4,34.2,516(+8),,,カレンブラックヒル,900.0
18,2012/06/03,3東京2,曇,11.0,安田記念(G1),201205030211,,18.0,7.0,15,20.4,12,6,岩田康誠,58,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:31.9,0.6,**,2-2,33.8-35.0,35.4,508(-4),,,ストロングリターン,
19,2012/04/22,3京都2,曇,11.0,読売マイラーズC(G2),201208030211,,18.0,7.0,14,6.0,1,18,岩田康誠,58,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.8,1.6,**,8-12,34.3-35.7,36.3,512(0),,,シルポート,
20,2012/02/26,2中山2,曇,11.0,中山記念(G2),201206020211,,11.0,2.0,2,10.0,4,3,岩田康誠,57,1.0,0.0,1800,0.0,0.0,0.0,1.0,**,1:48.1,0.8,**,3-3-3-3,36.0-37.0,35.3,512(+10),,,フェデラリスト,"1,511.8"
21,2011/12/17,6阪神5,晴,11.0,阪神C(G2),201109060511,,18.0,1.0,1,2.8,1,10,福永祐一,56,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.4,0.9,**,3-4,34.0-35.1,35.8,502(-6),,,サンカルロ,
22,2011/11/20,6京都6,晴,11.0,マイルチャンピオンS(G1),201108060611,,18.0,4.0,8,4.2,1,5,福永祐一,56,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.3,0.4,**,7-6,34.4-35.3,35.1,508(0),,,エイシンアポロン,"1,000.0"
23,2011/10/09,4東京2,晴,11.0,毎日王冠(G2),201105040211,,11.0,6.0,7,6.8,2,2,岩田康誠,57,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:46.7,0.0,**,3-3-3,36.1-33.6,33.2,508(+14),,,ダークシャドウ,"2,623.2"
24,2011/06/05,3東京6,曇,11.0,安田記念(G1),201105030611,,18.0,7.0,14,29.3,9,1,戸崎圭太,54,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.0,0.0,**,3-3,33.9-35.0,34.5,494(-2),,,(ストロングリターン),"10,382.2"
25,2011/05/08,2東京6,晴,11.0,NHKマイルC(G1),201105020611,,18.0,1.0,1,6.1,4,3,内田博幸,57,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:32.5,0.3,**,9-9,33.9-34.6,34.2,496(+2),,,グランプリボス,"2,357.6"
26,2011/04/09,2阪神5,曇,12.0,ニュージーランドT(G2),201109020512,,18.0,8.0,16,7.5,4,11,内田博幸,56,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.0,0.5,**,5-6,35.9-34.6,33.9,494(-10),,,エイシンオスマン,
27,2010/12/19,5中山6,晴,11.0,朝日フューチュリティ(G1),201006050611,,16.0,3.0,5,10.3,4,2,ベリー,55,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:34.0,0.1,**,8-7-7,34.7-35.3,34.8,504(+2),,,グランプリボス,"2,833.2"
28,2010/11/13,5東京3,晴,11.0,京王杯2歳S(G2),201005050311,,15.0,2.0,3,3.4,2,2,後藤浩輝,55,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:21.9,0.1,**,8-7,35.1-34.3,33.5,502(-10),,,グランプリボス,"1,515.8"
29,2010/10/24,4東京6,曇,5.0,2歳新馬,201005040605,,14.0,8.0,13,1.3,1,1,後藤浩輝,55,1.0,0.0,1400,0.0,0.0,1.0,0.0,**,1:24.8,-0.5,**,3-3,37.9-33.8,33.4,512(0),,,(コスモソルフェリノ),700.0
