,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2015/09/06,2新潟12,雨,11,新潟記念(G3),201504021211,,18,6,12,7.8,5,7,柴山雄一,56,0.0,1.0,2000,1.0,0.0,0.0,0.0,**,1:59.0,0.8,**,15-17,35.5-35.1,33.9,548(-2),,,パッションダンス,
1,2015/07/12,2福島4,晴,11,七夕賞(G3),201503020411,,16,1,2,6.7,3,5,北村宏司,56,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,1:58.5,0.3,**,7-8-5-6,34.8-34.5,34.5,550(-2),,,グランデッツァ,400.0
2,2015/05/10,1新潟4,晴,11,新潟大賞典(G3),201504010411,,16,3,5,11.0,6,3,津村明秀,56,0.0,1.0,2000,0.0,1.0,0.0,0.0,**,1:59.8,0.2,**,14-12,37.2-33.9,32.7,552(+4),,,ダコール,"1,008.2"
3,2015/02/08,1東京4,曇,11,東京新聞杯(G3),201505010411,,16,7,13,36.9,9,2,柴山雄一,56,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:35.7,0.0,**,15-13,36.3-35.2,34.3,548(-4),,,ヴァンセンヌ,"1,516.8"
4,2015/01/17,1中山6,晴,11,ニューイヤーS(OP),201506010611,,16,5,10,5.6,2,9,吉田豊,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,0.6,**,14-13-15,34.7-36.2,35.2,552(+4),,,コスモソーンパーク,
5,2014/11/16,5東京4,晴,11,オーロC(OP),201405050411,,17,4,8,46.3,12,4,吉田豊,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:20.3,0.1,**,15-15,34.2-34.7,33.2,548(+14),,,ダノンプログラマー,320.0
6,2014/06/29,3東京8,晴,11,パラダイスS(OP),201405030811,,13,5,6,8.2,6,11,大野拓弥,57,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:23.4,0.9,**,13-13,35.5-35.3,34.4,534(-4),,,ミトラ,
7,2014/05/17,2東京7,晴,11,京王杯スプリングC(G2),201405020711,,15,7,13,21.0,9,10,ウィリア,56,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:20.6,0.9,**,6-7,33.7-35.0,34.8,538(0),,,レッドスパーダ,
8,2014/03/16,2中山6,晴,10,東風S(OP),201406020610,,16,7,13,11.5,6,6,松岡正海,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.3,0.4,**,3-5-6,36.0-35.1,35.3,538(-12),,,シャイニープリンス,
9,2014/01/11,1京都3,晴,11,大和S(OP),201408010311,,16,1,2,21.3,8,16,松岡正海,56,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:25.1,2.3,**,5-5,34.9-35.9,37.9,550(+30),,,マルカフリート,
10,2012/05/27,2東京12,晴,10,東京優駿(G1),201205021210,,18,8,18,32.5,8,13,武豊,57,0.0,1.0,2400,0.0,1.0,0.0,0.0,**,2:25.1,1.3,**,14-14-13-12,35.6-36.1,34.7,520(+4),,,ディープブリランテ,
11,2012/05/06,2東京6,曇,11,NHKマイルC(G1),201205020611,,18,8,17,7.4,3,2,ウィリア,57,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:35.1,0.6,**,5-4,35.1-34.6,34.9,516(-2),,,カレンブラックヒル,"3,811.6"
12,2012/03/18,2中山8,曇,11,フジTVスプリングS(G2),201206020811,,14,7,11,4.9,2,12,松岡正海,56,0.0,1.0,1800,0.0,0.0,1.0,0.0,**,1:52.8,2.1,**,6-7-7-6,37.5-36.4,37.3,518(-6),,,グランデッツァ,
13,2011/12/18,5中山6,晴,11,朝日フューチュリティ(G1),201106050611,,16,2,3,3.1,1,1,ウィリア,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.4,-0.3,**,4-4-3,34.5-35.6,35.3,524(+4),,,(マイネルロブスト),"7,117.6"
14,2011/10/29,5新潟5,晴,10,きんもくせい特別(500万下),201104050510,,10,4,4,2.1,1,1,吉田隼人,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:36.6,-0.2,**,6-6,37.1-33.8,32.5,520(-10),,,(ドリームトレイン),"1,023.8"
15,2011/09/25,4中山6,晴,5,2歳新馬,201106040605,,13,6,8,2.2,1,1,松岡正海,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:38.0,-0.1,**,4-6-6,37.9-34.5,34.1,530(0),,,(トーセンオーラ),700.0
