,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,芝,ダ,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2017/04/09,3中山6,雨,10,隅田川特別(1000万下),201706030610,,16,4,8,12.7,5,1,北村宏司,52,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.9,-1.1,**,2-2-1,35.9-36.6,36.5,454(0),,,(リンクス),"1,535.7"
1,2017/03/05,2中山4,晴,12,4歳上1000万下,201706020412,,14,7,11,13.3,8,6,北村宏司,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.5,0.8,**,9-10-8,35.7-35.0,35.0,454(+6),,,マリオーロ,
2,2017/01/05,1中山1,晴,12,4歳上1000万下,201706010112,,16,4,8,12.0,7,6,北村宏司,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,0.5,**,3-6-6,34.9-36.7,36.0,448(+2),,,メイショウメイゲツ,
3,2016/12/18,5中山6,晴,12,3歳上1000万下,201606050612,,14,2,2,11.0,5,2,北村宏司,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.8,0.2,**,2-2-2,35.6-35.9,35.3,446(+4),,,オートクレール,420.0
4,2016/11/26,5東京7,晴,12,3歳上1000万下,201605050712,,18,5,10,18.8,7,10,内田博幸,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.8,0.6,**,5-6,36.6-34.3,34.4,442(0),,,アッラサルーテ,
5,2016/11/06,5東京2,晴,8,3歳上1000万下,201605050208,,12,5,6,22.6,6,9,大野拓弥,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.5,1.6,**,2-3,35.6-34.9,36.3,442(+2),,,サーブルオール,
6,2016/10/09,4東京2,曇,9,六社特別(1000万下),201605040209,,13,3,3,19.4,9,5,大野拓弥,53,1.0,0.0,1600,0.0,0.0,1.0,0.0,**,1:35.6,0.3,**,6-7,36.0-34.6,34.3,440(-6),,,ロイカバード,150.0
7,2016/09/03,2札幌5,晴,12,日高特別(1000万下),201601020512,,16,2,3,27.1,7,13,原田和真,52,1.0,0.0,2000,0.0,1.0,0.0,0.0,**,2:03.6,2.6,**,6-6-7-9,36.2-35.2,37.4,446(+14),,,ラヴィエベール,
8,2016/05/08,2東京6,晴,11,NHKマイルC(G1),201605020611,,18,1,2,138.2,16,13,大野拓弥,55,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.4,0.6,**,6-6,34.3-35.1,35.2,432(-4),,,メジャーエンブレム,
9,2016/04/09,3中山5,曇,11,ニュージーランドT(G2),201606030511,,16,2,4,51.9,12,3,北村宏司,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.9,0.0,**,9-9-8,34.9-35.2,34.7,436(-4),,,ダンツプリウス,"1,417.0"
10,2016/03/12,2中山5,曇,11,アネモネS(OP),201606020511,,16,6,12,11.8,6,4,内田博幸,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:35.7,0.2,**,4-2-2,35.7-35.6,35.7,440(-6),,,チェッキーノ,290.0
11,2016/02/13,1東京5,晴,11,デイリー杯クイーンC(G3),201605010511,,16,6,12,62.3,11,7,内田博幸,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:33.8,1.3,**,6-6,34.4-34.7,35.5,446(-4),,,メジャーエンブレム,
12,2016/01/16,1中山5,晴,9,菜の花賞(500万下),201606010509,,15,4,6,11.8,6,1,内田博幸,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,-0.1,**,6-6-6,35.5-35.3,34.7,450(+6),,,(フロンテアクイーン),"1,035.7"
13,2015/12/19,5中山5,晴,9,ひいらぎ賞(500万下),201506050509,,14,2,2,17.1,6,7,内田博幸,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:34.8,0.7,**,1-1-1,34.5-36.4,37.1,444(0),,,ドーヴァー,
14,2015/11/28,5東京8,晴,2,2歳未勝利,201505050802,,18,6,12,11.3,4,1,内田博幸,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:23.6,-0.2,**,2-2,36.8-34.1,33.8,444(+2),,,(ロードインスパイア),500.0
15,2015/11/14,5東京3,小雨,4,2歳未勝利,201505050304,,18,7,15,8.4,3,3,内田博幸,54,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:22.7,0.8,**,3-4,34.8-34.8,35.1,442(0),,,ダイワダッチェス,130.0
16,2015/10/17,4東京4,曇,4,2歳新馬,201505040404,,17,1,2,4.0,1,7,内田博幸,54,1.0,0.0,1400,1.0,0.0,0.0,0.0,**,1:24.1,1.0,**,17-16,35.9-34.7,34.4,442(0),,,モーゼス,
