,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,不,稍,良,重,17,18,19,20,21,22,23,24,25,26,27,28
0,2007/12/27,大井,晴,10,ファイナルドリーム賞,200744122710,,14,3,3,232.5,14,14,繁田健一,54,1.0,0.0,1600,0.0,1.0,0.0,0.0,**,1:47.4,5.5,**,9-9-11-14,37.5-39.9,43.4,481(-2),,,シンゼンタイヨウ,
1,2007/12/11,大井,曇,11,ターコイズ賞競走,200744121111,,16,3,5,165.8,15,15,山口竜一,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:15.8,2.8,**,16-16,35.5-37.5,39.1,483(-5),,,キングビスケット,
2,2007/11/29,大井,曇,10,アーバンステージ霜月,200744112910,,14,7,11,402.6,14,14,和田譲治,56,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:16.7,3.2,**,9-10,35.6-37.9,40.3,488(+3),,,ジャスミンフレイズ,
3,2007/10/30,大井,曇,10,夕刊フジ賞競走,200744103010,,14,3,4,104.0,14,13,和田譲治,55,1.0,0.0,1200,0.0,0.0,1.0,0.0,**,1:15.2,1.7,**,6-8,34.8-38.7,40.3,485(0),,,キュアノス,
4,2007/10/02,大井,曇,10,スポーツニッポン賞競,200744100210,,12,7,9,54.7,10,9,和田譲治,55,1.0,0.0,1200,1.0,0.0,0.0,0.0,**,1:14.5,2.6,**,5-6,34.5-37.4,39.6,485(-8),,,スズランメイク,
5,2007/09/21,大井,晴,11,爽秋賞競走,200744092111,,13,6,8,55.8,9,13,和田譲治,55,1.0,0.0,1800,0.0,0.0,1.0,0.0,**,1:59.4,5.4,**,5-5-10-11,38.0-37.5,42.0,493(+13),,,チェレブラーレ,
6,2007/05/20,3東京2,晴,7,4歳上500万下,200705030207,,18,3,6,112.1,14,16,菊沢隆徳,57,0.0,1.0,1600,0.0,0.0,1.0,0.0,**,1:36.2,2.1,**,2-2,34.2-36.3,38.1,480(-2),,,カツヨカムトゥルー,
7,2007/05/05,1新潟3,晴,10,飛竜特別(500万下),200704010310,,16,4,7,24.3,8,13,吉田隼人,57,0.0,1.0,1000,0.0,0.0,1.0,0.0,**,0:56.8,1.4,**,15,32.8-33.3,33.8,482(-6),,,キマグレ,
8,2007/03/25,1中京8,曇,6,4歳上500万下,200707010806,,13,7,10,10.5,4,8,田中勝春,57,1.0,0.0,1000,1.0,0.0,0.0,0.0,**,0:59.6,1.1,**,8-8,34.5-35.6,35.6,488(+22),,,メイショウヒミコ,
9,2006/11/12,3福島8,曇,12,小野川湖特別(500万下),200603030812,,16,3,5,75.5,14,10,田中博康,57,1.0,0.0,1150,0.0,0.0,0.0,1.0,**,1:10.1,0.9,**,16-14,31.4-37.8,37.1,466(-8),,,サキノリュウオー,
10,2006/10/28,3福島3,晴,12,秋元湖特別(500万下),200603030312,,16,5,10,14.5,8,中,小林淳一,57,0.0,1.0,1200,0.0,0.0,1.0,0.0,**,,,**,8-13,34.1-35.2,,474(-4),,,タケカワルキューレ,
11,2006/10/01,2札幌8,晴,6,3歳上500万下,200601020806,,12,8,12,7.5,4,5,菊沢隆徳,57,1.0,0.0,1000,0.0,0.0,1.0,0.0,**,0:59.9,0.8,**,3-2,35.2-35.4,36.1,478(0),,,トレノトマト,74.0
12,2006/06/25,1函館4,晴,7,3歳上500万下,200602010407,,11,7,9,14.8,5,2,菊沢隆徳,57,1.0,0.0,1000,0.0,0.0,1.0,0.0,**,1:00.3,1.0,**,4-4,34.9-36.1,36.6,478(0),,,サイボーグ,300.0
13,2006/05/20,1新潟7,曇,7,4歳上500万下,200604010707,,15,6,10,25.1,10,15,石橋脩,57,1.0,0.0,1800,0.0,0.0,0.0,1.0,**,1:56.8,5.2,**,1-1-1-3,34.5-39.1,44.3,478(+4),,,キクノエンブレム,
14,2006/05/06,1新潟3,晴,10,米山特別(500万下),200604010310,,16,4,7,15.4,8,10,石橋脩,57,0.0,1.0,1400,0.0,0.0,1.0,0.0,**,1:23.6,1.2,**,5-5,34.5-36.0,36.6,474(-24),,,リキアイダンディ,
15,2005/05/28,2中京3,晴,12,4歳上1000万下,200507020312,,15,5,9,26.8,9,9,柴原央明,57,0.0,1.0,1200,0.0,0.0,1.0,0.0,,1:08.9,0.7,,12-12,33.7-34.5,34.2,498(0),,,アフレタータ,
16,2005/05/14,1新潟5,晴,11,朝日岳特別(1000万下),200504010511,,16,7,14,16.2,7,10,津村明秀,57,0.0,1.0,1400,0.0,0.0,1.0,0.0,,1:23.6,0.6,,15-15,35.7-35.1,34.3,498(+2),,,ヘイセイピカイチ,
17,2005/04/16,1福島5,晴,11,ラジオ福島賞(1000万下),200503010511,,16,2,4,18.6,9,7,津村明秀,55,0.0,1.0,1200,0.0,0.0,1.0,0.0,,1:10.2,0.6,,16-15,34.2-35.4,34.6,496(0),,,スプリングクレタ,
18,2005/04/03,2阪神4,晴,9,播磨特別(1000万下),200509020409,,18,3,6,13.3,5,17,横山典弘,55,0.0,1.0,1400,0.0,0.0,1.0,0.0,,1:22.4,1.1,,1-1,33.6-36.6,37.7,496(-2),,,アドマイヤドレス,
19,2005/03/12,2中山5,曇,9,隅田川特別(1000万下),200506020509,,16,7,13,22.6,9,7,菊沢隆徳,55,0.0,1.0,1600,0.0,0.0,1.0,0.0,,1:34.6,0.5,,1-1-1,35.5-35.8,36.3,498(0),,,サンキンバスター,
