
b'2017/04/23',b'2\xe6\x9d\xb1\xe4\xba\xac2',b'\xe6\x99\xb4',b'9',b'\xe7\x9f\xb3\xe5\x92\x8c\xe7\x89\xb9\xe5\x88\xa5(1000\xe4\xb8\x87\xe4\xb8\x8b)',b'',b'13',b'4',b'5',b'16.8',b'4',b'4',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'57',b'\xe8\x8a\x9d1800',b'\xe8\x89\xaf',b'**',b'1:47.3',b'0.2',b'**',b'5-4-4',b'35.7-35.4',b'35.0',b'482(+2)',b'',b'',b'\xe3\x83\x8b\xe3\x82\xb7\xe3\x83\x8e\xe3\x82\xb8\xe3\x83\xa3\xe3\x83\xbc\xe3\x83\x8b\xe3\x83\xbc',b'230.0'
b'2017/04/09',b'3\xe4\xb8\xad\xe5\xb1\xb16',b'\xe9\x9b\xa8',b'10',b'\xe9\x9a\x85\xe7\x94\xb0\xe5\xb7\x9d\xe7\x89\xb9\xe5\x88\xa5(1000\xe4\xb8\x87\xe4\xb8\x8b)',b'',b'16',b'8',b'15',b'14.5',b'6',b'16',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'56',b'\xe8\x8a\x9d1600',b'\xe9\x87\x8d',b'**',b'1:39.7',b'3.8',b'**',b'6-7-9',b'35.9-36.6',b'39.8',b'480(+2)',b'',b'',b'\xe3\x82\xa8\xe3\x82\xaf\xe3\x83\xa9\xe3\x83\x9f\xe3\x83\xac\xe3\x83\x8d\xe3\x83\xbc\xe3\x83\xab',b''
b'2016/12/24',b'5\xe4\xb8\xad\xe5\xb1\xb18',b'\xe6\x99\xb4',b'10',b'\xe3\x82\xaf\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x9e\xe3\x82\xb9C(1000\xe4\xb8\x87\xe4\xb8\x8b)',b'',b'15',b'5',b'9',b'12.3',b'4',b'6',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'57',b'\xe8\x8a\x9d1800',b'\xe8\x89\xaf',b'**',b'1:50.3',b'0.4',b'**',b'2-2-2-1',b'38.2-35.4',b'35.8',b'478(-2)',b'',b'',b'\xe3\x83\x8f\xe3\x83\x8a\xe3\x82\xba\xe3\x83\xac\xe3\x82\xb8\xe3\x82\xa7\xe3\x83\xb3\xe3\x83\x89',b''
b'2016/12/10',b'5\xe4\xb8\xad\xe5\xb1\xb13',b'\xe6\x99\xb4',b'9',b'\xe9\x9c\x9e\xe3\x83\xb6\xe6\xb5\xa6\xe7\x89\xb9\xe5\x88\xa5(1000\xe4\xb8\x87\xe4\xb8\x8b)',b'',b'16',b'1',b'1',b'5.8',b'4',b'10',b'\xe6\x9d\xbe\xe5\xb2\xa1\xe6\xad\xa3\xe6\xb5\xb7',b'56',b'\xe8\x8a\x9d1800',b'\xe8\x89\xaf',b'**',b'1:48.8',b'0.7',b'**',b'8-8-4-4',b'36.8-35.1',b'35.4',b'480(+2)',b'',b'',b'\xe3\x82\xb7\xe3\x83\xa7\xe3\x82\xa6\xe3\x83\x8a\xe3\x83\xb3\xe3\x83\x9e\xe3\x83\xab\xe3\x82\xb7\xe3\x82\xa7',b''
b'2016/11/20',b'5\xe6\x9d\xb1\xe4\xba\xac6',b'\xe6\x99\xb4',b'12',b'3\xe6\xad\xb3\xe4\xb8\x8a1000\xe4\xb8\x87\xe4\xb8\x8b',b'',b'13',b'2',b'2',b'3.4',b'2',b'3',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'57',b'\xe8\x8a\x9d1800',b'\xe8\x89\xaf',b'**',b'1:49.7',b'0.3',b'**',b'1-1-2',b'38.8-34.2',b'34.5',b'478(+4)',b'',b'',b'\xe3\x83\xad\xe3\x83\x83\xe3\x82\xab\xe3\x83\x95\xe3\x82\xa7\xe3\x82\xb9\xe3\x82\xbf',b'260.0'
b'2016/10/16',b'4\xe6\x9d\xb1\xe4\xba\xac5',b'\xe6\x9b\x87',b'8',b'3\xe6\xad\xb3\xe4\xb8\x8a1000\xe4\xb8\x87\xe4\xb8\x8b',b'',b'9',b'2',b'2',b'4.3',b'2',b'2',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'57',b'\xe8\x8a\x9d1800',b'\xe8\x89\xaf',b'**',b'1:50.6',b'0.0',b'**',b'1-1-1',b'37.7-34.1',b'34.1',b'474(0)',b'',b'',b'\xe3\x83\xac\xe3\x83\x83\xe3\x83\x89\xe3\x83\xa9\xe3\x82\xa4\xe3\x82\xb8\xe3\x82\xa7\xe3\x83\xab',b'420.0'
b'2016/09/17',b'4\xe4\xb8\xad\xe5\xb1\xb13',b'\xe6\x9b\x87',b'9',b'\xe7\x99\xbd\xe4\xba\x95\xe7\x89\xb9\xe5\x88\xa5(1000\xe4\xb8\x87\xe4\xb8\x8b)',b'',b'14',b'7',b'11',b'26.2',b'8',b'2',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'56',b'\xe8\x8a\x9d1800',b'\xe8\x89\xaf',b'**',b'1:48.3',b'0.0',b'**',b'2-2-2-2',b'37.1-34.5',b'34.5',b'474(-8)',b'',b'',b'\xe3\x83\x88\xe3\x83\x9f\xe3\x82\xb1\xe3\x83\xb3\xe3\x82\xb9\xe3\x83\xa9\xe3\x83\xbc\xe3\x83\xb4\xe3\x82\xa1',b'609.4'
b'2016/08/21',b'2\xe6\x96\xb0\xe6\xbd\x9f8',b'\xe6\x99\xb4',b'10',b'\xe9\x98\xbf\xe8\xb3\x80\xe9\x87\x8e\xe5\xb7\x9d\xe7\x89\xb9\xe5\x88\xa5(1000\xe4\xb8\x87\xe4\xb8\x8b)',b'',b'15',b'7',b'12',b'108.8',b'15',b'11',b'\xe5\x98\x89\xe8\x97\xa4\xe8\xb2\xb4\xe8\xa1\x8c',b'57',b'\xe8\x8a\x9d2200',b'\xe8\x89\xaf',b'**',b'2:13.1',b'1.3',b'**',b'4-4-5-5',b'34.4-35.2',b'35.8',b'482(+8)',b'',b'',b'\xe3\x83\x88\xe3\x83\xbc\xe3\x82\xbb\xe3\x83\xb3\xe3\x83\x90\xe3\x82\xb8\xe3\x83\xab',b''
b'2015/05/31',b'2\xe6\x9d\xb1\xe4\xba\xac12',b'\xe6\x99\xb4',b'10',b'\xe6\x9d\xb1\xe4\xba\xac\xe5\x84\xaa\xe9\xa7\xbf(G1)',b'',b'18',b'5',b'9',b'276.9',b'18',b'16',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'57',b'\xe8\x8a\x9d2400',b'\xe8\x89\xaf',b'**',b'2:26.8',b'3.6',b'**',b'6-6-6-6',b'35.4-34.6',b'37.7',b'474(+2)',b'',b'',b'\xe3\x83\x89\xe3\x82\xa5\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xb3\xe3\x83\x86',b''
b'2015/05/10',b'2\xe6\x9d\xb1\xe4\xba\xac6',b'\xe6\x99\xb4',b'11',b'NHK\xe3\x83\x9e\xe3\x82\xa4\xe3\x83\xabC(G1)',b'',b'18',b'7',b'13',b'134.4',b'16',b'10',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'57',b'\xe8\x8a\x9d1600',b'\xe8\x89\xaf',b'**',b'1:34.3',b'0.8',b'**',b'18-18',b'35.3-34.2',b'33.9',b'472(0)',b'',b'',b'\xe3\x82\xaf\xe3\x83\xa9\xe3\x83\xaa\xe3\x83\x86\xe3\x82\xa3\xe3\x82\xb9\xe3\x82\xab\xe3\x82\xa4',b''
b'2015/04/11',b'3\xe4\xb8\xad\xe5\xb1\xb15',b'\xe6\x9b\x87',b'11',b'\xe3\x83\x8b\xe3\x83\xa5\xe3\x83\xbc\xe3\x82\xb8\xe3\x83\xbc\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x89T(G2)',b'',b'16',b'3',b'5',b'40.2',b'9',b'10',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'56',b'\xe8\x8a\x9d1600',b'\xe7\xa8\x8d',b'**',b'1:35.6',b'0.8',b'**',b'3-5-6',b'35.0-35.8',b'35.9',b'472(-4)',b'',b'',b'\xe3\x83\xa4\xe3\x83\x9e\xe3\x82\xab\xe3\x83\x84\xe3\x82\xa8\xe3\x83\xbc\xe3\x82\xb9',b''
b'2015/02/15',b'1\xe6\x9d\xb1\xe4\xba\xac6',b'\xe6\x99\xb4',b'11',b'\xe5\x85\xb1\xe5\x90\x8c\xe9\x80\x9a\xe4\xbf\xa1\xe6\x9d\xaf(G3)',b'',b'12',b'8',b'12',b'55.8',b'10',b'8',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'56',b'\xe8\x8a\x9d1800',b'\xe8\x89\xaf',b'**',b'1:48.3',b'1.2',b'**',b'2-2-2',b'35.2-34.5',b'35.5',b'476(-2)',b'',b'',b'\xe3\x83\xaa\xe3\x82\xa2\xe3\x83\xab\xe3\x82\xb9\xe3\x83\x86\xe3\x82\xa3\xe3\x83\xbc\xe3\x83\xab',b''
b'2015/01/18',b'1\xe4\xb8\xad\xe5\xb1\xb17',b'\xe6\x99\xb4',b'11',b'\xe4\xba\xac\xe6\x88\x90\xe6\x9d\xaf(G3)',b'',b'17',b'8',b'15',b'23.9',b'9',b'13',b'\xe4\xb8\x89\xe6\xb5\xa6\xe7\x9a\x87\xe6\x88\x90',b'56',b'\xe8\x8a\x9d2000',b'\xe8\x89\xaf',b'**',b'2:03.4',b'1.1',b'**',b'4-4-2-2',b'36.3-35.7',b'36.7',b'478(+6)',b'',b'',b'\xe3\x83\x99\xe3\x83\xab\xe3\x83\xbc\xe3\x83\x95',b''
b'2014/12/21',b'5\xe9\x98\xaa\xe7\xa5\x9e6',b'\xe6\x99\xb4',b'11',b'\xe6\x9c\x9d\xe6\x97\xa5\xe3\x83\x95\xe3\x83\xa5\xe3\x83\xbc\xe3\x83\x81\xe3\x83\xa5\xe3\x83\xaa\xe3\x83\x86\xe3\x82\xa3(G1)',b'',b'18',b'2',b'3',b'30.2',b'10',b'9',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'55',b'\xe8\x8a\x9d1600',b'\xe7\xa8\x8d',b'**',b'1:36.7',b'0.8',b'**',b'7-10',b'34.9-36.1',b'36.3',b'472(+2)',b'',b'',b'\xe3\x83\x80\xe3\x83\x8e\xe3\x83\xb3\xe3\x83\x97\xe3\x83\xa9\xe3\x83\x81\xe3\x83\x8a',b''
b'2014/10/25',b'4\xe6\x9d\xb1\xe4\xba\xac6',b'\xe6\x99\xb4',b'9',b'\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x93\xe3\x83\xbcS(OP)',b'',b'8',b'4',b'4',b'22.7',b'7',b'1',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'56',b'\xe8\x8a\x9d1800',b'\xe8\x89\xaf',b'**',b'1:47.1',b'0.0',b'**',b'2-2-2',b'35.0-35.2',b'35.0',b'470(0)',b'',b'',b'(\xe3\x82\xb9\xe3\x83\xaf\xe3\x83\xbc\xe3\x83\xb4\xe3\x82\xb8\xe3\x83\xa7\xe3\x83\xbc\xe3\x82\xb8)',"b'1,518.2'"
b'2014/09/13',b'3\xe6\x96\xb0\xe6\xbd\x9f1',b'\xe9\x9b\xa8',b'9',b'\xe3\x82\xa2\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc\xe8\xb3\x9e(500\xe4\xb8\x87\xe4\xb8\x8b)',b'',b'13',b'4',b'4',b'8.4',b'4',b'1',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'54',b'\xe8\x8a\x9d1600',b'\xe8\x89\xaf',b'**',b'1:36.5',b'0.0',b'**',b'3-2',b'35.8-34.7',b'34.7',b'470(+4)',b'',b'',b'(\xe3\x83\x86\xe3\x83\xb3\xe3\x83\x80\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\xb4\xe3\x82\xa9\xe3\x82\xa4\xe3\x82\xb9)',"b'1,010.1'"
b'2014/08/16',b'2\xe6\x96\xb0\xe6\xbd\x9f5',b'\xe9\x9b\xa8',b'2',b'2\xe6\xad\xb3\xe6\x9c\xaa\xe5\x8b\x9d\xe5\x88\xa9',b'',b'18',b'6',b'12',b'52.4',b'12',b'1',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'54',b'\xe8\x8a\x9d1600',b'\xe9\x87\x8d',b'**',b'1:36.6',b'-0.1',b'**',b'2-2',b'36.1-35.2',b'35.1',b'466(+2)',b'',b'',b'(\xe3\x82\xa6\xe3\x83\x8a\xe3\x82\xae\xe3\x83\x8e\xe3\x83\x9c\xe3\x83\xaa)',b'500.0'
b'2014/07/19',b'2\xe7\xa6\x8f\xe5\xb3\xb65',b'\xe9\x9b\xa8',b'5',b'2\xe6\xad\xb3\xe6\x96\xb0\xe9\xa6\xac',b'',b'16',b'2',b'3',b'20.7',b'8',b'9',b'\xe6\x9f\xb4\xe7\x94\xb0\xe5\xa4\xa7\xe7\x9f\xa5',b'54',b'\xe8\x8a\x9d1800',b'\xe7\xa8\x8d',b'**',b'1:52.9',b'1.6',b'**',b'5-4-5-6',b'37.3-35.4',b'36.6',b'464(0)',b'',b'',b'\xe3\x83\x9f\xe3\x83\xa5\xe3\x82\xbc\xe3\x82\xa8\xe3\x82\xa4\xe3\x83\xaa\xe3\x82\xa2\xe3\x83\xb3',b''
