,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,ダ,芝,1,稍,良,重,不,17,18,19,20,21,22,23,24,25,26,27,28
0,2011/01/15,1中山5,曇,11,ニューイヤーS(OP),201106010511,,16,4,7,65.4,12,9,武士沢友,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.5,0.6,**,1-1-1,35.0-35.8,36.4,544(+18),,,コスモセンサー,
1,2010/06/27,2福島4,雨,11,福島テレビOP(OP),201003020411,,16,3,5,34.3,10,12,伊藤直人,55,0.0,1.0,1800,1.0,0.0,0.0,0.0,**,1:49.8,2.1,**,1-1-1-3,34.3-36.2,38.3,526(+2),,,バトルバニヤン,
2,2010/05/29,3東京3,小雨,11,欅S(OP),201005030311,,16,1,2,32.3,8,16,伊藤直人,55,1.0,0.0,1400,0.0,1.0,0.0,0.0,**,1:27.2,3.7,**,1-1,35.1-36.1,39.8,524(-6),,,ナムラタイタン,
3,2010/03/14,2中山6,晴,10,東風S(OP),201006020610,,14,5,8,34.9,9,9,勝浦正樹,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.5,0.6,**,1-1-1,35.6-35.0,35.6,530(0),,,フィフスペトル,
4,2010/02/13,1東京5,小雨,11,バレンタインS(OP),201005010511,,16,5,9,25.1,11,13,勝浦正樹,54,0.0,1.0,1400,1.0,0.0,0.0,0.0,**,1:23.4,1.3,**,1-1,35.4-35.0,36.3,530(+16),,,ゲイルスパーキー,
5,2009/08/29,3新潟5,晴,11,朱鷺S(OP),200904030511,,18,1,1,22.3,11,17,石橋脩,55,0.0,1.0,1400,0.0,1.0,0.0,0.0,**,1:22.7,1.7,**,2-4,33.5-35.6,37.1,514(-2),,,マイケルバローズ,
6,2009/07/19,2新潟2,曇,11,アイビスサマーD(G3),200904020211,,18,4,8,24.2,10,15,石橋脩,56,0.0,1.0,1000,0.0,0.0,1.0,0.0,**,0:57.8,1.6,**,,33.1-34.1,35.3,516(+6),,,カノヤザクラ,
7,2008/09/14,4中山2,晴,11,京成杯オータムH(G3),200806040211,,16,6,11,8.3,4,15,柴田善臣,54,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.0,1.9,**,1-1-1,32.8-36.2,38.1,510(-8),,,キストゥヘヴン,
8,2008/08/31,1札幌6,晴,9,キーンランドC(G3),200801010609,,16,5,10,13.0,5,10,勝浦正樹,53,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.0,1.1,**,3-2,33.9-34.0,35.0,518(-8),,,タニノマティーニ,
9,2008/07/06,1函館6,晴,11,函館スプリントS(G3),200802010611,,16,2,3,10.4,3,5,松岡正海,53,0.0,1.0,1200,0.0,1.0,0.0,0.0,**,1:09.0,0.6,**,1-1,32.8-35.6,36.2,526(+2),,,キンシャサノキセキ,410.0
10,2008/05/11,2東京6,曇,11,NHKマイルC(G1),200805020611,,18,6,11,9.5,4,12,内田博幸,57,0.0,1.0,1600,1.0,0.0,0.0,0.0,**,1:35.9,1.7,**,1-1,34.6-35.0,36.7,524(-4),,,ディープスカイ,
11,2008/04/12,3中山5,晴,11,ニュージーランドT(G2),200806030511,,16,7,13,2.3,1,12,内田博幸,56,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:36.0,1.0,**,4-3-4,34.5-37.3,37.1,528(+10),,,サトノプログレス,
12,2007/12/09,5中山4,晴,11,朝日フューチュリティ(G1),200706050411,,16,1,1,6.2,3,1,勝浦正樹,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:33.5,-0.4,**,1-1-1,34.7-35.2,35.2,518(-2),,,(レッツゴーキリシマ),"6,117.6"
13,2007/11/17,5東京5,曇,11,東京スポーツ杯2歳S(G3),200705050511,,15,3,4,2.9,1,4,田中勝春,55,0.0,1.0,1800,0.0,1.0,0.0,0.0,**,1:47.9,0.5,**,2-3-3,35.2-35.2,35.2,520(+12),,,フサイチアソート,480.0
14,2007/10/14,4東京5,曇,4,2歳新馬,200705040504,,11,8,11,1.7,1,1,田中勝春,55,0.0,1.0,1600,0.0,1.0,0.0,0.0,**,1:34.9,-0.4,**,5-3,34.5-35.1,34.8,508(0),,,(ロングキーブリッジ),700.0
